target_mean_gen,regime_label,quantity,n_replicates,true_value,median_posterior_median,q25_posterior_median,q75_posterior_median,median_bias,mean_bias,median_abs_error,q75_abs_error,q90_abs_error,rmse,median_abs_percent_error,q90_abs_percent_error,proportion_within_0.5_days,proportion_within_1_day,median_interval_width,coverage
3,3-day regime,Generation-time mean,5,3.6294277579960905,3.816135,3.63137,3.8585,0.18670724200390953,0.11737824200390942,0.18670724200390953,0.2290722420039093,0.24781024200390947,0.18077604672613115,5.144261146748816,6.827804781565139,1,1,0.8269159999999998,1
10,10-day regime,Generation-time mean,5,9.99447679385948,9.63155,9.405315000000002,10.26905,-0.36292679385947935,-0.16616779385947958,0.4965732061405195,0.5891617938594784,0.625602793859479,0.4946046328736984,4.968476253260298,6.259485181293773,0.6,1,1.631062,1
20,20-day regime,Generation-time mean,5,20.001397376534506,19.8984,19.29175,20.4228,-0.10299737653450691,-0.2936273765345064,0.7096473765345053,0.7814526234654942,1.4275894753069014,0.9752857226733799,3.5479889888446414,7.13744869136863,0.4,0.8,3.343720000000001,1
3,3-day regime,Generation-time SD,5,2.3947242681337415,2.3498599999999996,2.337895,2.37434,-0.04486426813374189,-0.04979826813374153,0.04486426813374189,0.05682926813374145,0.09354626813374149,0.0627162397080694,1.8734627919691793,3.906348191253102,1,1,0.5315970000000001,1
10,10-day regime,Generation-time SD,5,5.078438496240229,4.65916,4.485915,4.786479999999999,-0.4192784962402287,-0.4617544962402288,0.4192784962402287,0.5925234962402284,0.8743464962402284,0.5905457511591015,8.256051472330272,17.216837358324653,0.6,0.8,1.9788154999999992,0.8
20,20-day regime,Generation-time SD,5,10.486319426248857,11.31225,11.0279,11.4441,0.825930573751144,0.6322715737511437,0.825930573751144,0.957780573751144,1.2441305737511437,0.9285349308979972,7.876267546110734,11.864320770516441,0,0.8,4.054654000000001,1
