model,quantity,time,median,lwr,upr
Censored WH-informed,Delta,4.357142857142857,0.8060732487094985,0.7487810058875692,0.8566638529927311
Censored WH-informed,Delta,4.428571428571429,0.8021368415210948,0.7471789397099665,0.8584441847847321
Censored WH-informed,Delta,4.5,0.7986076905121335,0.7421807917159657,0.8540515292445501
Censored WH-informed,Delta,4.571428571428571,0.7942532479598521,0.7350530910242944,0.8512415211494907
Censored WH-informed,Delta,4.642857142857142,0.7902863723511326,0.7296351320937491,0.8491547884254906
Censored WH-informed,Delta,4.7142857142857135,0.7864517415644958,0.7241918924789407,0.8459969085750921
Censored WH-informed,Delta,4.785714285714286,0.783353608543299,0.7197123071367758,0.8425067790376974
Censored WH-informed,Delta,4.857142857142857,0.7809613158506052,0.7180477801612338,0.8393534447091873
Censored WH-informed,Delta,4.928571428571429,0.7770498032813657,0.7166993182403094,0.8327438434991571
Censored WH-informed,Delta,5,0.7726387803446916,0.7137149322824001,0.828738231595219
Censored WH-informed,Delta,5.071428571428571,0.7699205077011159,0.7120280607478232,0.8241708983962198
Censored WH-informed,Delta,5.142857142857142,0.7674731067415739,0.7080957469316916,0.818505682837013
Censored WH-informed,Delta,5.214285714285714,0.7643851903388781,0.7080373524468776,0.8154436774644591
Censored WH-informed,Delta,5.285714285714286,0.7601509026774087,0.7058937236585998,0.8147906440568162
Censored WH-informed,Delta,5.357142857142857,0.756378495487769,0.7036099763911814,0.8116631888952242
Censored WH-informed,Delta,5.428571428571428,0.7526901208630208,0.7006598004171773,0.8080650522606336
Censored WH-informed,Delta,5.5,0.7501708853812299,0.6971773296948555,0.8091219129355759
Censored WH-informed,Delta,5.571428571428571,0.7470824370919413,0.6928221415272431,0.8057170919598959
Censored WH-informed,Delta,5.642857142857142,0.7446568969323937,0.6885669785650779,0.8042174341428997
Censored WH-informed,Delta,5.714285714285714,0.7429339425253445,0.6851403014952107,0.803101265311775
Censored WH-informed,Delta,5.785714285714286,0.7408672543723875,0.6826564048704029,0.8021104535459052
Censored WH-informed,Delta,5.857142857142857,0.7379306559792991,0.6801636372886057,0.7981827670297483
Censored WH-informed,Delta,5.928571428571428,0.7357675997888011,0.6791818116976047,0.7958204176426733
Censored WH-informed,Delta,6,0.734265254469175,0.6798555102574194,0.7941836055380052
Censored WH-informed,Delta,6.071428571428571,0.7319990268800936,0.6814000712432315,0.7898404640757746
Censored WH-informed,Delta,6.142857142857142,0.7302928822977953,0.6834779606364063,0.7852798994165506
Censored WH-informed,Delta,6.214285714285714,0.7289929145171948,0.6845475509027665,0.7827360788977022
Censored WH-informed,Delta,6.285714285714286,0.72668174969494,0.6847563700922927,0.7822110065727138
Censored WH-informed,Delta,6.357142857142857,0.725359492786876,0.6845440953191037,0.7827489292234195
Censored WH-informed,Delta,6.428571428571428,0.7244673693037689,0.6787531868489253,0.7842998373995436
Censored WH-informed,Delta,6.5,0.7229110010683499,0.6764903225223364,0.7806617473537953
Censored WH-informed,Delta,6.571428571428571,0.7214773319675224,0.6718679334640024,0.781117254776006
Censored WH-informed,Delta,6.642857142857142,0.7197898761890618,0.6664024166204252,0.7811227651704904
Censored WH-informed,Delta,6.7142857142857135,0.719184830318108,0.6627452400927618,0.7801437896909601
Censored WH-informed,Delta,6.785714285714286,0.7169626791109073,0.659893338007347,0.7786057685651457
Censored WH-informed,Delta,6.857142857142857,0.7151858564243847,0.6578860846410075,0.7748330169095103
Censored WH-informed,Delta,6.928571428571428,0.7129497081997094,0.6568926951078257,0.7713803892619664
Censored WH-informed,Delta,7,0.7103069594278636,0.6538396464988387,0.7713843695446931
Censored WH-informed,Delta,7.071428571428571,0.7091752632522027,0.652785820267676,0.7704208152309939
Censored WH-informed,Delta,7.142857142857142,0.7070110652016822,0.6515757614932667,0.7685017682866127
Censored WH-informed,Delta,7.2142857142857135,0.703291755599478,0.6509034035064625,0.7658090416391313
Censored WH-informed,Delta,7.285714285714286,0.7007620814081899,0.6475892420489642,0.7609981522661309
Censored WH-informed,Delta,7.357142857142857,0.6968650388284245,0.6435924186690426,0.7584643771850164
Censored WH-informed,Delta,7.428571428571428,0.6938101353324807,0.6401727385793141,0.7585897327913089
Censored WH-informed,Delta,7.5,0.6921532803354681,0.6401619386395501,0.756265414079687
Censored WH-informed,Delta,7.571428571428571,0.6895788506716327,0.6373274742864335,0.7538610121256891
Censored WH-informed,Delta,7.642857142857142,0.6864083940529837,0.6336551945449926,0.7506426881527931
Censored WH-informed,Delta,7.7142857142857135,0.6837016480496771,0.6327968819795593,0.7490276045712142
Censored WH-informed,Delta,7.785714285714286,0.6828760585043012,0.6293587439974577,0.7514544706468318
Censored WH-informed,Delta,7.857142857142857,0.6823886935040667,0.6263256372176602,0.748115447991796
Censored WH-informed,Delta,7.928571428571428,0.6830858722756032,0.6247311573129197,0.7465808653273585
Censored WH-informed,Delta,8,0.683381661964598,0.6263393602447372,0.7436884223047865
Censored WH-informed,Delta,8.071428571428571,0.683432903397317,0.630715098492268,0.7458208764154969
Censored WH-informed,Delta,8.142857142857142,0.6841578061692111,0.6348851006813085,0.7436631646418282
Censored WH-informed,Delta,8.214285714285714,0.6856099527916288,0.6369697788704364,0.7457230309187022
Censored WH-informed,Delta,8.285714285714285,0.687886005389783,0.6374694120940845,0.7430532180002372
Censored WH-informed,Delta,8.357142857142858,0.6894044197461222,0.6400416523506103,0.7453915885496502
Censored WH-informed,Delta,8.428571428571427,0.6909261464052585,0.6413724500351121,0.7484892086643402
Censored WH-informed,Delta,8.5,0.6927749604763591,0.6437631406949423,0.7516063179514775
Censored WH-informed,Delta,8.571428571428571,0.6967620456549333,0.6463616180081838,0.7549419618521624
Censored WH-informed,Delta,8.642857142857142,0.7003338633545426,0.6489630638225113,0.7601294443590388
Censored WH-informed,Delta,8.714285714285714,0.7047003869485027,0.6507111624354824,0.7662815268151847
Censored WH-informed,Delta,8.785714285714285,0.7092122487425924,0.6526481537502064,0.7733992974154635
Censored WH-informed,Delta,8.857142857142858,0.7138773656798654,0.6561080897651278,0.7783405306197098
Censored WH-informed,Delta,8.928571428571427,0.7195837380101846,0.6619860825898565,0.7835438400655507
Censored WH-informed,Delta,9,0.7256772610069877,0.6685141904891281,0.790087206305298
Censored WH-informed,Delta,9.071428571428571,0.7325570882524575,0.6779042300103728,0.7952834152270427
Censored WH-informed,Delta,9.142857142857142,0.7402220661891055,0.6859568184023196,0.8017309141081471
Censored WH-informed,Delta,9.214285714285714,0.7477773661053224,0.6947429070155069,0.8105886170855335
Censored WH-informed,Delta,9.285714285714285,0.7568235440626221,0.7008637965435589,0.8249601290199621
Censored WH-informed,Delta,9.357142857142856,0.7654747093077703,0.7063914171088838,0.8300025943217757
Censored WH-informed,Delta,9.428571428571429,0.7747524874843381,0.7092438000685963,0.8415772453951442
Censored WH-informed,Delta,9.5,0.7828435264438613,0.7093756972127941,0.8539276293920102
Censored WH-informed,Delta,9.571428571428571,0.7910108361648158,0.7111473021938853,0.8651235010098127
Censored WH-informed,Delta,9.642857142857142,0.7968047370264386,0.7138706839801854,0.8758374133164726
Censored WH-informed,Delta,9.714285714285714,0.802712125715324,0.7183586313897607,0.8858023523251989
Censored WH-informed,Delta,9.785714285714285,0.809350926172294,0.7225912341302567,0.8977563447619641
Censored WH-informed,Delta,9.857142857142856,0.8153203511497302,0.725781987744913,0.9113268129220595
Censored WH-informed,Delta,9.928571428571429,0.8217754932094692,0.7234123454768951,0.9225220258258781
Censored WH-informed,Delta,10,0.8264198669942366,0.7256984377570315,0.9311003989030382
Censored WH-informed,Omicron,3,1.6208270122229473,1.4954308612877818,1.7611299525020887
Censored WH-informed,Omicron,3.071428571428571,1.6356370371096864,1.509496250000937,1.766116966350237
Censored WH-informed,Omicron,3.142857142857143,1.6507485774596757,1.5190898191120152,1.782636496903818
Censored WH-informed,Omicron,3.214285714285714,1.6656131767840068,1.5421751024961659,1.7929025050205514
Censored WH-informed,Omicron,3.2857142857142856,1.6786856125695642,1.5608851873873293,1.8032756615723897
Censored WH-informed,Omicron,3.357142857142857,1.6928087515174637,1.5619770994080941,1.8247480770672098
Censored WH-informed,Omicron,3.4285714285714284,1.7074502836536372,1.5683756156495494,1.839291671585852
Censored WH-informed,Omicron,3.5,1.721068210682222,1.5774676523202042,1.8572870223750468
Censored WH-informed,Omicron,3.571428571428571,1.7305108411141263,1.5847507134634111,1.8768482123173895
Censored WH-informed,Omicron,3.642857142857143,1.737921317745633,1.591448133953956,1.8946613374911616
Censored WH-informed,Omicron,3.714285714285714,1.7428480093280918,1.5977199667190523,1.9039467794639804
Censored WH-informed,Omicron,3.7857142857142856,1.7475752576916652,1.6032883651398735,1.9096840272796487
Censored WH-informed,Omicron,3.8571428571428568,1.7508813340691702,1.6082688066304227,1.9156976027551453
Censored WH-informed,Omicron,3.9285714285714284,1.7507521811384588,1.605836308284311,1.9150124364979606
Censored WH-informed,Omicron,4,1.7473786582023156,1.608692164712115,1.9144864116177076
Censored WH-informed,Omicron,4.071428571428571,1.7443229678014875,1.6119213318134067,1.9008982856414955
Censored WH-informed,Omicron,4.142857142857142,1.7392383293096747,1.6127421697814595,1.8831325884437515
Censored WH-informed,Omicron,4.2142857142857135,1.7311951787010567,1.6148065849924025,1.869633119947104
Censored WH-informed,Omicron,4.285714285714286,1.72308359939733,1.6137086384899606,1.8551873234225327
Censored WH-informed,Omicron,4.357142857142857,1.7162767689571856,1.5994659479520155,1.8467162153776564
Censored WH-informed,Omicron,4.428571428571429,1.708990428632276,1.583501673892065,1.8351747612863496
Censored WH-informed,Omicron,4.5,1.702194778986997,1.5740498861768137,1.834798228370049
Censored WH-informed,Omicron,4.571428571428571,1.692535952493629,1.5579983608693693,1.8226558747539936
Censored WH-informed,Omicron,4.642857142857142,1.6873112133176396,1.5455189405781207,1.813510148664513
Censored WH-informed,Omicron,4.7142857142857135,1.6783528165946588,1.5374291285414998,1.8067519764645046
Censored WH-informed,Omicron,4.785714285714286,1.669283718961621,1.5268616834812603,1.7979879321152026
Censored WH-informed,Omicron,4.857142857142857,1.6602368193595543,1.5247797985076648,1.7876006500428012
Censored WH-informed,Omicron,4.928571428571429,1.6520672285472928,1.5214610201074177,1.7798867430668046
Censored WH-informed,Omicron,5,1.6468608607754731,1.5173950237101086,1.7741613868528185
Censored WH-informed,Omicron,5.071428571428571,1.6375902936268751,1.5132355951998215,1.7660985431507181
Censored WH-informed,Omicron,5.142857142857142,1.6314480389877306,1.5087744153642018,1.7528137685073018
Censored WH-informed,Omicron,5.214285714285714,1.623885895021762,1.5102791484393783,1.741134850778491
Censored WH-informed,Omicron,5.285714285714286,1.6157943814560978,1.5045843375383516,1.742072693316464
Censored WH-informed,Omicron,5.357142857142857,1.607739151018019,1.4907506526898346,1.7350456886788213
Censored WH-informed,Omicron,5.428571428571428,1.598919206634724,1.479483201783031,1.7288178834643482
Censored WH-informed,Omicron,5.5,1.594736483454607,1.4698040570250366,1.7253867555083555
Censored WH-informed,Omicron,5.571428571428571,1.587436502639314,1.4587193434906085,1.7162226304701826
Censored WH-informed,Omicron,5.642857142857142,1.580175140371882,1.4517713550616622,1.7166332719685822
Censored WH-informed,Omicron,5.714285714285714,1.5708833933289434,1.4362775099782232,1.7100859421322605
Censored WH-informed,Omicron,5.785714285714286,1.5618093344136756,1.4312924604345025,1.7021931273163453
Censored WH-informed,Omicron,5.857142857142857,1.5532961387473097,1.4250788957723124,1.6881529409569016
Censored WH-informed,Omicron,5.928571428571428,1.5440159125744026,1.4187259669087355,1.6709160639861302
Censored WH-informed,Omicron,6,1.5327859045897279,1.4083705002249147,1.6571302709054048
Censored WH-informed,Omicron,6.071428571428571,1.524945530173016,1.4068699799529139,1.6405245371028596
Censored WH-informed,Omicron,6.142857142857142,1.5138194395730467,1.3957846833481775,1.629737087845303
Censored WH-informed,Omicron,6.214285714285714,1.5029335435779152,1.3892538000986194,1.619602410892199
Censored WH-informed,Omicron,6.285714285714286,1.494120959797419,1.3820942346995901,1.611588504985123
Censored WH-informed,Omicron,6.357142857142857,1.4833342935160758,1.3759449418870955,1.6077403360840428
Censored WH-informed,Omicron,6.428571428571428,1.473304902384859,1.3597007008333117,1.6001695940913157
Censored WH-informed,Omicron,6.5,1.4640247496366294,1.344097537898775,1.5913744866305346
Censored WH-informed,Omicron,6.571428571428571,1.4513127342318828,1.3283074626720224,1.5775391374021062
Censored WH-informed,Omicron,6.642857142857142,1.4386652999216352,1.317656641333918,1.562686553376218
Censored WH-informed,Omicron,6.7142857142857135,1.427241924923944,1.305205077665469,1.5523480904314326
Censored WH-informed,Omicron,6.785714285714286,1.412303227818846,1.2934924123606595,1.534575609524463
Censored WH-informed,Omicron,6.857142857142857,1.3992717548911129,1.2853625829987014,1.5150571869329506
Censored WH-informed,Omicron,6.928571428571428,1.384126033244688,1.273973955444088,1.5005253472527054
Censored WH-informed,Omicron,7,1.3697244798774144,1.263074894684015,1.4879941064704179
Censored WH-informed,Omicron,7.071428571428571,1.3559222142667577,1.2512614655919283,1.4739594854809865
Censored WH-informed,Omicron,7.142857142857142,1.3416519693334437,1.2375017425552315,1.4533063057693842
Censored WH-informed,Omicron,7.2142857142857135,1.325817565239015,1.2275341989772055,1.4406977189607373
Censored WH-informed,Omicron,7.285714285714286,1.31467591539985,1.2173248907550867,1.425718132540157
Censored WH-informed,Omicron,7.357142857142857,1.301869303899773,1.2037233708159178,1.4108769264531982
Censored WH-informed,Omicron,7.428571428571428,1.290043642115297,1.1855896295670698,1.3999906365606238
Censored WH-informed,Omicron,7.5,1.2752113707560444,1.1732724029646695,1.3854533952657397
Censored WH-informed,Omicron,7.571428571428571,1.2641939522728753,1.1644555182302032,1.3788273110724845
Censored WH-informed,Omicron,7.642857142857142,1.2550066829455409,1.1519824102988614,1.3702275515735685
Censored WH-informed,Omicron,7.7142857142857135,1.2459456467215062,1.141367700488052,1.3650224120847823
Censored WH-informed,Omicron,7.785714285714286,1.2374390180688009,1.1321489585926146,1.3559522016747523
Censored WH-informed,Omicron,7.857142857142857,1.2263686234664526,1.1266540112479075,1.3486028915201265
Censored WH-informed,Omicron,7.928571428571428,1.2185393761388452,1.1201612136095915,1.3416429177648064
Censored WH-informed,Omicron,8,1.212406507190357,1.1180942270148015,1.3257746254950136
Censored WH-informed,Omicron,8.071428571428571,1.207975936306715,1.115924957833556,1.311487547451118
Censored WH-informed,Omicron,8.142857142857142,1.2041697233774558,1.1108483723775935,1.2987154142664175
Censored WH-informed,Omicron,8.214285714285714,1.198833046964719,1.1037420456015736,1.2878978127020175
Censored WH-informed,Omicron,8.285714285714285,1.1961647360820127,1.1014390383965094,1.2922041765657228
Censored WH-informed,Omicron,8.357142857142858,1.1933518507681875,1.09670583632494,1.2846031878668815
Censored WH-informed,Omicron,8.428571428571427,1.1909460634856233,1.0855412450590343,1.276875716929535
Censored WH-informed,Omicron,8.5,1.1896268285537908,1.0819256261840542,1.2774467023166658
Censored WH-informed,Omicron,8.571428571428571,1.1853118757460144,1.075502159554256,1.2738490137605423
Censored WH-informed,Omicron,8.642857142857142,1.1812547619841391,1.0725901955958674,1.2738128860137095
Censored WH-informed,Omicron,8.714285714285714,1.1797237835941963,1.0712825116840128,1.2766030541094524
Censored WH-informed,Omicron,8.785714285714285,1.1764968838649499,1.0682156950913049,1.2733662918107258
Censored WH-informed,Omicron,8.857142857142858,1.1749568650804334,1.0645858270898745,1.271356662620022
Censored WH-informed,Omicron,8.928571428571427,1.172326922449432,1.0635499438358071,1.2667836360377736
Censored WH-informed,Omicron,9,1.1697577032101294,1.0647757999601948,1.2619983396645746
Censored WH-informed,Omicron,9.071428571428571,1.1650414805699807,1.0677067818603452,1.2591955762152414
Censored WH-informed,Omicron,9.142857142857142,1.1623906093891105,1.0707709647227266,1.255139664324019
Censored WH-informed,Omicron,9.214285714285714,1.1605546504763429,1.0732691614326462,1.2551483329765296
Censored WH-informed,Omicron,9.285714285714285,1.1605788528923937,1.075758946551048,1.2547671450158278
Censored WH-informed,Omicron,9.357142857142856,1.156464470813879,1.0738779979251383,1.2605362253810566
Censored WH-informed,Omicron,9.428571428571429,1.154444730340169,1.0689627797565326,1.2637761433311345
Censored WH-informed,Omicron,9.5,1.1531143091619278,1.0598118875107077,1.2713718533316933
Censored WH-informed,Omicron,9.571428571428571,1.1508119006063233,1.051401376742509,1.2870679266104754
Censored WH-informed,Omicron,9.642857142857142,1.1482251065384785,1.0380832479581923,1.295881931304386
Censored WH-informed,Omicron,9.714285714285714,1.1464358491343256,1.0274980383425516,1.3022708045310911
Censored WH-informed,Omicron,9.785714285714285,1.1439077264705002,1.0194434388638918,1.3080068721459743
