"model","strain","serial","q025","q50","q975","source","strain_label"
"Lognormal","non-SGTF",0.800000000000001,0.077178724675,0.085455075,0.094346022,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",1,0.088428921925,0.0973580425,0.106546977,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",1.2,0.100362247,0.109665515,0.11877336675,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",1.4,0.11268704575,0.121983105,0.130348095,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",1.6,0.12501226075,0.13359497,0.1410017055,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",1.8,0.13672235575,0.144149455,0.15053449325,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",2,0.14717132,0.153279725,0.158631878,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",2.2,0.1557912455,0.160632635,0.16492198125,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",2.4,0.16194210575,0.166115455,0.1696997195,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",2.6,0.16536793675,0.169632185,0.173162141,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",2.8,0.16608708725,0.171226145,0.17518824,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",3,0.1652047975,0.170851775,0.175561979,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",3.2,0.162632193,0.16887026,0.17448128425,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",3.4,0.15860927575,0.165461815,0.1718199115,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",3.6,0.15371385275,0.160797155,0.1675648365,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",3.8,0.14806574,0.155195035,0.16221750875,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",4,0.141817892,0.14880134,0.15588535775,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",4.2,0.13507792,0.141880205,0.1488678705,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",4.4,0.127872648,0.13462804,0.14145898375,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",4.6,0.1207935545,0.127182505,0.1335715185,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",4.8,0.113617468,0.11969943,0.12590660875,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",5,0.106509894,0.112245035,0.1181242725,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",5.2,0.0994836257,0.104867755,0.11045386325,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",5.4,0.09277221085,0.0977439205,0.102923971,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",5.6,0.0862916073,0.090857413,0.095680189775,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",5.8,0.0799603894,0.0842448995,0.088752410675,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",6,0.073825877025,0.077999389,0.082176572275,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",6.2,0.068018194025,0.072008925,0.07602812625,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",6.4,0.06263767205,0.0664683365,0.0702697424,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",6.6,0.0575577609,0.0612445225,0.06483344925,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",6.8,0.05293255035,0.056354676,0.059811173225,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",7,0.048549119525,0.05178973,0.055116505175,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",7.2,0.044419169725,0.0475483825,0.05075303255,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",7.4,0.04065767355,0.043622885,0.04674318535,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",7.6,0.03720606595,0.0400003455,0.042993105375,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",7.8,0.034021845725,0.036645661,0.039538283425,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",8,0.03103303485,0.0335708825,0.0363149937,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",8.2,0.02833823525,0.030738041,0.0333462586,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",8.4,0.0258316791,0.0281407755,0.030631476725,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",8.6,0.0235774391,0.0257497395,0.028169726925,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",8.8,0.02151330585,0.023553578,0.02589349225,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",9,0.0196190248,0.021538576,0.023758011275,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",9.2,0.017885728775,0.0196914845,0.021799798775,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",9.4,0.01631614315,0.0180066745,0.0200251264,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",9.6,0.01487820095,0.0164708125,0.01841084605,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",9.8,0.013579868,0.015062533,0.01690500345,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",10,0.012397077275,0.013779496,0.01551862845,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",10.2,0.011319739075,0.0126098225,0.014255630575,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",10.4,0.01033059735,0.011540221,0.0131045456,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",10.6,0.00943055905,0.0105629875,0.01205183435,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",10.8,0.00862281142,0.0096703927,0.011081525,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",11,0.0078774609225,0.0088574114,0.010199182775,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",11.2,0.00719924125,0.00810837885,0.0093838187425,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",11.4,0.006580164735,0.00742531365,0.008628940955,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",11.6,0.0060169624175,0.00680327195,0.007943964605,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",11.8,0.0055060665175,0.00623526665,0.007313353585,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",12,0.005040978615,0.00571341155,0.0067349670975,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",12.2,0.0046171156575,0.00523956835,0.006206559705,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",12.4,0.0042307020725,0.00480485315,0.0057185019825,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",12.6,0.003877953315,0.00440718395,0.005270641,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",12.8,0.0035561576625,0.0040444449,0.004858132285,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",13,0.00326255114,0.0037142939,0.00447961953,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",13.2,0.0029945593075,0.0034119474,0.0041316917825,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",13.4,0.0027498484675,0.00313528925,0.0038128522375,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",13.6,0.002526303435,0.00288268975,0.0035223522275,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",13.8,0.0023220078025,0.002650598,0.003255440285,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",14,0.0021352235475,0.0024384703,0.0030078757325,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",14.2,0.0019643756975,0.00224432855,0.0027783491275,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",14.4,0.0018080359275,0.00206599245,0.0025676400325,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",14.6,0.001664908655,0.0019025272,0.00237505452,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",14.8,0.0015338188225,0.0017530386,0.002198425465,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",15,0.001413700195,0.00161599675,0.00203463721,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",15.2,0.00130358476,0.0014904244,0.0018826457825,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",15.4,0.00120259411,0.00137498935,0.0017422155075,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",15.6,0.0011099298625,0.00126881825,0.0016128768275,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",15.8,0.001024867225,0.00117125745,0.00149241113,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",16,0.000946747165,0.0010815674,0.0013810337925,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",16.2,0.0008749705755,0.000999290875,0.0012783985875,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",16.4,0.00080899262375,0.000923569735,0.0011855619,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",16.6,0.000748317509,0.00085408563,0.0011005842975,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",16.8,0.00069249404925,0.00079016012,0.0010221757875,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",17,0.000641111314,0.000731349275,0.00094893967225,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",17.2,0.0005938398895,0.000676929535,0.0008808919255,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",17.4,0.00055031413475,0.00062677984,0.000818143895,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",17.6,0.000510152319,0.00058067131,0.0007605533105,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",17.8,0.00047307285,0.00053823816,0.000707555038,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",18,0.000438868855,0.000499035665,0.00065825166,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",18.2,0.000407303879,0.000462881855,0.0006117273085,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",18.4,0.00037816192775,0.000429628645,0.000569300744,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",18.6,0.00035124701325,0.000398807735,0.000529559904,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",18.8,0.0003263932485,0.00037039532,0.00049232677525,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",19,0.000303417522,0.00034416841,0.0004578513255,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",19.2,0.00028216908925,0.000319836375,0.00042617931375,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",19.4,0.00026250999525,0.000297325765,0.0003970473915,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",19.6,0.00024431390575,0.00027649406,0.00037002501,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",19.8,0.00022746514625,0.000257217035,0.000344956296,"serial_density_norm_grid","Delta"
"Lognormal","non-SGTF",20,0.00021185767225,0.00023939521,0.0003216873215,"serial_density_norm_grid","Delta"
"WH-informed","non-SGTF",-5,0.000968554892248609,0.00128182422217904,0.00165859221559336,"log_lik fallback","Delta"
"WH-informed","non-SGTF",-4,0.00191835513376474,0.00254349419526545,0.00324110479582429,"log_lik fallback","Delta"
"WH-informed","non-SGTF",-3,0.0035539233782223,0.00481528086929414,0.00608236010609299,"log_lik fallback","Delta"
"WH-informed","non-SGTF",-2,0.00622330567915366,0.00842566960306518,0.01071771945297,"log_lik fallback","Delta"
"WH-informed","non-SGTF",-1,0.0101432904388486,0.0135963374140912,0.0179355545930754,"log_lik fallback","Delta"
"WH-informed","non-SGTF",0,0.0609743926762482,0.0753272488421577,0.0864236020527454,"log_lik fallback","Delta"
"WH-informed","non-SGTF",1,0.103294872580345,0.112538960516613,0.121414171215251,"log_lik fallback","Delta"
"WH-informed","non-SGTF",2,0.131840711919366,0.139764527299059,0.149520167661481,"log_lik fallback","Delta"
"WH-informed","non-SGTF",3,0.146347042132681,0.156193662054573,0.1696497808264,"log_lik fallback","Delta"
"WH-informed","non-SGTF",4,0.140796538465983,0.150114290254385,0.162779541703535,"log_lik fallback","Delta"
"WH-informed","non-SGTF",5,0.110000629922196,0.118548241318759,0.127448640936225,"log_lik fallback","Delta"
"WH-informed","non-SGTF",6,0.0735504975612421,0.0812810698017168,0.0897518800073811,"log_lik fallback","Delta"
"WH-informed","non-SGTF",7,0.0477256738329219,0.0522968204380951,0.0580500056541922,"log_lik fallback","Delta"
"WH-informed","non-SGTF",8,0.0298673365577668,0.0330725523569986,0.0362924936682591,"log_lik fallback","Delta"
"WH-informed","non-SGTF",9,0.0180886286217692,0.0205525395359237,0.0229957105174144,"log_lik fallback","Delta"
"WH-informed","non-SGTF",10,0.0106012618713538,0.0124362454186993,0.0143694772654861,"log_lik fallback","Delta"
"WH-informed","non-SGTF",11,0.00601000836146833,0.00733487404645128,0.0088271421425136,"log_lik fallback","Delta"
"WH-informed","non-SGTF",12,0.00323457647917698,0.0041793775608978,0.00535122689207939,"log_lik fallback","Delta"
"WH-informed","non-SGTF",13,0.00165784470430495,0.00232010581380339,0.00321502451002798,"log_lik fallback","Delta"
"WH-informed","non-SGTF",14,0.000795804558285287,0.0012616770924434,0.00191514058893042,"log_lik fallback","Delta"
"WH-informed","non-SGTF",15,0.000359926078061742,0.000676079393111159,0.00113453029375186,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",-5,0.000645951534868747,0.00106062250578129,0.00151095275101728,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",-4,0.00127818284538623,0.00206089704415001,0.00288973470491493,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",-3,0.00280753041975949,0.00420605143177944,0.00576072357919647,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",-2,0.00684722970751864,0.00931917046019863,0.0122801106026626,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",-1,0.0176446705717712,0.0220071015721801,0.0269506949255303,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",0,0.0454142397939443,0.0514807361608713,0.0576232991309154,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",1,0.0925865867311564,0.100120736608541,0.109559314571726,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",2,0.138347262370097,0.148688267747239,0.159776830691142,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",3,0.160347827922854,0.169522778061364,0.177877409223269,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",4,0.146479523269003,0.154134188299392,0.161537627042689,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",5,0.111139688991242,0.118932749411001,0.12680201761744,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",6,0.0766866465303005,0.0824978494222905,0.088898502809347,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",7,0.0495677115453332,0.0535684932481631,0.0581982448716928,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",8,0.0303912551210551,0.0334233606749741,0.0368455773601432,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",9,0.0177445610031328,0.0203032363600058,0.0230387559186464,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",10,0.0100738192485123,0.0121061475484984,0.0143189078915355,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",11,0.00558005106820379,0.00714593903356632,0.00888100817885521,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",12,0.00304873708606102,0.00416739496600606,0.00545740689571929,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",13,0.00164867798937426,0.00240542714635913,0.00333814881439961,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",14,0.00087471625316723,0.00138494476549836,0.00203070251712674,"log_lik fallback","Delta"
"Censored WH-informed","non-SGTF",15,0.000459380330959946,0.000789377509366791,0.00124030867758405,"log_lik fallback","Delta"
