"model","strain","parameter","value","parameter_label"
"Mechanistic","non-SGTF","d",0.727578050340339,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.60854,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",2.2412797058651,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.17590040116426,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.738108091248694,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.61024216355032,"lambda[I]"
"Mechanistic","non-SGTF","r",0.179277570680931,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.700347246857482,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.35447,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",2.04179025705842,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.15461597813022,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.608616457691145,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.53272666809779,"lambda[I]"
"Mechanistic","non-SGTF","r",0.21017389909799,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.720443704881794,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.17653,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.46430393519575,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.23668023870919,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.788086833813898,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.81545529119616,"lambda[I]"
"Mechanistic","non-SGTF","r",0.246077192898979,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.66527086863728,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.09498,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.36627355365814,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.30419444680503,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.643399783931654,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.52856260254639,"lambda[I]"
"Mechanistic","non-SGTF","r",0.255199420061594,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.755053251826396,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.24418,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.40993555828264,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.19129602521433,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.874534092630322,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.15896512912257,"lambda[I]"
"Mechanistic","non-SGTF","r",0.276108879531491,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.910392184804953,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.11756,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.880983836481765,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.30333369399382,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.451668850180572,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.60546229613274,"lambda[I]"
"Mechanistic","non-SGTF","r",0.368997282303462,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.04022298622239,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.67469,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.586930420647501,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.3623460608728,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.339816334491709,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.13428162156389,"lambda[I]"
"Mechanistic","non-SGTF","r",0.319097046965877,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.0048763910836,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.11848,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.700374560932731,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.23401197075146,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.27038753551791,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.81865550505112,"lambda[I]"
"Mechanistic","non-SGTF","r",0.238008236206445,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.22079343022381,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.82925,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.596647376038396,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.11052188596315,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.53798020440105,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.95590737624794,"lambda[I]"
"Mechanistic","non-SGTF","r",0.509290346356633,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.73249116470488,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.64299,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.65874089556254,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.18582091523305,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.7981475570376,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.4983450016781,"lambda[I]"
"Mechanistic","non-SGTF","r",0.236705151230854,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.73974555241579,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.99221,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.02902288845394,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.46700115554129,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.718082366456585,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.01468946220392,"lambda[I]"
"Mechanistic","non-SGTF","r",0.13739572681569,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.855910041558649,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.70232,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.840574241393858,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.43669412793991,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.447176458733211,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",6.24024846688711,"lambda[I]"
"Mechanistic","non-SGTF","r",0.124133211961695,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.669876441014626,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.29175,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",2.40003663063018,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.41068497267725,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.955391858140996,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.39183136097483,"lambda[I]"
"Mechanistic","non-SGTF","r",0.228881700639714,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.84005324688918,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.87282,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.72981003845329,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.13425027890439,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.574084890925109,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.44713469487234,"lambda[I]"
"Mechanistic","non-SGTF","r",0.131468237035094,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.735731526924202,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.31628,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.810809619716066,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.56455777539719,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.591980253635425,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.44855800569228,"lambda[I]"
"Mechanistic","non-SGTF","r",0.239076905135668,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.752890861450172,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.52596,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.709709178929674,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.8825804616057,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.905508241589431,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.99720443733385,"lambda[I]"
"Mechanistic","non-SGTF","r",0.237549323303968,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.72937141750127,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.94578,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.498949694967917,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.8467167797822,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.659051235603693,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.28928428974224,"lambda[I]"
"Mechanistic","non-SGTF","r",0.245357241966959,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.44216722565556,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.55048,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.484534811437608,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.17510705545827,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.19436898512783,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",6.16100553238066,"lambda[I]"
"Mechanistic","non-SGTF","r",0.166885054492872,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.767254285473256,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.57464,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.792179715023573,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.18957794607428,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.683099328679934,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.75421797045898,"lambda[I]"
"Mechanistic","non-SGTF","r",0.102050243871859,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.635267569213632,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.67125,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.5642805408773,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.71548789263426,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.522646474739427,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.13773122828347,"lambda[I]"
"Mechanistic","non-SGTF","r",0.108614539416163,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.623265928341067,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.71114,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.56462784970723,"kappa"
"Mechanistic","non-SGTF","sigma_z",2.48956749847934,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.564524214968373,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.22310229939457,"lambda[I]"
"Mechanistic","non-SGTF","r",0.0844572322469223,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.12145281390472,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.15102,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.681337841272138,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.20590714398319,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.497829315831598,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.06964894270781,"lambda[I]"
"Mechanistic","non-SGTF","r",0.302619208939859,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.07462299742478,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.03868,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.752137594770732,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.4240696156383,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.431891879931119,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",6.47429680407013,"lambda[I]"
"Mechanistic","non-SGTF","r",0.203589411915977,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.660085438544332,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.91484,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.45183605463965,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.45407763908479,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.770635330346321,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",5.55012250229314,"lambda[I]"
"Mechanistic","non-SGTF","r",0.0506194190813877,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.769654166069812,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.19159,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.6789204540622,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.7162310645275,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.554703800773571,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.7010700248446,"lambda[I]"
"Mechanistic","non-SGTF","r",0.117531370271144,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.730818602369487,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.36781,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",2.22770520594341,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.24806683705912,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.591840562779736,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.96263774031054,"lambda[I]"
"Mechanistic","non-SGTF","r",0.0986911502187392,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.728730718490163,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.12845,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.81624285143141,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.62592707341514,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.671645907966783,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.53583867356307,"lambda[I]"
"Mechanistic","non-SGTF","r",0.138092711076449,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.728635261018642,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.49443,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.965436450094692,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.44092386247075,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.936544070009167,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.65606047352116,"lambda[I]"
"Mechanistic","non-SGTF","r",0.126373938661902,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.821531498150044,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.55106,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.65564887255581,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.79160722832545,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.976604421424489,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.31640047338321,"lambda[I]"
"Mechanistic","non-SGTF","r",0.231170441162626,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.10953499041996,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.17605,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.704401340023719,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.37523398208974,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.20575508831559,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.60373208951341,"lambda[I]"
"Mechanistic","non-SGTF","r",0.190085748639845,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.04242747090794,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.06538,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.777092413028626,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.13455622056868,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.388313995455758,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.13393608364703,"lambda[I]"
"Mechanistic","non-SGTF","r",0.0963970191041362,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.928347272631145,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.6425,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.942517681145368,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.64271761277492,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.582192575641171,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.11426416335734,"lambda[I]"
"Mechanistic","non-SGTF","r",0.159094008985669,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.85010534660075,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.84884,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.885676074170923,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.74896574271762,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.73812875856459,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.16059404861835,"lambda[I]"
"Mechanistic","non-SGTF","r",0.208286654795492,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.871976329945056,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.82888,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.824400354463909,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.8782344057343,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.550168326168245,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.21314433077199,"lambda[I]"
"Mechanistic","non-SGTF","r",0.0771302290021043,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.78566168925949,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.12837,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.56151109021682,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.68363486593602,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.978412420484453,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.50825934020495,"lambda[I]"
"Mechanistic","non-SGTF","r",0.282674279507805,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.743608940456819,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.15476,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.20064030261461,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.78119463232916,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.718065132686596,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.25307271352374,"lambda[I]"
"Mechanistic","non-SGTF","r",0.152180189956332,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.808971169309967,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.91061,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.17004124461965,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.11286555131932,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.49991134045803,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.30818599037834,"lambda[I]"
"Mechanistic","non-SGTF","r",0.245013982166132,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.708631240418508,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.27163,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.23252141248897,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.08561194773823,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.6619406735868,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",5.35483558314117,"lambda[I]"
"Mechanistic","non-SGTF","r",0.198284978046414,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.673815462546342,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.00022,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.04679194838678,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.83354514349736,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.26278171769064,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.84146566990044,"lambda[I]"
"Mechanistic","non-SGTF","r",0.192236287411216,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.712929315662802,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.98202,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.09903189847471,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.32300668132204,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.939901496656484,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.22144494633511,"lambda[I]"
"Mechanistic","non-SGTF","r",0.170935326776975,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.754061763404048,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.18912,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.24866627289497,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.2678098831016,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.552686691223229,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",5.35392533846503,"lambda[I]"
"Mechanistic","non-SGTF","r",0.309945129122636,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.962671063789104,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.68722,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.650213830624334,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.19511184052992,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.892005482607547,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.91599179396061,"lambda[I]"
"Mechanistic","non-SGTF","r",0.142375122046008,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.716037313179612,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.55999,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",2.81817637434253,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.35264638617355,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.487348405490351,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.0064620559894,"lambda[I]"
"Mechanistic","non-SGTF","r",0.145000222801598,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.712369885754973,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.23575,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",2.33249381016115,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.19146368040842,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.797511519430897,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.82904726642319,"lambda[I]"
"Mechanistic","non-SGTF","r",0.282109495920638,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.741571274480482,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.02793,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.21966837741019,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.01408730394759,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.468857216180505,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.82579573205741,"lambda[I]"
"Mechanistic","non-SGTF","r",0.112415887909918,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.757967325855784,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.19408,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.67583743243244,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.17302002373195,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.68566781721444,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.04118189421239,"lambda[I]"
"Mechanistic","non-SGTF","r",0.226622418734902,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.735369636045412,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.49006,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",2.63587975727883,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.01794267804285,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.730535099754831,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.36716114787374,"lambda[I]"
"Mechanistic","non-SGTF","r",0.113085625435326,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.708047568782143,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.79682,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",4.1124131609906,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.66709574996,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.93914276168612,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.05864835217263,"lambda[I]"
"Mechanistic","non-SGTF","r",0.149299637863882,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.687373820571476,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.58935,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",2.27801853154845,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.61087454775086,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.52540861753998,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.52831351855576,"lambda[I]"
"Mechanistic","non-SGTF","r",0.338013311884835,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.909407764118605,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.581,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.614383471110484,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.86599852788107,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.1833234941715,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",5.15816037781895,"lambda[I]"
"Mechanistic","non-SGTF","r",0.155490599899056,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.792068817626468,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.08437,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.09583967950251,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.09656984346359,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.43513941815356,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.69796764857127,"lambda[I]"
"Mechanistic","non-SGTF","r",0.106478733416783,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.833367131346994,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.2911,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.2942805746879,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.24435557402428,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.46894959015063,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.40980781618201,"lambda[I]"
"Mechanistic","non-SGTF","r",0.369323250797647,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.880109453735021,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.17501,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.558285387618757,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.19223085510417,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.15347831598218,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",5.96524423864504,"lambda[I]"
"Mechanistic","non-SGTF","r",0.0671866978303929,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.66089850405833,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.5306,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",3.14021101534074,"kappa"
