"model","strain","parameter","value","parameter_label"
"Mechanistic","SGTF","d",0.726768706453732,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.17785,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.1057653757934,"kappa"
"Mechanistic","SGTF","sigma_z",0.515533495971398,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.48517676040439,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.647284085309319,"lambda[I]"
"Mechanistic","SGTF","r",0.158298941308206,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.64701293008856,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.31903,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.91611464387719,"kappa"
"Mechanistic","SGTF","sigma_z",0.122659874737746,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0848016736449426,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.42699666297197,"lambda[I]"
"Mechanistic","SGTF","r",0.284694102414647,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.921591142582298,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.22906,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.81255599307399,"kappa"
"Mechanistic","SGTF","sigma_z",3.89163742134189,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.432847849312358,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.12333619143828,"lambda[I]"
"Mechanistic","SGTF","r",0.11575492943629,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.66145323057847,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.65665,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.3025998776494,"kappa"
"Mechanistic","SGTF","sigma_z",1.57973640366932,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.313207302300997,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.85950919509952,"lambda[I]"
"Mechanistic","SGTF","r",0.189222823127799,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.696089524335937,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.17271,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.81814819271969,"kappa"
"Mechanistic","SGTF","sigma_z",2.92238481379097,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.221961796445954,"lambda[1]"
"Mechanistic","SGTF","lambda_I",3.57037274248178,"lambda[I]"
"Mechanistic","SGTF","r",0.163642681414071,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.694859925342714,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.27109,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.92121609362507,"kappa"
"Mechanistic","SGTF","sigma_z",3.57180117724668,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.159157659318482,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.44012368174463,"lambda[I]"
"Mechanistic","SGTF","r",0.11085081396565,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.719919412730139,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.78008,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.6960183515995,"kappa"
"Mechanistic","SGTF","sigma_z",2.9732332587907,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0889500769302458,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.735260809392648,"lambda[I]"
"Mechanistic","SGTF","r",0.779271320832479,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.63905867861637,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.52879,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.42071753914751,"kappa"
"Mechanistic","SGTF","sigma_z",3.92175791114165,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.36419712708833,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.38941175462296,"lambda[I]"
"Mechanistic","SGTF","r",0.560091564826651,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.742721601228851,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.71184,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.08842113259593,"kappa"
"Mechanistic","SGTF","sigma_z",0.0205295493293867,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.402426020104338,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.71566884212908,"lambda[I]"
"Mechanistic","SGTF","r",0.336879493039259,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.608279985833085,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.95612,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",10.3365897162144,"kappa"
"Mechanistic","SGTF","sigma_z",4.34562677357532,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.702454955580591,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.853632931665016,"lambda[I]"
"Mechanistic","SGTF","r",0.524150197124233,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.66321238548246,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.747,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.35975155103925,"kappa"
"Mechanistic","SGTF","sigma_z",3.58016897851069,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.23346218518584,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.27271238170826,"lambda[I]"
"Mechanistic","SGTF","r",0.488981315426028,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.64756182975384,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.1989,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.51579032822013,"kappa"
"Mechanistic","SGTF","sigma_z",3.8375341043467,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.346441952374805,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.66181270908164,"lambda[I]"
"Mechanistic","SGTF","r",0.188448597799458,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.647824145410225,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.9557,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.16584499181612,"kappa"
"Mechanistic","SGTF","sigma_z",3.12479912149298,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.130416774364258,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.36477528377934,"lambda[I]"
"Mechanistic","SGTF","r",0.203223280591576,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.664068481522959,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.0109,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",6.42155307217676,"kappa"
"Mechanistic","SGTF","sigma_z",3.0448145616089,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.116615859269112,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.37946102035198,"lambda[I]"
"Mechanistic","SGTF","r",0.109259444525163,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.674214479397504,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.20543,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.05244336821697,"kappa"
"Mechanistic","SGTF","sigma_z",3.57469550824605,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.5181668418855,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.05084109654184,"lambda[I]"
"Mechanistic","SGTF","r",0.22140094287987,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.63901458508879,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.82099,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.05937302139043,"kappa"
"Mechanistic","SGTF","sigma_z",1.74071857132009,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.06781766467187,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.66654066161248,"lambda[I]"
"Mechanistic","SGTF","r",0.252357133075339,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.693043161240041,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.82451,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",7.52544541315381,"kappa"
"Mechanistic","SGTF","sigma_z",4.01942959189583,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.83479257346782,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.20993035177695,"lambda[I]"
"Mechanistic","SGTF","r",0.175082147659907,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.66647743226777,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.7631,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",7.17971723519635,"kappa"
"Mechanistic","SGTF","sigma_z",3.79627377455389,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.717553334724645,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.95887043805724,"lambda[I]"
"Mechanistic","SGTF","r",0.207625355256786,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.65506160128876,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.93327,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.02225252191734,"kappa"
"Mechanistic","SGTF","sigma_z",2.21332741307247,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.561469963250661,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.38262542633004,"lambda[I]"
"Mechanistic","SGTF","r",0.648237589089507,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.707503997007597,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.33191,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.77006098359378,"kappa"
"Mechanistic","SGTF","sigma_z",4.12151164419717,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.615580840990064,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.71904305393761,"lambda[I]"
"Mechanistic","SGTF","r",0.194642643327806,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.752553641887065,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.1083,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.80824181452781,"kappa"
"Mechanistic","SGTF","sigma_z",3.76429276881951,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.852590429321183,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.85533735785692,"lambda[I]"
"Mechanistic","SGTF","r",0.364146143059503,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.791418795997587,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.41334,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.24074251149407,"kappa"
"Mechanistic","SGTF","sigma_z",4.07528221699885,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.573085132502801,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.68762794563846,"lambda[I]"
"Mechanistic","SGTF","r",0.236411818747053,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.737859390730334,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.33354,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.72119194665108,"kappa"
"Mechanistic","SGTF","sigma_z",4.20195544885553,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.500440284016264,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.656219462166868,"lambda[I]"
"Mechanistic","SGTF","r",0.536546525640208,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.684224636048838,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.97985,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.15191635521694,"kappa"
"Mechanistic","SGTF","sigma_z",4.26064262566727,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.355859246966677,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.46106847462973,"lambda[I]"
"Mechanistic","SGTF","r",0.250591789606456,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.705115260120642,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.22444,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.01352352365073,"kappa"
"Mechanistic","SGTF","sigma_z",4.16180968453426,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.216607135877885,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.38484469530764,"lambda[I]"
"Mechanistic","SGTF","r",0.255955929426484,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.659695443305097,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.9667,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.46835268748338,"kappa"
"Mechanistic","SGTF","sigma_z",3.13952024490489,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0741585433431578,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.7342343167569,"lambda[I]"
"Mechanistic","SGTF","r",0.255028493716873,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.696421638241915,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.99194,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",11.4740733629289,"kappa"
"Mechanistic","SGTF","sigma_z",3.0295375981372,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.058445534068315,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.39868568605282,"lambda[I]"
"Mechanistic","SGTF","r",0.219439217116893,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.614258763924056,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.97891,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",8.42741430855313,"kappa"
"Mechanistic","SGTF","sigma_z",4.01460916921761,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0740422057789936,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.80423802710919,"lambda[I]"
"Mechanistic","SGTF","r",0.287064026285551,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.801630901194668,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.9305,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.46249238087892,"kappa"
"Mechanistic","SGTF","sigma_z",3.7369134875704,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0810653223945332,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.81086928872714,"lambda[I]"
"Mechanistic","SGTF","r",0.0848593583936129,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.724678623742914,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.53588,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.24587904197091,"kappa"
"Mechanistic","SGTF","sigma_z",3.4730042587274,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.293296862586308,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.55378050997882,"lambda[I]"
"Mechanistic","SGTF","r",0.194632911438939,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.739968989309892,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.3938,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.59863720583308,"kappa"
"Mechanistic","SGTF","sigma_z",3.69459152407121,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.412953616931498,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.0720412056326,"lambda[I]"
"Mechanistic","SGTF","r",0.17464149610196,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.818184841747347,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.05848,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.3558179688328,"kappa"
"Mechanistic","SGTF","sigma_z",2.56323209686843,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.469886078419424,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.40745939860085,"lambda[I]"
"Mechanistic","SGTF","r",0.305062074540235,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.810650716603615,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.63275,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.15053724172022,"kappa"
"Mechanistic","SGTF","sigma_z",2.36826826928736,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.281379777719193,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.96907364463771,"lambda[I]"
"Mechanistic","SGTF","r",0.224787447734849,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.821193918081761,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.81576,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.26495557122318,"kappa"
"Mechanistic","SGTF","sigma_z",2.7323717365406,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0919481911711214,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.448172534076779,"lambda[I]"
"Mechanistic","SGTF","r",0.388810577990601,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.761887783414811,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.57542,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.06877366633905,"kappa"
"Mechanistic","SGTF","sigma_z",3.3647713119509,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.23682053247149,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.82777064968652,"lambda[I]"
"Mechanistic","SGTF","r",0.140730298062749,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.73924417491743,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.62319,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.06773652072105,"kappa"
"Mechanistic","SGTF","sigma_z",3.85476482512978,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.77413148685636,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.72344811141007,"lambda[I]"
"Mechanistic","SGTF","r",0.115648483873675,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.75051623192095,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.7552,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",5.40600298490072,"kappa"
"Mechanistic","SGTF","sigma_z",2.84544650777461,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.597378716928882,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.04362460820966,"lambda[I]"
"Mechanistic","SGTF","r",0.384475581194437,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.667590711875632,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.22721,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.67659675876376,"kappa"
"Mechanistic","SGTF","sigma_z",3.862173083246,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.915571883183174,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.72865214860989,"lambda[I]"
"Mechanistic","SGTF","r",0.241375854042612,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.653680878484858,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.13831,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.07683111851396,"kappa"
"Mechanistic","SGTF","sigma_z",3.37569085110263,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.62264920040271,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.4953974135828,"lambda[I]"
"Mechanistic","SGTF","r",0.312406517049564,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.682014745775986,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.08471,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.39727098309726,"kappa"
"Mechanistic","SGTF","sigma_z",2.87807019969336,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.627339134628245,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.41557810156051,"lambda[I]"
"Mechanistic","SGTF","r",0.305709492158456,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.718262627752411,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.22846,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.08999150212593,"kappa"
"Mechanistic","SGTF","sigma_z",4.17481480819316,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.369837336903502,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.814270222008007,"lambda[I]"
"Mechanistic","SGTF","r",0.368463360891079,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.780998538861621,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.30475,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.94936531574747,"kappa"
"Mechanistic","SGTF","sigma_z",4.1157867227539,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.22462116655515,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.597359601115795,"lambda[I]"
"Mechanistic","SGTF","r",0.149238437559278,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.797090544495801,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.6152,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",5.47537080308451,"kappa"
"Mechanistic","SGTF","sigma_z",0.168984210063667,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.51050236942867,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.406178321617818,"lambda[I]"
"Mechanistic","SGTF","r",0.584881509575518,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.616747855917172,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.68307,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.44329891923621,"kappa"
"Mechanistic","SGTF","sigma_z",0.30139005179101,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.06838130075582,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.561637306232576,"lambda[I]"
"Mechanistic","SGTF","r",0.864735153377262,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.626286715973898,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.91328,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.01482027928698,"kappa"
"Mechanistic","SGTF","sigma_z",0.898591267758614,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.436781154474622,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.779963621101205,"lambda[I]"
"Mechanistic","SGTF","r",0.113220277431642,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.653054299015268,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.90114,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",9.98406178490649,"kappa"
"Mechanistic","SGTF","sigma_z",0.439017940499733,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.802926581079986,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.836273137300148,"lambda[I]"
"Mechanistic","SGTF","r",0.131157026243778,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.640997962944637,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.24672,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",10.0223740627215,"kappa"
"Mechanistic","SGTF","sigma_z",0.275628867812408,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.580044763483468,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.902328170229206,"lambda[I]"
"Mechanistic","SGTF","r",0.186636948697782,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.63280181141075,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.13718,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",8.39133813988035,"kappa"
"Mechanistic","SGTF","sigma_z",0.445404242080562,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.499623731928702,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.772688721786024,"lambda[I]"
"Mechanistic","SGTF","r",0.311579735748446,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.623140041338558,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.77974,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",7.59651811842097,"kappa"
"Mechanistic","SGTF","sigma_z",0.38390083574176,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.747704823410513,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.280862514955869,"lambda[I]"
"Mechanistic","SGTF","r",1.23425185365132,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.617004476398593,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.92607,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.03119034896232,"kappa"
"Mechanistic","SGTF","sigma_z",0.258675732437003,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.510043123987632,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.601304991373903,"lambda[I]"
"Mechanistic","SGTF","r",0.462043609268045,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.625052895516807,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.90807,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",5.81115879882649,"kappa"
"Mechanistic","SGTF","sigma_z",0.412303314604049,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.601955955482644,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.503358821692108,"lambda[I]"
"Mechanistic","SGTF","r",0.50861700074474,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.628629013462843,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.85939,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",5.16151427196205,"kappa"
"Mechanistic","SGTF","sigma_z",0.516032774007081,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.12274098100152,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.03619215040175,"lambda[I]"
"Mechanistic","SGTF","r",0.190169404772246,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.61629471279357,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.10181,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.1084034451307,"kappa"
"Mechanistic","SGTF","sigma_z",0.299293674099011,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.581911444525766,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.642331983943931,"lambda[I]"
"Mechanistic","SGTF","r",0.459993463215984,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.580058684724846,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.75392,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",10.1558510751082,"kappa"
"Mechanistic","SGTF","sigma_z",0.123490629535398,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.64548067963205,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.680048608689423,"lambda[I]"
"Mechanistic","SGTF","r",0.239783223312901,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.625291086042413,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.98029,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",11.2420363726518,"kappa"
"Mechanistic","SGTF","sigma_z",0.96504485196794,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.622296880671172,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.767800765048156,"lambda[I]"
"Mechanistic","SGTF","r",0.247664567188511,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.618217463954115,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.02617,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",11.7701892481478,"kappa"
"Mechanistic","SGTF","sigma_z",0.499625730427627,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.744090211115564,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.569118276014058,"lambda[I]"
"Mechanistic","SGTF","r",0.258794750646014,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.609382578984177,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.19883,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",13.9695505466641,"kappa"
"Mechanistic","SGTF","sigma_z",0.120617608244823,"sigma[z]"
