"model","strain","parameter","value"
"Mechanistic","SGTF","lambda1",0.196526106301752
"Mechanistic","SGTF","lambda_I",0.768554347170264
"Mechanistic","SGTF","r",0.232684923546831
"Mechanistic","SGTF","d",0.795726297204485
"Mechanistic","SGTF","m",2.20893
"Mechanistic","SGTF","kappa",1.85950811788255
"Mechanistic","SGTF","sigma_z",3.56095938953479
"Mechanistic","SGTF","lambda1",0.245376871331481
"Mechanistic","SGTF","lambda_I",0.809822654782912
"Mechanistic","SGTF","r",0.371826474476253
"Mechanistic","SGTF","d",0.786134799988466
"Mechanistic","SGTF","m",2.18771
"Mechanistic","SGTF","kappa",7.83178144930203
"Mechanistic","SGTF","sigma_z",3.69991556825769
"Mechanistic","SGTF","lambda1",0.0706596917147059
"Mechanistic","SGTF","lambda_I",0.516916461862783
"Mechanistic","SGTF","r",0.390190186902874
"Mechanistic","SGTF","d",0.696052632568788
"Mechanistic","SGTF","m",1.71987
"Mechanistic","SGTF","kappa",7.40858897908894
"Mechanistic","SGTF","sigma_z",3.6330045294853
"Mechanistic","SGTF","lambda1",0.0584250817107625
"Mechanistic","SGTF","lambda_I",0.520354483822332
"Mechanistic","SGTF","r",0.450776332186209
"Mechanistic","SGTF","d",0.714821083835058
"Mechanistic","SGTF","m",1.81312
"Mechanistic","SGTF","kappa",9.21359398008854
"Mechanistic","SGTF","sigma_z",3.56494989831885
"Mechanistic","SGTF","lambda1",0.552449639483928
"Mechanistic","SGTF","lambda_I",3.49963962881997
"Mechanistic","SGTF","r",0.261874473188094
"Mechanistic","SGTF","d",0.852684219426769
"Mechanistic","SGTF","m",2.49183
"Mechanistic","SGTF","kappa",2.05094159021764
"Mechanistic","SGTF","sigma_z",3.96533364861801
"Mechanistic","SGTF","lambda1",0.989674675959069
"Mechanistic","SGTF","lambda_I",5.11235418658081
"Mechanistic","SGTF","r",0.283194878986742
"Mechanistic","SGTF","d",0.7899947334992
"Mechanistic","SGTF","m",2.38924
"Mechanistic","SGTF","kappa",1.67177677838629
"Mechanistic","SGTF","sigma_z",3.72084204926723
"Mechanistic","SGTF","lambda1",0.131514258971425
"Mechanistic","SGTF","lambda_I",2.76444529994404
"Mechanistic","SGTF","r",0.3225200416584
"Mechanistic","SGTF","d",0.735068931362569
"Mechanistic","SGTF","m",1.97069
"Mechanistic","SGTF","kappa",2.01646706007351
"Mechanistic","SGTF","sigma_z",4.40328124279761
"Mechanistic","SGTF","lambda1",0.4351758833815
"Mechanistic","SGTF","lambda_I",0.773510526609162
"Mechanistic","SGTF","r",0.210058335236461
"Mechanistic","SGTF","d",0.73342495314565
"Mechanistic","SGTF","m",1.99594
"Mechanistic","SGTF","kappa",11.226869863246
"Mechanistic","SGTF","sigma_z",2.59466133147809
"Mechanistic","SGTF","lambda1",0.190161798148188
"Mechanistic","SGTF","lambda_I",0.518581022635341
"Mechanistic","SGTF","r",0.219805986776904
"Mechanistic","SGTF","d",0.677433422791111
"Mechanistic","SGTF","m",2.06251
"Mechanistic","SGTF","kappa",9.38966860251066
"Mechanistic","SGTF","sigma_z",3.12351821645665
"Mechanistic","SGTF","lambda1",0.741090891955366
"Mechanistic","SGTF","lambda_I",1.3719046091116
"Mechanistic","SGTF","r",0.161217644129777
"Mechanistic","SGTF","d",0.64640760932031
"Mechanistic","SGTF","m",1.86207
"Mechanistic","SGTF","kappa",2.61069116381537
"Mechanistic","SGTF","sigma_z",2.33151669997357
"Mechanistic","SGTF","lambda1",0.265638212331064
"Mechanistic","SGTF","lambda_I",2.14550509460427
"Mechanistic","SGTF","r",0.337915302236474
"Mechanistic","SGTF","d",0.691338987675538
"Mechanistic","SGTF","m",2.04104
"Mechanistic","SGTF","kappa",3.17316654688761
"Mechanistic","SGTF","sigma_z",3.02566227075022
"Mechanistic","SGTF","lambda1",0.104194076363253
"Mechanistic","SGTF","lambda_I",0.492311319199039
"Mechanistic","SGTF","r",0.255544171933832
"Mechanistic","SGTF","d",0.79317214515841
"Mechanistic","SGTF","m",1.68383
"Mechanistic","SGTF","kappa",2.08821785236149
"Mechanistic","SGTF","sigma_z",2.96000216572632
"Mechanistic","SGTF","lambda1",0.199171304086367
"Mechanistic","SGTF","lambda_I",0.44805871270905
"Mechanistic","SGTF","r",0.700047562372882
"Mechanistic","SGTF","d",0.749790083720881
"Mechanistic","SGTF","m",2.03339
"Mechanistic","SGTF","kappa",9.97438194045867
"Mechanistic","SGTF","sigma_z",3.91705462418484
"Mechanistic","SGTF","lambda1",1.0079075105171
"Mechanistic","SGTF","lambda_I",1.12032856063963
"Mechanistic","SGTF","r",0.15457899790801
"Mechanistic","SGTF","d",0.765035531369159
"Mechanistic","SGTF","m",1.74541
"Mechanistic","SGTF","kappa",1.26918504798949
"Mechanistic","SGTF","sigma_z",1.72018010920976
"Mechanistic","SGTF","lambda1",0.0579624437337742
"Mechanistic","SGTF","lambda_I",0.974862152530178
"Mechanistic","SGTF","r",0.236726455653149
"Mechanistic","SGTF","d",0.721065716158368
"Mechanistic","SGTF","m",1.95569
"Mechanistic","SGTF","kappa",3.48807497171471
"Mechanistic","SGTF","sigma_z",4.36570636088915
"Mechanistic","SGTF","lambda1",0.272960004006731
"Mechanistic","SGTF","lambda_I",0.719258110704663
"Mechanistic","SGTF","r",0.368191903438461
"Mechanistic","SGTF","d",0.758335787505078
"Mechanistic","SGTF","m",1.98918
"Mechanistic","SGTF","kappa",3.66771920923003
"Mechanistic","SGTF","sigma_z",3.33239078553146
"Mechanistic","SGTF","lambda1",0.125156540648119
"Mechanistic","SGTF","lambda_I",1.92199171514441
"Mechanistic","SGTF","r",0.115939126171693
"Mechanistic","SGTF","d",0.780444226703131
"Mechanistic","SGTF","m",1.59489
"Mechanistic","SGTF","kappa",1.80929632686615
"Mechanistic","SGTF","sigma_z",3.47550572221248
"Mechanistic","SGTF","lambda1",0.160790982948584
"Mechanistic","SGTF","lambda_I",0.833854793746176
"Mechanistic","SGTF","r",0.431958828360878
"Mechanistic","SGTF","d",0.792556882326621
"Mechanistic","SGTF","m",1.07222
"Mechanistic","SGTF","kappa",0.980812567855747
"Mechanistic","SGTF","sigma_z",3.00566848254175
"Mechanistic","SGTF","lambda1",0.160790982948584
"Mechanistic","SGTF","lambda_I",0.833854793746176
"Mechanistic","SGTF","r",0.431958828360878
"Mechanistic","SGTF","d",0.792556882326621
"Mechanistic","SGTF","m",1.07222
"Mechanistic","SGTF","kappa",0.980812567855747
"Mechanistic","SGTF","sigma_z",3.00566848254175
"Mechanistic","SGTF","lambda1",0.149973000163144
"Mechanistic","SGTF","lambda_I",0.81052507547998
"Mechanistic","SGTF","r",0.436684199820693
"Mechanistic","SGTF","d",0.787135399700555
"Mechanistic","SGTF","m",1.09636
"Mechanistic","SGTF","kappa",1.47507966720852
"Mechanistic","SGTF","sigma_z",2.82627615816692
"Mechanistic","SGTF","lambda1",0.0539433962378482
"Mechanistic","SGTF","lambda_I",0.695989294661143
"Mechanistic","SGTF","r",0.524594340409325
"Mechanistic","SGTF","d",0.720095094499149
"Mechanistic","SGTF","m",1.20946
"Mechanistic","SGTF","kappa",2.92308627031769
"Mechanistic","SGTF","sigma_z",2.41101302136629
"Mechanistic","SGTF","lambda1",0.298325531832333
"Mechanistic","SGTF","lambda_I",0.642391081204886
"Mechanistic","SGTF","r",0.60375487470645
"Mechanistic","SGTF","d",0.821117550598522
"Mechanistic","SGTF","m",1.70787
"Mechanistic","SGTF","kappa",1.82477738724033
"Mechanistic","SGTF","sigma_z",2.24686744618235
"Mechanistic","SGTF","lambda1",0.256501696591853
"Mechanistic","SGTF","lambda_I",0.251691788884783
"Mechanistic","SGTF","r",0.616233086403662
"Mechanistic","SGTF","d",0.764854239432167
"Mechanistic","SGTF","m",1.78035
"Mechanistic","SGTF","kappa",6.41372355440566
"Mechanistic","SGTF","sigma_z",1.12191270382941
"Mechanistic","SGTF","lambda1",0.0830261218180759
"Mechanistic","SGTF","lambda_I",0.700537767218222
"Mechanistic","SGTF","r",0.290033165136749
"Mechanistic","SGTF","d",0.718608195178664
"Mechanistic","SGTF","m",1.0317
"Mechanistic","SGTF","kappa",2.95589062090161
"Mechanistic","SGTF","sigma_z",0.621781832113505
"Mechanistic","SGTF","lambda1",0.145069839615241
"Mechanistic","SGTF","lambda_I",0.372676324051649
"Mechanistic","SGTF","r",0.270327795215645
"Mechanistic","SGTF","d",0.757068909473543
"Mechanistic","SGTF","m",1.70027
"Mechanistic","SGTF","kappa",6.66186849494029
"Mechanistic","SGTF","sigma_z",0.950565222747168
"Mechanistic","SGTF","lambda1",0.177927342539817
"Mechanistic","SGTF","lambda_I",0.273189386737356
"Mechanistic","SGTF","r",0.2242463622557
"Mechanistic","SGTF","d",0.754974730371393
"Mechanistic","SGTF","m",1.4401
"Mechanistic","SGTF","kappa",6.41866402337901
"Mechanistic","SGTF","sigma_z",1.45523732894645
"Mechanistic","SGTF","lambda1",0.103141855542352
"Mechanistic","SGTF","lambda_I",0.549238777683441
"Mechanistic","SGTF","r",0.628920136085763
"Mechanistic","SGTF","d",0.793096797383696
"Mechanistic","SGTF","m",1.40226
"Mechanistic","SGTF","kappa",5.09357529752265
"Mechanistic","SGTF","sigma_z",0.104795966021217
"Mechanistic","SGTF","lambda1",0.114017880089027
"Mechanistic","SGTF","lambda_I",0.363004517460484
"Mechanistic","SGTF","r",0.346078379234114
"Mechanistic","SGTF","d",0.794788688728886
"Mechanistic","SGTF","m",1.42157
"Mechanistic","SGTF","kappa",5.91812691891904
"Mechanistic","SGTF","sigma_z",0.248527941281933
"Mechanistic","SGTF","lambda1",0.297747341326708
"Mechanistic","SGTF","lambda_I",0.375313726038287
"Mechanistic","SGTF","r",0.882891466878601
"Mechanistic","SGTF","d",0.732100850941951
"Mechanistic","SGTF","m",1.48576
"Mechanistic","SGTF","kappa",2.23467096949539
"Mechanistic","SGTF","sigma_z",0.372848913140976
"Mechanistic","SGTF","lambda1",0.416728228444833
"Mechanistic","SGTF","lambda_I",0.584055655605724
"Mechanistic","SGTF","r",0.433944774792591
"Mechanistic","SGTF","d",0.629531114119733
"Mechanistic","SGTF","m",1.5606
"Mechanistic","SGTF","kappa",4.66631648871898
"Mechanistic","SGTF","sigma_z",0.338801801134783
"Mechanistic","SGTF","lambda1",0.514241129494941
"Mechanistic","SGTF","lambda_I",0.388603397171126
"Mechanistic","SGTF","r",0.54158513728315
"Mechanistic","SGTF","d",0.733915778602114
"Mechanistic","SGTF","m",1.86469
"Mechanistic","SGTF","kappa",2.27712116903904
"Mechanistic","SGTF","sigma_z",0.372208164212418
"Mechanistic","SGTF","lambda1",0.066437076321439
"Mechanistic","SGTF","lambda_I",0.882993888229082
"Mechanistic","SGTF","r",0.244218979303512
"Mechanistic","SGTF","d",0.746770029511923
"Mechanistic","SGTF","m",1.09895
"Mechanistic","SGTF","kappa",2.89145547524425
"Mechanistic","SGTF","sigma_z",0.279939995658029
"Mechanistic","SGTF","lambda1",0.0366434714078528
"Mechanistic","SGTF","lambda_I",0.493329979118165
"Mechanistic","SGTF","r",0.819667917015067
"Mechanistic","SGTF","d",0.724117215383352
"Mechanistic","SGTF","m",0.732428
"Mechanistic","SGTF","kappa",2.9510174228711
"Mechanistic","SGTF","sigma_z",0.49017147505673
"Mechanistic","SGTF","lambda1",0.0397657217640871
"Mechanistic","SGTF","lambda_I",0.437380392120951
"Mechanistic","SGTF","r",0.398764604439571
"Mechanistic","SGTF","d",0.909848751889448
"Mechanistic","SGTF","m",1.06145
"Mechanistic","SGTF","kappa",1.67033799806392
"Mechanistic","SGTF","sigma_z",0.293305661624171
"Mechanistic","SGTF","lambda1",0.10117637479752
"Mechanistic","SGTF","lambda_I",0.097290882423796
"Mechanistic","SGTF","r",0.328992606866384
"Mechanistic","SGTF","d",0.846229228841888
"Mechanistic","SGTF","m",0.944573
"Mechanistic","SGTF","kappa",2.72108310115014
"Mechanistic","SGTF","sigma_z",0.47720266696295
"Mechanistic","SGTF","lambda1",0.0556802373618945
"Mechanistic","SGTF","lambda_I",0.0760830326659215
"Mechanistic","SGTF","r",0.374503548788125
"Mechanistic","SGTF","d",0.850967790607417
"Mechanistic","SGTF","m",0.678966
"Mechanistic","SGTF","kappa",1.77161223636493
"Mechanistic","SGTF","sigma_z",0.265590401755925
"Mechanistic","SGTF","lambda1",0.111927940851793
"Mechanistic","SGTF","lambda_I",0.113979120599283
"Mechanistic","SGTF","r",0.113825352603225
"Mechanistic","SGTF","d",0.869849561588384
"Mechanistic","SGTF","m",0.95996
"Mechanistic","SGTF","kappa",3.61553558163795
"Mechanistic","SGTF","sigma_z",0.551524509363749
"Mechanistic","SGTF","lambda1",0.0887412896705755
"Mechanistic","SGTF","lambda_I",1.4025415729395
"Mechanistic","SGTF","r",0.12889978976904
"Mechanistic","SGTF","d",0.778217679684363
"Mechanistic","SGTF","m",1.85563
"Mechanistic","SGTF","kappa",7.12571448696924
"Mechanistic","SGTF","sigma_z",1.94703947311868
"Mechanistic","SGTF","lambda1",1.05347708213415
"Mechanistic","SGTF","lambda_I",1.0616443715228
"Mechanistic","SGTF","r",0.656736110157911
"Mechanistic","SGTF","d",0.66287688490421
"Mechanistic","SGTF","m",2.20855
"Mechanistic","SGTF","kappa",2.65968049255945
"Mechanistic","SGTF","sigma_z",4.40662900853198
"Mechanistic","SGTF","lambda1",0.593232430370186
"Mechanistic","SGTF","lambda_I",1.4228387560459
"Mechanistic","SGTF","r",0.550380181753403
"Mechanistic","SGTF","d",0.676083290317582
"Mechanistic","SGTF","m",1.91302
"Mechanistic","SGTF","kappa",1.83203248851452
"Mechanistic","SGTF","sigma_z",4.27164927611518
"Mechanistic","SGTF","lambda1",0.537713708925785
"Mechanistic","SGTF","lambda_I",1.17088514854783
"Mechanistic","SGTF","r",0.240965863681286
"Mechanistic","SGTF","d",0.814710861380316
"Mechanistic","SGTF","m",2.58125
"Mechanistic","SGTF","kappa",3.00320484461567
"Mechanistic","SGTF","sigma_z",4.47327140996586
"Mechanistic","SGTF","lambda1",0.362725111567113
"Mechanistic","SGTF","lambda_I",0.862012937267582
"Mechanistic","SGTF","r",0.210550447287463
"Mechanistic","SGTF","d",0.670617734217965
"Mechanistic","SGTF","m",1.72981
"Mechanistic","SGTF","kappa",2.9987334014496
"Mechanistic","SGTF","sigma_z",0.256560698767059
"Mechanistic","SGTF","lambda1",0.523062143893441
"Mechanistic","SGTF","lambda_I",0.550638370599197
"Mechanistic","SGTF","r",0.207119366946735
"Mechanistic","SGTF","d",0.65343644754774
"Mechanistic","SGTF","m",2.03045
"Mechanistic","SGTF","kappa",7.96295370902328
"Mechanistic","SGTF","sigma_z",0.564320458507023
"Mechanistic","SGTF","lambda1",0.304373412732734
"Mechanistic","SGTF","lambda_I",0.36924791653884
"Mechanistic","SGTF","r",0.601773590457829
"Mechanistic","SGTF","d",0.687954896920041
"Mechanistic","SGTF","m",1.3853
"Mechanistic","SGTF","kappa",2.46590036391875
"Mechanistic","SGTF","sigma_z",0.449079655731613
"Mechanistic","SGTF","lambda1",0.166970187577755
"Mechanistic","SGTF","lambda_I",0.437809672813374
"Mechanistic","SGTF","r",0.430620968169245
"Mechanistic","SGTF","d",0.727369992771592
"Mechanistic","SGTF","m",1.12681
"Mechanistic","SGTF","kappa",2.43073091453661
"Mechanistic","SGTF","sigma_z",1.18774790827326
"Mechanistic","SGTF","lambda1",0.156471718154582
"Mechanistic","SGTF","lambda_I",0.71874546245255
"Mechanistic","SGTF","r",0.375739573213327
"Mechanistic","SGTF","d",0.67697157070623
"Mechanistic","SGTF","m",1.21314
"Mechanistic","SGTF","kappa",4.35506702263978
"Mechanistic","SGTF","sigma_z",0.136095286846704
"Mechanistic","SGTF","lambda1",0.222019514015989
"Mechanistic","SGTF","lambda_I",0.49584891773418
"Mechanistic","SGTF","r",0.49603836820349
"Mechanistic","SGTF","d",0.727149633049966
"Mechanistic","SGTF","m",1.21693
"Mechanistic","SGTF","kappa",5.80889288877613
"Mechanistic","SGTF","sigma_z",0.251319560554142
"Mechanistic","SGTF","lambda1",0.175125923668596
"Mechanistic","SGTF","lambda_I",0.426366915257649
"Mechanistic","SGTF","r",0.423331381008157
"Mechanistic","SGTF","d",0.714782484538721
"Mechanistic","SGTF","m",1.25076
"Mechanistic","SGTF","kappa",5.7858194416962
"Mechanistic","SGTF","sigma_z",0.299551177369271
"Mechanistic","SGTF","lambda1",0.0962631203287892
"Mechanistic","SGTF","lambda_I",0.56741064259884
"Mechanistic","SGTF","r",0.532972740314191
"Mechanistic","SGTF","d",0.717312277304092
"Mechanistic","SGTF","m",1.35184
"Mechanistic","SGTF","kappa",3.91967993016234
"Mechanistic","SGTF","sigma_z",0.258906056317796
"Mechanistic","SGTF","lambda1",0.166061014654319
"Mechanistic","SGTF","lambda_I",1.00675043214811
"Mechanistic","SGTF","r",0.133631402078594
"Mechanistic","SGTF","d",0.722614062126914
"Mechanistic","SGTF","m",1.04752
"Mechanistic","SGTF","kappa",2.41220918044782
"Mechanistic","SGTF","sigma_z",0.437001784662065
"Mechanistic","SGTF","lambda1",0.219035820196376
"Mechanistic","SGTF","lambda_I",1.25981514514751
"Mechanistic","SGTF","r",0.21439182075003
"Mechanistic","SGTF","d",0.80941460700158
"Mechanistic","SGTF","m",2.63421
"Mechanistic","SGTF","kappa",6.88283065676933
"Mechanistic","SGTF","sigma_z",3.65548946211805
"Mechanistic","SGTF","lambda1",0.654051620638427
"Mechanistic","SGTF","lambda_I",1.57884726239081
"Mechanistic","SGTF","r",0.323864519606916
"Mechanistic","SGTF","d",0.765314820305238
"Mechanistic","SGTF","m",1.93264
"Mechanistic","SGTF","kappa",2.13048999954631
"Mechanistic","SGTF","sigma_z",2.65290960015239
"Mechanistic","SGTF","lambda1",1.15224590650263
"Mechanistic","SGTF","lambda_I",2.13843445879188
"Mechanistic","SGTF","r",0.0882863296904722
"Mechanistic","SGTF","d",0.725853554550374
"Mechanistic","SGTF","m",2.96293
"Mechanistic","SGTF","kappa",14.2242748278085
"Mechanistic","SGTF","sigma_z",3.29214721226504
"Mechanistic","SGTF","lambda1",0.562553521554365
"Mechanistic","SGTF","lambda_I",1.57449092845158
"Mechanistic","SGTF","r",0.101128833074545
"Mechanistic","SGTF","d",0.718079494132863
"Mechanistic","SGTF","m",2.74268
"Mechanistic","SGTF","kappa",5.62353235848848
"Mechanistic","SGTF","sigma_z",2.79625214242549
"Mechanistic","SGTF","lambda1",0.0304448021666459
"Mechanistic","SGTF","lambda_I",1.60740005337134
"Mechanistic","SGTF","r",0.108907105852629
"Mechanistic","SGTF","d",0.805991566443383
"Mechanistic","SGTF","m",1.20772
"Mechanistic","SGTF","kappa",1.98305582315254
"Mechanistic","SGTF","sigma_z",2.34873292054977
"Mechanistic","SGTF","lambda1",0.0368525670731898
"Mechanistic","SGTF","lambda_I",1.48204812595428
"Mechanistic","SGTF","r",0.111901081369255
"Mechanistic","SGTF","d",0.808232107463932
"Mechanistic","SGTF","m",1.20659
"Mechanistic","SGTF","kappa",2.63775980970481
"Mechanistic","SGTF","sigma_z",2.61526910383883
"Mechanistic","SGTF","lambda1",0.0477942471135871
"Mechanistic","SGTF","lambda_I",1.13532505272768
"Mechanistic","SGTF","r",0.0977814884020256
"Mechanistic","SGTF","d",0.77957373676986
"Mechanistic","SGTF","m",1.15663
"Mechanistic","SGTF","kappa",2.7470016286607
"Mechanistic","SGTF","sigma_z",1.1662786047553
"Mechanistic","SGTF","lambda1",1.4920335677195
"Mechanistic","SGTF","lambda_I",1.76916555929754
"Mechanistic","SGTF","r",0.517493145158952
"Mechanistic","SGTF","d",0.774445491930663
"Mechanistic","SGTF","m",2.5994
"Mechanistic","SGTF","kappa",1.35892371444649
"Mechanistic","SGTF","sigma_z",4.20876813346728
"Mechanistic","SGTF","lambda1",0.0425404453625266
"Mechanistic","SGTF","lambda_I",0.467579916723361
"Mechanistic","SGTF","r",0.125756221006663
"Mechanistic","SGTF","d",0.668762693511688
"Mechanistic","SGTF","m",1.99702
"Mechanistic","SGTF","kappa",9.99754937038789
"Mechanistic","SGTF","sigma_z",3.83722711389813
"Mechanistic","SGTF","lambda1",0.0613401913992572
"Mechanistic","SGTF","lambda_I",0.712255203435541
"Mechanistic","SGTF","r",0.146436996653314
"Mechanistic","SGTF","d",0.818187296305554
"Mechanistic","SGTF","m",1.93257
"Mechanistic","SGTF","kappa",1.88708064005185
"Mechanistic","SGTF","sigma_z",4.38758955508913
"Mechanistic","SGTF","lambda1",0.144542745292691
"Mechanistic","SGTF","lambda_I",1.26144892403566
"Mechanistic","SGTF","r",0.259390663609709
"Mechanistic","SGTF","d",0.802554912120949
"Mechanistic","SGTF","m",2.30143
"Mechanistic","SGTF","kappa",5.20083921465768
"Mechanistic","SGTF","sigma_z",2.98195760716786
"Mechanistic","SGTF","lambda1",0.155400441499578
"Mechanistic","SGTF","lambda_I",1.19988893698715
"Mechanistic","SGTF","r",0.143474207301052
"Mechanistic","SGTF","d",0.795622063886982
"Mechanistic","SGTF","m",2.803
"Mechanistic","SGTF","kappa",7.50778137980122
"Mechanistic","SGTF","sigma_z",3.86595986808909
"Mechanistic","SGTF","lambda1",0.454077223314039
"Mechanistic","SGTF","lambda_I",1.20273724899629
"Mechanistic","SGTF","r",0.220499467293643
"Mechanistic","SGTF","d",0.726051739621798
"Mechanistic","SGTF","m",2.02692
"Mechanistic","SGTF","kappa",6.49524259198432
"Mechanistic","SGTF","sigma_z",1.84327521972617
