"group","parameter","value"
"Delta posterior","m",3.0012
"Delta posterior","kappa",1.00622731963153
"Delta posterior","sigma_z",4.38943272974185
"Delta posterior","lambda1",1.21362166410363
"Delta posterior","lambda_I",3.48288161002213
"Delta posterior","r",0.165737511194127
"Delta posterior","d",0.732536580564969
"Delta posterior","m",2.93272
"Delta posterior","kappa",1.14064512332475
"Delta posterior","sigma_z",3.13331014484788
"Delta posterior","lambda1",0.864761960582526
"Delta posterior","lambda_I",4.49771729367466
"Delta posterior","r",0.137370997810541
"Delta posterior","d",0.680093493378775
"Delta posterior","m",2.73318
"Delta posterior","kappa",1.30312209924042
"Delta posterior","sigma_z",3.54397862002388
"Delta posterior","lambda1",0.47227681162167
"Delta posterior","lambda_I",3.72844031464334
"Delta posterior","r",0.167963262346668
"Delta posterior","d",0.829249669257829
"Delta posterior","m",2.60102
"Delta posterior","kappa",0.860581461651587
"Delta posterior","sigma_z",3.7592895872902
"Delta posterior","lambda1",0.982218588681181
"Delta posterior","lambda_I",3.19967742488146
"Delta posterior","r",0.312822294147721
"Delta posterior","d",0.930925431473866
"Delta posterior","m",3.18732
"Delta posterior","kappa",0.834304362627935
"Delta posterior","sigma_z",4.01099764639436
"Delta posterior","lambda1",0.744108069494931
"Delta posterior","lambda_I",4.37160404451709
"Delta posterior","r",0.11291160760028
"Delta posterior","d",0.671871618909175
"Delta posterior","m",2.58506
"Delta posterior","kappa",1.13033607498797
"Delta posterior","sigma_z",3.08505658757155
"Delta posterior","lambda1",0.705003860710328
"Delta posterior","lambda_I",3.92591717854974
"Delta posterior","r",0.192536410054374
"Delta posterior","d",0.735683705929152
"Delta posterior","m",2.91786
"Delta posterior","kappa",1.2667606846077
"Delta posterior","sigma_z",4.44753495500631
"Delta posterior","lambda1",0.541874420978332
"Delta posterior","lambda_I",2.06539191964398
"Delta posterior","r",0.29395752349193
"Delta posterior","d",0.846109072822672
"Delta posterior","m",3.01836
"Delta posterior","kappa",1.08911659027829
"Delta posterior","sigma_z",4.43257198896679
"Delta posterior","lambda1",0.588380753900726
"Delta posterior","lambda_I",2.13965799319979
"Delta posterior","r",0.302746335702366
"Delta posterior","d",0.698757864135092
"Delta posterior","m",2.90689
"Delta posterior","kappa",1.23124887524851
"Delta posterior","sigma_z",4.43989176990719
"Delta posterior","lambda1",0.56427531467612
"Delta posterior","lambda_I",1.95614167505629
"Delta posterior","r",0.32308817674394
"Delta posterior","d",0.646173652114545
"Delta posterior","m",2.7596
"Delta posterior","kappa",1.41139418563028
"Delta posterior","sigma_z",4.44189017081012
"Delta posterior","lambda1",0.578793218949042
"Delta posterior","lambda_I",4.66809002593542
"Delta posterior","r",0.19162786324193
"Delta posterior","d",0.800782423418581
"Delta posterior","m",3.02022
"Delta posterior","kappa",0.967585486347137
"Delta posterior","sigma_z",4.45813269450675
"Delta posterior","lambda1",0.619280474421721
"Delta posterior","lambda_I",2.3910270460064
"Delta posterior","r",0.179891749620005
"Delta posterior","d",0.751428663332571
"Delta posterior","m",3.05779
"Delta posterior","kappa",1.57691593555479
"Delta posterior","sigma_z",4.48097205744937
"Delta posterior","lambda1",0.545516078145206
"Delta posterior","lambda_I",3.29267399796073
"Delta posterior","r",0.188081481088872
"Delta posterior","d",0.784265239624543
"Delta posterior","m",2.969
"Delta posterior","kappa",0.982829522119145
"Delta posterior","sigma_z",2.81015600612914
"Delta posterior","lambda1",0.827466215297026
"Delta posterior","lambda_I",3.74563064754409
"Delta posterior","r",0.114816508864016
"Delta posterior","d",0.882645174518723
"Delta posterior","m",2.93118
"Delta posterior","kappa",1.0477728330022
"Delta posterior","sigma_z",4.2946497336847
"Delta posterior","lambda1",0.495178487796613
"Delta posterior","lambda_I",2.14506316607498
"Delta posterior","r",0.272954544861243
"Delta posterior","d",0.703506614638979
"Delta posterior","m",2.96136
"Delta posterior","kappa",1.38114242375974
"Delta posterior","sigma_z",3.97454390244614
"Delta posterior","lambda1",0.887829996234411
"Delta posterior","lambda_I",3.37501578044173
"Delta posterior","r",0.207970299571082
"Delta posterior","d",0.823225597359329
"Delta posterior","m",2.79183
"Delta posterior","kappa",0.779261190371156
"Delta posterior","sigma_z",3.85434082431949
"Delta posterior","lambda1",0.85487416185008
"Delta posterior","lambda_I",4.25068437761738
"Delta posterior","r",0.233886341899973
"Delta posterior","d",0.708194857993996
"Delta posterior","m",3.1794
"Delta posterior","kappa",1.24758040565829
"Delta posterior","sigma_z",3.57591111135968
"Delta posterior","lambda1",0.420173734358967
"Delta posterior","lambda_I",2.45280679638608
"Delta posterior","r",0.220898932736613
"Delta posterior","d",1.08704292850049
"Delta posterior","m",2.37977
"Delta posterior","kappa",0.61374423069942
"Delta posterior","sigma_z",4.01577357470732
"Delta posterior","lambda1",1.02615406880264
"Delta posterior","lambda_I",5.36003229365395
"Delta posterior","r",0.160827969127909
"Delta posterior","d",1.17063811784414
"Delta posterior","m",3.12034
"Delta posterior","kappa",0.723013055201166
"Delta posterior","sigma_z",4.16805708343885
"Delta posterior","lambda1",0.965868386414175
"Delta posterior","lambda_I",5.18614164654835
"Delta posterior","r",0.212728196695034
"Delta posterior","d",1.24069164209393
"Delta posterior","m",3.23564
"Delta posterior","kappa",0.65666781315396
"Delta posterior","sigma_z",3.98756193388851
"Delta posterior","lambda1",0.972134314914326
"Delta posterior","lambda_I",5.69301508664679
"Delta posterior","r",0.208745389859589
"Delta posterior","d",1.33218972744948
"Delta posterior","m",3.10507
"Delta posterior","kappa",0.590974742131184
"Delta posterior","sigma_z",4.2457564424943
"Delta posterior","lambda1",0.565325278124749
"Delta posterior","lambda_I",2.20433086442756
"Delta posterior","r",0.200821264071663
"Delta posterior","d",1.36429934979293
"Delta posterior","m",2.70041
"Delta posterior","kappa",0.639182028844257
"Delta posterior","sigma_z",4.30006440287437
"Delta posterior","lambda1",0.348844156321971
"Delta posterior","lambda_I",1.61491447723501
"Delta posterior","r",0.256588921996172
"Delta posterior","d",1.20850855480673
"Delta posterior","m",2.7357
"Delta posterior","kappa",0.717038316344037
"Delta posterior","sigma_z",4.1376996776587
"Delta posterior","lambda1",0.84743511765282
"Delta posterior","lambda_I",5.24161679811497
"Delta posterior","r",0.148486683226926
"Delta posterior","d",0.935166023701668
"Delta posterior","m",2.61553
"Delta posterior","kappa",0.682001105617473
"Delta posterior","sigma_z",4.37317810528706
"Delta posterior","lambda1",0.544505628312756
"Delta posterior","lambda_I",7.45056598018137
"Delta posterior","r",0.17041647244175
"Delta posterior","d",0.600819333173208
"Delta posterior","m",3.1511
"Delta posterior","kappa",1.83008241251404
"Delta posterior","sigma_z",3.94382080156703
"Delta posterior","lambda1",2.33289036781532
"Delta posterior","lambda_I",3.9560260552494
"Delta posterior","r",0.191415274322409
"Delta posterior","d",0.755889558586556
"Delta posterior","m",3.11741
"Delta posterior","kappa",1.04746441408165
"Delta posterior","sigma_z",3.73202133596061
"Delta posterior","lambda1",0.938584114913063
"Delta posterior","lambda_I",3.5768409691249
"Delta posterior","r",0.222343899250051
"Delta posterior","d",0.681251316860713
"Delta posterior","m",3.29473
"Delta posterior","kappa",1.65113016181797
"Delta posterior","sigma_z",3.38177256653644
"Delta posterior","lambda1",1.11967559944546
"Delta posterior","lambda_I",2.3717640424835
"Delta posterior","r",0.238568213276882
"Delta posterior","d",0.666395460584962
"Delta posterior","m",3.09423
"Delta posterior","kappa",1.64469178184099
"Delta posterior","sigma_z",3.85264528740226
"Delta posterior","lambda1",1.02573199584509
"Delta posterior","lambda_I",3.33902884587409
"Delta posterior","r",0.189014792460202
"Delta posterior","d",0.708748174219951
"Delta posterior","m",3.36516
"Delta posterior","kappa",1.67274334467495
"Delta posterior","sigma_z",3.24770956935713
"Delta posterior","lambda1",1.18310578267865
"Delta posterior","lambda_I",3.30448289618896
"Delta posterior","r",0.135664547869384
"Delta posterior","d",0.799062590690907
"Delta posterior","m",3.34566
"Delta posterior","kappa",1.41220597065285
"Delta posterior","sigma_z",3.93224299612392
"Delta posterior","lambda1",0.706765041502222
"Delta posterior","lambda_I",3.17478527456699
"Delta posterior","r",0.197525023776745
"Delta posterior","d",0.943772441149646
"Delta posterior","m",3.51544
"Delta posterior","kappa",1.27914642497983
"Delta posterior","sigma_z",4.13654128393165
"Delta posterior","lambda1",0.565944082403241
"Delta posterior","lambda_I",2.92691802258157
"Delta posterior","r",0.0749120889710603
"Delta posterior","d",0.892294539208553
"Delta posterior","m",3.23875
"Delta posterior","kappa",1.44786346877795
"Delta posterior","sigma_z",4.12773982787518
"Delta posterior","lambda1",0.668576134746356
"Delta posterior","lambda_I",2.24923464371395
"Delta posterior","r",0.105501511410791
"Delta posterior","d",0.827446356346167
"Delta posterior","m",3.46001
"Delta posterior","kappa",1.77515190580364
"Delta posterior","sigma_z",4.08258350487042
"Delta posterior","lambda1",0.557448029846163
"Delta posterior","lambda_I",2.21061111515748
"Delta posterior","r",0.070818146827618
"Delta posterior","d",0.882088401094091
"Delta posterior","m",4.0136
"Delta posterior","kappa",3.77643332734449
"Delta posterior","sigma_z",4.27015446047654
"Delta posterior","lambda1",1.24124387273687
"Delta posterior","lambda_I",4.31376037272598
"Delta posterior","r",0.143342271730003
"Delta posterior","d",0.629064175288786
"Delta posterior","m",2.81374
"Delta posterior","kappa",1.33633394137548
"Delta posterior","sigma_z",3.04222756885921
"Delta posterior","lambda1",0.477993091272473
"Delta posterior","lambda_I",5.0958679222084
"Delta posterior","r",0.173879977893167
"Delta posterior","d",0.923578019968606
"Delta posterior","m",2.74642
"Delta posterior","kappa",0.822714532965287
"Delta posterior","sigma_z",4.29409146550753
"Delta posterior","lambda1",0.541519067926714
"Delta posterior","lambda_I",5.90671594909347
"Delta posterior","r",0.16719574955106
"Delta posterior","d",0.863134282802705
"Delta posterior","m",2.54087
"Delta posterior","kappa",0.716761592964976
"Delta posterior","sigma_z",4.239434976057
"Delta posterior","lambda1",0.651844658028582
"Delta posterior","lambda_I",5.21114707771956
"Delta posterior","r",0.221080144147982
"Delta posterior","d",1.01923362820696
"Delta posterior","m",2.43365
"Delta posterior","kappa",0.610675840424381
"Delta posterior","sigma_z",4.3163494055818
"Delta posterior","lambda1",1.72600760708347
"Delta posterior","lambda_I",2.25813669052456
"Delta posterior","r",0.166132436245162
"Delta posterior","d",0.680283265935469
"Delta posterior","m",3.31017
"Delta posterior","kappa",1.81492655258012
"Delta posterior","sigma_z",3.778397583337
"Delta posterior","lambda1",0.807730351136662
"Delta posterior","lambda_I",6.29867944801657
"Delta posterior","r",0.183624934719138
"Delta posterior","d",0.771089368256933
"Delta posterior","m",3.27773
"Delta posterior","kappa",1.21086260219961
"Delta posterior","sigma_z",3.90707885939889
"Delta posterior","lambda1",0.0895856614739188
"Delta posterior","lambda_I",2.66996135893915
"Delta posterior","r",0.133139210856206
"Delta posterior","d",0.940435888526966
"Delta posterior","m",2.63699
"Delta posterior","kappa",1.08484345990684
"Delta posterior","sigma_z",3.37504953076828
"Delta posterior","lambda1",0.308658435563672
"Delta posterior","lambda_I",3.13334147810599
"Delta posterior","r",0.427737324334072
"Delta posterior","d",0.846884463808233
"Delta posterior","m",2.34791
"Delta posterior","kappa",0.60269922763631
"Delta posterior","sigma_z",4.30363493789581
"Delta posterior","lambda1",0.59194828756482
"Delta posterior","lambda_I",1.71807589679679
"Delta posterior","r",0.145823251035374
"Delta posterior","d",0.833761407239018
"Delta posterior","m",3.29601
"Delta posterior","kappa",1.66469845679414
"Delta posterior","sigma_z",4.34540949766858
"Delta posterior","lambda1",1.16057085448003
"Delta posterior","lambda_I",6.14875732238218
"Delta posterior","r",0.166840001610572
"Delta posterior","d",0.743101972055303
"Delta posterior","m",2.46506
"Delta posterior","kappa",0.772152661847419
"Delta posterior","sigma_z",3.44309232749887
"Delta posterior","lambda1",0.339887703415427
"Delta posterior","lambda_I",1.80018061223691
"Delta posterior","r",0.370971143397315
"Delta posterior","d",0.907854641182062
"Delta posterior","m",2.93943
"Delta posterior","kappa",0.804896162956229
"Delta posterior","sigma_z",4.13889978457231
"Delta posterior","lambda1",0.62891762041025
"Delta posterior","lambda_I",4.56779228701089
"Delta posterior","r",0.142032411134401
"Delta posterior","d",0.742577527213844
"Delta posterior","m",3.20789
"Delta posterior","kappa",1.56048863534325
"Delta posterior","sigma_z",4.45452306911983
"Delta posterior","lambda1",0.602055286409874
"Delta posterior","lambda_I",4.39602181941826
"Delta posterior","r",0.24577470402051
"Delta posterior","d",0.674755416296683
"Delta posterior","m",3.02657
"Delta posterior","kappa",1.44876576875626
"Delta posterior","sigma_z",4.45447852411187
"Delta posterior","lambda1",0.703539680226902
"Delta posterior","lambda_I",4.18815373170278
"Delta posterior","r",0.217249242849578
"Delta posterior","d",0.670887376741637
"Delta posterior","m",2.96667
"Delta posterior","kappa",1.2989379902228
"Delta posterior","sigma_z",4.43048916963286
"Delta posterior","lambda1",0.49523296042621
"Delta posterior","lambda_I",5.17308902281241
"Delta posterior","r",0.156902607580918
"Delta posterior","d",0.781218030288142
"Delta posterior","m",3.12433
"Delta posterior","kappa",1.12625278190805
"Delta posterior","sigma_z",4.39013509516634
"Delta posterior","lambda1",1.26628573840895
"Delta posterior","lambda_I",5.8578931018157
"Delta posterior","r",0.229103823601555
"Delta posterior","d",0.747650242950615
"Delta posterior","m",3.00047
"Delta posterior","kappa",0.98259976343671
"Delta posterior","sigma_z",3.83132233199178
"Delta posterior","lambda1",0.919794411198412
"Delta posterior","lambda_I",5.33095288567983
"Delta posterior","r",0.244531779746596
"Delta posterior","d",0.823519541363469
"Delta posterior","m",3.14689
"Delta posterior","kappa",1.09303518511683
"Delta posterior","sigma_z",4.01300364667584
"Delta posterior","lambda1",1.71762753750116
"Delta posterior","lambda_I",4.88642034680587
"Delta posterior","r",0.20593390730447
"Delta posterior","d",0.725363768722366
"Delta posterior","m",2.87371
"Delta posterior","kappa",1.13497088656402
"Delta posterior","sigma_z",3.88060085041404
"Delta posterior","lambda1",1.02688875014404
"Delta posterior","lambda_I",3.99658401497062
"Delta posterior","r",0.162233276683222
"Delta posterior","d",0.716896356811858
"Delta posterior","m",2.81015
"Delta posterior","kappa",1.14198274310137
"Delta posterior","sigma_z",3.88296873906541
"Delta posterior","lambda1",0.819766283066954
"Delta posterior","lambda_I",3.43205772114593
"Delta posterior","r",0.179609541164707
