n_pairs,rep_id,variable,true_value,median,q5,q95,error,abs_error,interval_width,covered,rhat,ess_bulk,ess_tail
30,6,log_lambda_I,-1.8325814637483102,-2.230035,-3.660181,-1.0059451000000006,-0.3974535362516898,0.3974535362516898,2.6542358999999998,TRUE,1.0039897564564189,999.3521481861985,742.9928601462414
30,6,log_r,-1.3093333199837622,-1.5398550000000002,-2.6960195000000002,-0.46869315000000017,-0.23052168001623796,0.23052168001623796,2.2273263500000002,TRUE,1.0039864777554763,950.3807050787016,771.6611695212712
30,6,log_d,-0.4780358009429998,-0.2573505,-0.85898975,0.6735458499999997,0.22068530094299982,0.22068530094299982,1.5325355999999997,TRUE,1.0089132825559675,798.7489338463554,669.473618813095
30,6,m,3.5,3.267905,1.308328,5.214725,-0.23209500000000016,0.23209500000000016,3.9063969999999997,TRUE,1.0012594282361391,721.2442441416762,441.04792600855137
30,6,log_kappa,0.04879016416943205,-0.02863145,-1.0479939999999999,1.549232,-0.07742161416943205,0.07742161416943205,2.597226,TRUE,1.0088984717213074,709.6882681391805,657.4663908723271
30,6,log_sigma_z,-1.0498221244986778,-1.017,-2.1659464999999996,0.15955609999999998,0.03282212449867794,0.03282212449867794,2.3255025999999996,TRUE,1.000006237598465,989.8055251388909,433.1426387433932
30,7,log_lambda1,-1.8325814637483102,-1.9237600000000001,-3.4677715,-0.3692117000000005,-0.09117853625168992,0.09117853625168992,3.0985597999999994,TRUE,1.006049419590415,638.6594280849358,626.2106787879018
30,7,log_lambda_I,-1.8325814637483102,-1.83743,-3.455939,-0.4818306,-0.0048485362516896835,0.0048485362516896835,2.9741084,TRUE,1.0041575326839367,729.4176978067046,647.2539725428039
30,7,log_r,-1.3093333199837622,-1.37077,-2.4788665,-0.1979748500000005,-0.06143668001623781,0.06143668001623781,2.2808916499999996,TRUE,1.0043380879521084,720.0420396946108,555.9078400022315
30,7,log_d,-0.4780358009429998,-0.4583525,-1.072644,0.5509092499999997,0.019683300942999804,0.019683300942999804,1.6235532499999996,TRUE,1.0178379911892637,516.5676805063266,360.4460148621162
30,7,m,3.5,3.7027,1.8121165000000001,5.6501839999999985,0.2027000000000001,0.2027000000000001,3.8380674999999984,TRUE,1.00828817560962,662.590079023479,524.0918343427974
30,7,log_kappa,0.04879016416943205,0.0207326,-1.0872665,1.5930294999999994,-0.02805756416943205,0.02805756416943205,2.6802959999999993,TRUE,1.010651676284321,466.52225332965935,401.6409684675369
30,7,log_sigma_z,-1.0498221244986778,-1.03173,-2.2224480000000004,0.1777431499999999,0.01809212449867781,0.01809212449867781,2.4001911500000004,TRUE,0.9990636411008501,872.0726062500678,495.08918086008464
30,8,log_lambda1,-1.8325814637483102,-1.48505,-3.297133,-0.023352580000000147,0.34753146374831023,0.34753146374831023,3.27378042,TRUE,1.001609172119595,664.5939746533296,549.4317527986743
30,8,log_lambda_I,-1.8325814637483102,-2.21457,-3.838017,-0.8846467000000005,-0.38198853625168994,0.38198853625168994,2.9533702999999996,TRUE,0.9983621238985814,855.4406630748032,516.1704320965376
30,8,log_r,-1.3093333199837622,-1.5877249999999998,-2.6443885,-0.4306760000000004,-0.2783916800162376,0.2783916800162376,2.2137124999999993,TRUE,1.002971968323275,961.1174207573788,744.6177286840399
30,8,log_d,-0.4780358009429998,-0.3342035,-0.90581435,0.7006982999999994,0.1438323009429998,0.1438323009429998,1.6065126499999995,TRUE,1.0102305847006146,453.44646578756675,473.23225784143074
30,8,m,3.5,3.01403,1.2499045000000002,5.0419225,-0.48597,0.48597,3.7920179999999997,TRUE,0.9996418451826736,610.6865121646774,597.2947586643862
30,8,log_kappa,0.04879016416943205,-0.02294095,-1.0123659999999999,1.5392189999999994,-0.07173111416943205,0.07173111416943205,2.5515849999999993,TRUE,1.0038910684143045,575.6808649766348,436.67867446722556
30,8,log_sigma_z,-1.0498221244986778,-1.0426,-2.3231729999999997,0.26460259999999997,0.007222124498677873,0.007222124498677873,2.5877755999999996,TRUE,1.003787606558117,889.185321921766,345.4656136180093
30,9,log_lambda1,-1.8325814637483102,-1.6106850000000001,-3.286003,-0.0680726450000005,0.22189646374831007,0.22189646374831007,3.2179303549999996,TRUE,1.0090566074173801,707.4496460040958,596.657927208481
30,9,log_lambda_I,-1.8325814637483102,-1.3557,-3.1557174999999997,0.3069387499999997,0.4768814637483103,0.4768814637483103,3.4626562499999993,TRUE,1.0062896427660506,615.7568211871812,563.4790458120067
30,9,log_r,-1.3093333199837622,-1.28548,-2.40039,-0.1670445,0.023853319983762278,0.023853319983762278,2.2333455,TRUE,1.0026461060973968,738.5859993631826,631.8912229159661
30,9,log_d,-0.4780358009429998,-0.7112069999999999,-1.2765164999999998,0.009187043999999315,-0.23317119905700012,0.23317119905700012,1.285703543999999,TRUE,1.015216303185887,349.89077574147154,259.62450146465784
30,9,m,3.5,2.748525,1.009074,4.554040499999999,-0.7514750000000001,0.7514750000000001,3.5449664999999992,TRUE,1.0148588022503473,491.71412169398326,231.1824919415471
30,9,log_kappa,0.04879016416943205,0.46587049999999997,-0.8254194,1.8453139999999997,0.4170803358305679,0.4170803358305679,2.6707333999999996,TRUE,1.0057231070108288,404.3819111175885,321.8266110716857
30,9,log_sigma_z,-1.0498221244986778,-0.9779635,-2.2454264999999998,0.18060784999999963,0.07185862449867786,0.07185862449867786,2.4260343499999992,TRUE,1.0087315993238721,622.4889425159921,465.72913186131234
30,10,log_lambda1,-1.8325814637483102,-1.95231,-3.46759,-0.3339026,-0.11972853625168978,0.11972853625168978,3.1336874,TRUE,1.0068640329153586,693.1321500615462,574.7371773160005
30,10,log_lambda_I,-1.8325814637483102,-1.8199049999999999,-3.5008269999999997,-0.37337450000000016,0.01267646374831033,0.01267646374831033,3.1274524999999995,TRUE,1.0001451119851492,943.3479650122742,804.6367551506088
30,10,log_r,-1.3093333199837622,-1.342355,-2.5680865,-0.33813285000000015,-0.03302168001623773,0.03302168001623773,2.22995365,TRUE,1.0036878814514543,779.1792204296626,510.9131322273198
30,10,log_d,-0.4780358009429998,-0.2290395,-0.8050864,0.6182174499999995,0.2489963009429998,0.2489963009429998,1.4233038499999995,TRUE,1.0077852009458923,774.4111471427677,443.09936487165277
30,10,m,3.5,3.57401,1.8746135,5.1676225,0.07400999999999991,0.07400999999999991,3.2930090000000005,TRUE,1.0004077390015493,816.8965789932269,453.16897535973476
30,10,log_kappa,0.04879016416943205,0.2404935,-0.8040121,1.7033964999999998,0.19170333583056795,0.19170333583056795,2.5074085999999998,TRUE,1.0047324943782179,579.0866209561824,473.97228974675386
30,10,log_sigma_z,-1.0498221244986778,-1.060145,-2.2111634999999996,0.22014779999999956,-0.010322875501322049,0.010322875501322049,2.431311299999999,TRUE,0.9990283480204959,855.1517182628568,679.8223436746588
30,11,log_lambda1,-1.8325814637483102,-1.917925,-3.321931,-0.37188230000000033,-0.08534353625168989,0.08534353625168989,2.9500487,TRUE,1.0073486386370711,678.5066292735185,594.5993031541649
30,11,log_lambda_I,-1.8325814637483102,-1.8939849999999998,-3.4267405,-0.5507189500000003,-0.061403536251689594,0.061403536251689594,2.87602155,TRUE,1.0062466891031188,860.2749833206566,830.0258458618924
30,11,log_r,-1.3093333199837622,-1.4218899999999999,-2.5988215,-0.3735978000000002,-0.11255668001623764,0.11255668001623764,2.2252237,TRUE,1.018707035304445,922.502326823479,840.0123238790517
30,11,log_d,-0.4780358009429998,-0.34967550000000003,-1.0328670000000002,0.68868725,0.12836030094299977,0.12836030094299977,1.72155425,TRUE,1.0053360894669237,700.027182895633,534.5351877716732
30,11,m,3.5,3.800675,1.8430570000000002,5.672404499999999,0.300675,0.300675,3.829347499999999,TRUE,1.0025995754959385,831.5430144426067,547.1692505872111
30,11,log_kappa,0.04879016416943205,-0.0345671,-1.1193544999999998,1.4036674999999994,-0.08335726416943205,0.08335726416943205,2.523021999999999,TRUE,1.0033846569626748,634.0716016215341,546.5830118524384
30,11,log_sigma_z,-1.0498221244986778,-1.05194,-2.2911119999999996,0.16789144999999916,-0.0021178755013222528,0.0021178755013222528,2.4590034499999986,TRUE,1.0014995640988533,948.6654317297276,587.4460713563584
30,12,log_lambda1,-1.8325814637483102,-2.056705,-3.4740335,-0.53460865,-0.2241235362516898,0.2241235362516898,2.93942485,TRUE,1.0015250791707653,792.980693593205,576.0096641751333
30,12,log_lambda_I,-1.8325814637483102,-1.5298150000000001,-3.1735825,-0.1948037500000005,0.30276646374831007,0.30276646374831007,2.9787787499999996,TRUE,0.9986490082698176,776.6160721460009,781.4637233943416
30,12,log_r,-1.3093333199837622,-1.363405,-2.628297,-0.24238055000000003,-0.054071680016237744,0.054071680016237744,2.38591645,TRUE,1.0104200434312676,603.0020779776758,385.91084365984017
30,12,log_d,-0.4780358009429998,-0.580087,-1.1985175,0.19856629999999975,-0.10205119905700022,0.10205119905700022,1.3970837999999997,TRUE,0.9973880050127937,457.64343492182275,494.620208911867
30,12,m,3.5,4.068395000000001,2.1769785,5.801411499999999,0.5683950000000006,0.5683950000000006,3.6244329999999985,TRUE,1.0049522388846577,773.0153704601198,570.8317640700204
30,12,log_kappa,0.04879016416943205,0.09144060000000001,-1.058458,1.7420225,0.04265043583056796,0.04265043583056796,2.8004805,TRUE,1.0005859972756004,437.8387972501893,250.22946402536033
30,12,log_sigma_z,-1.0498221244986778,-0.967603,-2.189604,0.11732039999999998,0.08221912449867785,0.08221912449867785,2.3069244,TRUE,1.0037974803847565,912.4615927472701,638.1268882261244
30,13,log_lambda1,-1.8325814637483102,-2.060535,-3.602778,-0.6299521000000003,-0.22795353625168957,0.22795353625168957,2.9728258999999992,TRUE,1.0016289864941228,746.4163209506629,587.8976311927514
30,13,log_lambda_I,-1.8325814637483102,-1.77265,-3.3770739999999995,-0.46440370000000136,0.059931463748310154,0.059931463748310154,2.912670299999998,TRUE,1.0027623319308052,734.6238736565914,587.047160556749
30,13,log_r,-1.3093333199837622,-1.411265,-2.6768300000000003,-0.29369770000000006,-0.10193168001623776,0.10193168001623776,2.3831323,TRUE,1.008017632620727,535.1553227378274,407.205667589923
30,13,log_d,-0.4780358009429998,-0.3428195,-1.0224475,0.74289705,0.1352163009429998,0.1352163009429998,1.76534455,TRUE,1.0018462472457803,500.4732973098954,344.3238079471686
30,13,m,3.5,4.244395,2.0619000000000005,6.0507955,0.7443949999999999,0.7443949999999999,3.9888955,TRUE,0.9983764567572676,825.5715153667455,562.091260536133
30,13,log_kappa,0.04879016416943205,-0.1127255,-1.1845430000000001,1.5436584999999992,-0.16151566416943205,0.16151566416943205,2.728201499999999,TRUE,1.0050737348984207,507.3479512540144,469.03847841671177
30,13,log_sigma_z,-1.0498221244986778,-1.07456,-2.2709965,0.12756404999999926,-0.024737875501322115,0.024737875501322115,2.398560549999999,TRUE,1.000774608846023,816.9074522348749,392.2074757368575
30,14,log_lambda1,-1.8325814637483102,-1.914865,-3.4667714999999997,-0.5157166000000005,-0.08228353625168983,0.08228353625168983,2.951054899999999,TRUE,1.003138427446344,714.5523998591452,577.2613461218922
30,14,log_lambda_I,-1.8325814637483102,-1.861445,-3.537416,-0.5348837500000002,-0.028863536251689803,0.028863536251689803,3.00253225,TRUE,1.0095271604057412,776.530741573387,655.0086333257274
30,14,log_r,-1.3093333199837622,-1.416895,-2.5662185,-0.4273173500000001,-0.10756168001623778,0.10756168001623778,2.13890115,TRUE,1.0057501096537211,753.2651294097716,602.7849167270529
30,14,log_d,-0.4780358009429998,-0.23938500000000001,-0.8741912,0.6482950999999997,0.23865080094299979,0.23865080094299979,1.5224862999999997,TRUE,1.0024491775762305,620.3822767377641,373.3905494898248
30,14,m,3.5,3.7904099999999996,1.949014,5.4570845,0.2904099999999996,0.2904099999999996,3.5080704999999996,TRUE,1.0025934018546323,868.5829350097218,636.3022017174911
30,14,log_kappa,0.04879016416943205,0.0699237,-0.9177684,1.5273984999999999,0.021133535830567957,0.021133535830567957,2.4451669,TRUE,1.0068329913725536,520.4824892269465,315.0887725620224
30,14,log_sigma_z,-1.0498221244986778,-1.0509,-2.3517055,0.3165299999999998,-0.0010778755013221009,0.0010778755013221009,2.6682354999999998,TRUE,1.0049249385919075,943.8754999110448,390.5484505413209
30,15,log_lambda1,-1.8325814637483102,-1.437935,-3.121719,0.08494519499999938,0.39464646374831025,0.39464646374831025,3.2066641949999997,TRUE,1.0011023289778793,792.864288328237,646.3982970525586
30,15,log_lambda_I,-1.8325814637483102,-2.147475,-3.5684679999999998,-0.95660365,-0.3148935362516898,0.3148935362516898,2.61186435,TRUE,1.0033686665825037,933.3710049963639,819.093835129528
30,15,log_r,-1.3093333199837622,-1.45324,-2.526458,-0.3268426000000003,-0.14390668001623785,0.14390668001623785,2.1996153999999994,TRUE,0.9998803110831084,733.3758483039446,416.6303613831478
30,15,log_d,-0.4780358009429998,-0.655968,-1.1358555000000001,0.07952503999999995,-0.1779321990570002,0.1779321990570002,1.2153805400000002,TRUE,1.0056289818911137,655.9544600712526,346.0099819319602
30,15,m,3.5,2.9589049999999997,1.1381845000000002,4.9319155,-0.5410950000000003,0.5410950000000003,3.7937309999999993,TRUE,1.016951770682189,482.2902273081194,419.1238278058117
30,15,log_kappa,0.04879016416943205,0.2166165,-1.019322,1.7810584999999994,0.16782633583056794,0.16782633583056794,2.8003804999999993,TRUE,1.0167430086615787,497.1607317740131,432.00546978178164
30,15,log_sigma_z,-1.0498221244986778,-1.045045,-2.3042645,0.09809761499999983,0.004777124498677843,0.004777124498677843,2.402362115,TRUE,1.0044058942578344,874.3840138250126,571.2423734111443
30,16,log_lambda1,-1.8325814637483102,-2.0559700000000003,-3.7285405,-0.5422489500000001,-0.22338853625169008,0.22338853625169008,3.18629155,TRUE,1.0084670317874926,662.076827651712,444.6919805581261
30,16,log_lambda_I,-1.8325814637483102,-1.73103,-3.3191055,-0.29601510000000025,0.10155146374831014,0.10155146374831014,3.0230903999999996,TRUE,1.0008520985963743,816.3398502775019,744.1129620715875
30,16,log_r,-1.3093333199837622,-1.22052,-2.5270309999999996,-0.2567518000000001,0.08881331998376218,0.08881331998376218,2.2702791999999996,TRUE,1.0077092805408383,652.0856887343496,549.3180614877931
30,16,log_d,-0.4780358009429998,-0.011008549999999999,-0.7134029000000001,0.9050362999999993,0.4670272509429998,0.4670272509429998,1.6184391999999994,TRUE,1.0000517428555262,880.763682769516,608.9099898936291
30,16,m,3.5,4.194715,2.3327645,5.7226325,0.6947150000000004,0.6947150000000004,3.3898679999999994,TRUE,1.0002928570144347,645.1534399504275,384.9181218295902
30,16,log_kappa,0.04879016416943205,0.213252,-0.87146605,1.7947044999999995,0.16446183583056795,0.16446183583056795,2.6661705499999995,TRUE,1.0063379917948478,577.7073239242937,376.2618138059653
30,16,log_sigma_z,-1.0498221244986778,-1.039615,-2.394559,0.10248189999999917,0.010207124498677889,0.010207124498677889,2.497040899999999,TRUE,1.0051485722414981,621.8378132423011,368.0441240689357
30,17,log_lambda1,-1.8325814637483102,-1.922825,-3.4904770000000003,-0.4280199000000007,-0.0902435362516898,0.0902435362516898,3.0624570999999996,TRUE,0.9997815299254954,1020.0890891421637,702.8273382799356
30,17,log_lambda_I,-1.8325814637483102,-1.832315,-3.5272164999999998,-0.5097605500000003,2.664637483102972e-4,2.664637483102972e-4,3.0174559499999996,TRUE,1.0082126517846717,695.1934365668482,452.32302018863896
30,17,log_r,-1.3093333199837622,-1.4098000000000002,-2.5211755,-0.2602287000000001,-0.10046668001623793,0.10046668001623793,2.2609468,TRUE,1.0084073040923514,671.3999649684788,460.7725569431383
30,17,log_d,-0.4780358009429998,-0.213076,-0.9270844,0.8322121999999998,0.2649598009429998,0.2649598009429998,1.7592965999999999,TRUE,1.0007893745788634,765.9075320779933,599.5022845282697
30,17,m,3.5,3.83721,1.9047809999999998,5.675273,0.3372099999999998,0.3372099999999998,3.770492,TRUE,1.0058052308983247,786.826416743409,532.8370376725887
30,17,log_kappa,0.04879016416943205,0.0425429,-0.99787735,1.5864539999999998,-0.006247264169432047,0.006247264169432047,2.58433135,TRUE,1.0070096990528192,672.5624142701016,386.54383654143146
30,17,log_sigma_z,-1.0498221244986778,-1.0645250000000002,-2.26251,0.06362119999999902,-0.014702875501322321,0.014702875501322321,2.326131199999999,TRUE,1.0016332459812662,1072.6460594430575,590.289285865363
30,18,log_lambda1,-1.8325814637483102,-2.203825,-3.649967,-0.8301302500000003,-0.37124353625168993,0.37124353625168993,2.81983675,TRUE,1.0036840936826381,839.2946968365736,460.0154000442074
30,18,log_lambda_I,-1.8325814637483102,-1.0968149999999999,-2.84326,0.2455009999999998,0.7357664637483103,0.7357664637483103,3.088761,TRUE,1.0008926081786107,844.3973957017101,686.9134125444092
30,18,log_r,-1.3093333199837622,-0.9708175,-2.1901325000000003,0.1009899999999993,0.33851581998376223,0.33851581998376223,2.2911224999999997,TRUE,1.0046920480760713,539.5003070438494,504.788815609228
30,18,log_d,-0.4780358009429998,-0.591661,-1.1699865,0.2194114499999995,-0.11362519905700019,0.11362519905700019,1.3893979499999995,TRUE,0.9995796219470536,625.3557495043023,350.99731190673447
30,18,m,3.5,4.69539,2.9407795,6.236178499999999,1.1953899999999997,1.1953899999999997,3.2953989999999993,TRUE,1.004352327150311,625.0849198709134,487.687581993067
30,18,log_kappa,0.04879016416943205,0.2132405,-0.89077195,1.6308279999999997,0.16445033583056795,0.16445033583056795,2.5215999499999997,TRUE,1.0061053582116284,523.5019914883113,542.2774083082246
30,18,log_sigma_z,-1.0498221244986778,-1.13405,-2.437599,0.21571044999999933,-0.08422787550132216,0.08422787550132216,2.653309449999999,TRUE,1.0183485692184555,531.408055111159,273.84317742042197
30,19,log_lambda1,-1.8325814637483102,-2.0396349999999996,-3.495875,-0.47897925,-0.20705353625168943,0.20705353625168943,3.0168957499999998,TRUE,1.0064641644142382,981.8571100271512,609.8707848353636
30,19,log_lambda_I,-1.8325814637483102,-1.79518,-3.4445515,-0.39618510000000007,0.037401463748310215,0.037401463748310215,3.0483664,TRUE,1.0077335267623801,858.9460739099308,581.1422147220351
30,19,log_r,-1.3093333199837622,-1.291215,-2.4693445,-0.3830363000000001,0.018118319983762232,0.018118319983762232,2.0863082,TRUE,1.008432425957332,837.5864646483469,458.2171702691021
30,19,log_d,-0.4780358009429998,-2.702615e-4,-0.6469500499999999,0.9202091999999995,0.4777655394429998,0.4777655394429998,1.5671592499999996,TRUE,1.0064761940461575,766.040832740232,559.6960337649678
30,19,m,3.5,4.05316,2.2566835,5.6427115,0.5531600000000001,0.5531600000000001,3.386028,TRUE,1.013153566465496,610.1457346225146,310.7964245119971
30,19,log_kappa,0.04879016416943205,0.1158685,-0.8481152,1.5183194999999992,0.06707833583056795,0.06707833583056795,2.3664346999999992,TRUE,1.002429075207262,550.9713090584578,356.44696158152345
30,19,log_sigma_z,-1.0498221244986778,-1.03487,-2.278952,0.2072709999999998,0.014952124498677888,0.014952124498677888,2.486223,TRUE,1.0002000860894884,1099.814029733387,523.5569310062343
30,20,log_lambda1,-1.8325814637483102,-1.865285,-3.3331075,-0.449654950000001,-0.03270353625168987,0.03270353625168987,2.883452549999999,TRUE,1.0137173410440035,617.2941297988924,461.3266592632722
30,20,log_lambda_I,-1.8325814637483102,-2.056305,-3.67935,-0.7038870500000006,-0.22372353625168984,0.22372353625168984,2.9754629499999994,TRUE,1.005908032198413,640.6248819669512,588.5288436910066
30,20,log_r,-1.3093333199837622,-1.4571049999999999,-2.7318399999999996,-0.37239764999999997,-0.14777168001623764,0.14777168001623764,2.3594423499999997,TRUE,1.0064087812594125,994.3519529838644,649.8635661763295
30,20,log_d,-0.4780358009429998,-0.49431250000000004,-1.0899435,0.5209146499999993,-0.016276699057000243,0.016276699057000243,1.6108581499999992,TRUE,1.0051048638584414,428.44434719723733,279.394878524035
30,20,m,3.5,3.599075,1.51929,5.5063379999999995,0.09907500000000002,0.09907500000000002,3.9870479999999997,TRUE,1.0130653786462638,610.8264652073995,614.563855339306
30,20,log_kappa,0.04879016416943205,-0.046050549999999996,-1.1189299999999998,1.4083519999999998,-0.09484071416943204,0.09484071416943204,2.5272819999999996,TRUE,1.0017713116052116,403.30255945998397,392.3165910662645
30,20,log_sigma_z,-1.0498221244986778,-1.0671050000000002,-2.290374,0.35538769999999936,-0.017282875501322348,0.017282875501322348,2.645761699999999,TRUE,1.008435822345455,772.6751297355448,301.94151917124475
30,21,log_lambda1,-1.8325814637483102,-1.635375,-3.1094644999999996,-0.20032730000000004,0.1972064637483102,0.1972064637483102,2.9091371999999995,TRUE,1.0041957843588154,687.3835312011721,694.5192282857705
30,21,log_lambda_I,-1.8325814637483102,-2.192685,-3.68462,-0.9266763500000003,-0.3601035362516898,0.3601035362516898,2.7579436499999996,TRUE,1.0074267047032321,700.7240681819679,426.7343465075164
