n_pairs,rep_id,true_mean_gen,true_sd_gen,mean_gen_median,mean_gen_q05,mean_gen_q95,mean_gen_error,mean_gen_abs_error,mean_gen_ci_width,mean_gen_covered,sd_gen_median,sd_gen_q05,sd_gen_q95,sd_gen_error,sd_gen_abs_error,sd_gen_ci_width,sd_gen_covered,max_rhat,min_ess_bulk,min_ess_tail,n_divergent
30,48,5.060354079778466,2.427456447399629,4.185715,3.3689795,5.176437499999999,-0.8746390797784658,0.8746390797784658,1.8074579999999987,TRUE,2.41366,1.800511,3.3328835,-0.013796447399629042,0.013796447399629042,1.5323725,TRUE,1.0131587269913518,402.5201097864007,349.7740668862516,0
30,49,5.060354079778466,2.427456447399629,5.6228,4.6920585,6.8299635,0.562445920221534,0.562445920221534,2.137905,TRUE,2.5778499999999998,1.9758465,3.4917454999999995,0.15039355260037057,0.15039355260037057,1.5158989999999994,TRUE,1.0086313204133244,589.0537167827582,413.65380116136373,0
30,50,5.060354079778466,2.427456447399629,4.923225,4.1199015,5.882758999999999,-0.13712907977846545,0.13712907977846545,1.762857499999999,TRUE,2.313045,1.7829485,3.14612,-0.11441144739962938,0.11441144739962938,1.3631714999999998,TRUE,1.0132758072935986,558.1740760770651,379.93067980212453,0
30,51,5.060354079778466,2.427456447399629,4.949835,4.1571315,5.919274,-0.11051907977846565,0.11051907977846565,1.7621424999999995,TRUE,2.137795,1.5127430000000002,3.128751,-0.28966144739962907,0.28966144739962907,1.6160079999999997,TRUE,1.0104694926016393,484.6558133720642,330.84331303503035,0
30,52,5.060354079778466,2.427456447399629,4.3385549999999995,3.6544355,5.166124999999999,-0.7217990797784664,0.7217990797784664,1.5116894999999992,TRUE,1.834115,1.390258,2.6246034999999996,-0.5933414473996292,0.5933414473996292,1.2343454999999997,TRUE,1.0093734755800308,511.0400481490815,399.916738366842,0
30,53,5.060354079778466,2.427456447399629,4.79635,4.021116,5.7185245,-0.2640040797784655,0.2640040797784655,1.6974084999999999,TRUE,2.17697,1.62587,3.089292,-0.25048644739962933,0.25048644739962933,1.463422,TRUE,1.0220338198196597,486.36604080807433,396.81354059545896,0
30,54,5.060354079778466,2.427456447399629,5.610305,4.8127510000000004,6.380448,0.5499509202215345,0.5499509202215345,1.567697,TRUE,2.0951,1.5500875,2.881707499999999,-0.3323564473996292,0.3323564473996292,1.3316199999999991,TRUE,1.007938598582508,469.1824515513636,351.6373522713249,0
30,55,5.060354079778466,2.427456447399629,5.53801,4.585946,6.703180999999999,0.477655920221534,0.477655920221534,2.117234999999999,TRUE,2.6583699999999997,2.021258,3.791698499999999,0.2309135526003705,0.2309135526003705,1.770440499999999,TRUE,1.0232735752968465,482.9765071321843,270.16105611927173,0
30,56,5.060354079778466,2.427456447399629,4.8871400000000005,4.0677175000000005,5.875806,-0.17321407977846537,0.17321407977846537,1.8080884999999993,TRUE,2.1585799999999997,1.6189689999999999,3.0771619999999995,-0.26887644739962946,0.26887644739962946,1.4581929999999996,TRUE,1.009399267986059,696.2002608170859,311.1988578448627,0
30,57,5.060354079778466,2.427456447399629,5.516055,4.553251,6.818618,0.45570092022153386,0.45570092022153386,2.2653669999999995,TRUE,2.749835,2.12925,3.8397909999999995,0.32237855260037085,0.32237855260037085,1.7105409999999996,TRUE,1.0111872119808663,479.96652257129773,396.4635369741742,0
