n_pairs,rep_id,variable,true_value,median,q5,q95,error,abs_error,interval_width,covered,rhat,ess_bulk,ess_tail,natural_variable,natural_true,natural_median,natural_q5,natural_q95,natural_error,natural_abs_error,natural_interval_width,natural_covered
30,2,m,3.5,3.66074,1.5620925,5.6703675,0.1607400000000001,0.1607400000000001,4.108275,TRUE,1.012471365929114,574.4088267874859,369.80488248560926,m,3.5,3.66074,1.5620925,5.6703675,0.1607400000000001,0.1607400000000001,4.108275,TRUE
30,2,log_kappa,0.04879016416943205,0.027135100000000002,-1.0440494999999999,1.6806459999999996,-0.021655064169432046,0.021655064169432046,2.7246954999999993,TRUE,1.0111060676114052,400.5360198585787,438.0725166453522,kappa,1.05,1.0275066095298286,0.3520262613707635,5.369023240086614,-0.022493390470171404,0.022493390470171404,5.01699697871585,TRUE
30,2,log_sigma_z,-1.0498221244986778,-0.980669,-2.3111589999999995,0.18491374999999996,0.06915312449867783,0.06915312449867783,2.4960727499999993,TRUE,1.003992401597833,818.8506966793315,495.73041866459363,sigma_z,0.3499999999999999,0.37506009969484727,0.09914627441121614,1.2031146670125141,0.02506009969484735,0.02506009969484735,1.103968392601298,TRUE
30,3,log_lambda1,-1.8325814637483102,-1.961315,-3.543197,-0.2585761000000008,-0.1287335362516897,0.1287335362516897,3.2846208999999993,TRUE,1.0024846573762813,927.1476266367881,532.8431178190028,lambda1,0.15999999999999998,0.14067331383211912,0.02892071958747253,0.772150268177877,-0.019326686167880858,0.019326686167880858,0.7432295485904045,TRUE
30,3,log_lambda_I,-1.8325814637483102,-1.96998,-3.4308035,-0.6987898000000001,-0.13739853625168985,0.13739853625168985,2.7320137,TRUE,1.0016251457642023,842.55846329374,757.3626779720189,lambda_I,0.15999999999999998,0.13945964538006678,0.0323609283178993,0.497186635118252,-0.0205403546199332,0.0205403546199332,0.46482570680035273,TRUE
30,3,log_r,-1.3093333199837622,-1.48944,-2.657685,-0.3713186000000002,-0.18010668001623786,0.18010668001623786,2.2863663999999995,TRUE,1.0039716297832253,641.3965503043321,579.8721597517716,r,0.27,0.2254988995715706,0.070110339456844,0.6898241285770755,-0.04450110042842942,0.04450110042842942,0.6197137891202316,TRUE
30,3,log_d,-0.4780358009429998,-0.7375175,-1.2807315,0.23712114999999986,-0.25948169905700025,0.25948169905700025,1.5178526499999998,TRUE,1.0009812464535024,775.788658921183,532.626102947903,d,0.62,0.47829982221395523,0.27783399053758007,1.2675946775683986,-0.14170017778604477,0.14170017778604477,0.9897606870308185,TRUE
30,3,m,3.5,3.480905,1.408149,5.474128,-0.019095000000000084,0.019095000000000084,4.0659790000000005,TRUE,1.0055272856335418,573.904534469307,462.09274628542266,m,3.5,3.480905,1.408149,5.474128,-0.019095000000000084,0.019095000000000084,4.0659790000000005,TRUE
30,3,log_kappa,0.04879016416943205,-0.0115914,-1.251285,1.581984,-0.06038156416943205,0.06038156416943205,2.833269,TRUE,1.0029610499586714,659.051079233355,587.1693172548,kappa,1.05,0.9884755214562836,0.2861368746368801,4.8645976050636905,-0.061524478543716454,0.061524478543716454,4.57846073042681,TRUE
30,3,log_sigma_z,-1.0498221244986778,-1.009385,-2.282541,0.1803200499999994,0.04043712449867787,0.04043712449867787,2.4628610499999994,TRUE,1.0031782432859095,737.0404713775033,645.0194404080879,sigma_z,0.3499999999999999,0.3644430431364438,0.10202463247501152,1.1976005938621046,0.0144430431364439,0.0144430431364439,1.095575961387093,TRUE
30,4,log_lambda1,-1.8325814637483102,-1.6383200000000002,-3.351173,-0.034160220000000276,0.19426146374831,0.19426146374831,3.3170127799999998,TRUE,1.010305999401677,1061.2749651242355,674.614871755163,lambda1,0.15999999999999998,0.19430620265993764,0.035043224280840134,0.9664166529565328,0.03430620265993767,0.03430620265993767,0.9313734286756926,TRUE
30,4,log_lambda_I,-1.8325814637483102,-2.1716249999999997,-3.7447345000000003,-0.76152855,-0.3390435362516895,0.3390435362516895,2.9832059500000003,TRUE,1.013045216070446,879.8522520143742,586.4801217866959,lambda_I,0.15999999999999998,0.11399222895186807,0.02364190514030503,0.4669521215577818,-0.046007771048131904,0.046007771048131904,0.4433102164174768,TRUE
30,4,log_r,-1.3093333199837622,-1.445545,-2.6159925,-0.35740015000000025,-0.13621168001623785,0.13621168001623785,2.25859235,TRUE,1.0098463795279293,792.211409393941,630.8697782019716,r,0.27,0.23561762994902025,0.0730952056909759,0.6994925397859645,-0.03438237005097977,0.03438237005097977,0.6263973340949885,TRUE
30,4,log_d,-0.4780358009429998,-0.20961449999999998,-0.810738,0.8423224999999999,0.2684213009429998,0.2684213009429998,1.6530604999999998,TRUE,1.008298853007929,586.2822030864053,377.15236106783095,d,0.62,0.8108967864353127,0.44452988208491084,2.321752991172862,0.19089678643531272,0.19089678643531272,1.8772231090879512,TRUE
30,4,m,3.5,3.094105,1.1390414999999998,4.936666,-0.4058950000000001,0.4058950000000001,3.7976245,TRUE,1.0106076387746628,313.64576613766513,228.44388708495944,m,3.5,3.094105,1.1390414999999998,4.936666,-0.4058950000000001,0.4058950000000001,3.7976245,TRUE
30,4,log_kappa,0.04879016416943205,0.05591525,-0.9283383,1.4961949999999997,0.007125085830567951,0.007125085830567951,2.4245333,TRUE,1.0117186329477328,447.0158512313639,453.79930607486796,kappa,1.05,1.057508056130938,0.39520988530407986,4.464668645319199,0.007508056130937968,0.007508056130937968,4.069458760015118,TRUE
30,4,log_sigma_z,-1.0498221244986778,-1.0261550000000002,-2.335979,0.30280814999999983,0.023667124498677694,0.023667124498677694,2.6387871499999997,TRUE,1.004484468815257,794.3593645540816,421.3474593273498,sigma_z,0.3499999999999999,0.3583822947180228,0.09671575144249858,1.3536547408670654,0.008382294718022876,0.008382294718022876,1.2569389894245668,TRUE
30,5,log_lambda1,-1.8325814637483102,-1.96589,-3.3794619999999997,-0.5503196500000003,-0.1333085362516897,0.1333085362516897,2.8291423499999997,TRUE,1.002563342071976,840.939699014319,683.9973857083962,lambda1,0.15999999999999998,0.14003120336900227,0.03406577719354608,0.5767654178457053,-0.01996879663099771,0.01996879663099771,0.5426996406521593,TRUE
30,5,log_lambda_I,-1.8325814637483102,-1.892765,-3.474963,-0.5922212000000012,-0.06018353625168982,0.06018353625168982,2.8827417999999985,TRUE,1.0042780480176954,818.2834300111759,811.4590600729983,lambda_I,0.15999999999999998,0.1506546722420385,0.030962979432221982,0.5530973794081778,-0.009345327757961486,0.009345327757961486,0.5221343999759558,TRUE
30,5,log_r,-1.3093333199837622,-1.464665,-2.5958555,-0.36148290000000016,-0.15533168001623787,0.15533168001623787,2.2343725999999995,TRUE,1.0070415092147311,682.7661155351217,586.3507635099633,r,0.27,0.23115541557228692,0.07458204383558721,0.6966425085605398,-0.0388445844277131,0.0388445844277131,0.6220604647249526,TRUE
30,5,log_d,-0.4780358009429998,-0.298753,-0.94297475,0.7677162499999998,0.1792828009429998,0.1792828009429998,1.7106909999999997,TRUE,0.9993774680834414,740.7639472603006,269.4727238177555,d,0.62,0.7417425972319025,0.38946754185247484,2.1548395154634434,0.1217425972319025,0.1217425972319025,1.7653719736109685,TRUE
30,5,m,3.5,3.750675,1.6079729999999999,5.645364999999998,0.2506750000000002,0.2506750000000002,4.037391999999999,TRUE,1.0082001365184607,728.1804180072336,535.6324704576359,m,3.5,3.750675,1.6079729999999999,5.645364999999998,0.2506750000000002,0.2506750000000002,4.037391999999999,TRUE
30,5,log_kappa,0.04879016416943205,-0.10035,-1.0982185,1.5824719999999999,-0.14914016416943204,0.14914016416943204,2.6806905,TRUE,1.0180120855178378,507.45039312616603,309.66320863326183,kappa,1.05,0.9045207803544736,0.33346462207101524,4.866972108026561,-0.14547921964552646,0.14547921964552646,4.533507485955545,TRUE
30,5,log_sigma_z,-1.0498221244986778,-1.03172,-2.253219,0.29653469999999976,0.018102124498677874,0.018102124498677874,2.5497536999999997,TRUE,1.0012734115555517,696.3486247491963,570.5119672445937,sigma_z,0.3499999999999999,0.3563934363790261,0.10506048994386355,1.345189237253929,0.006393436379026174,0.006393436379026174,1.2401287473100653,TRUE
30,6,log_lambda1,-1.8325814637483102,-1.4901200000000001,-3.081698,0.0684361349999992,0.3424614637483101,0.3424614637483101,3.150134134999999,TRUE,1.0018924211696212,976.4964461941291,661.1638022371175,lambda1,0.15999999999999998,0.22534561244339218,0.04588128404872605,1.070832234066481,0.06534561244339221,0.06534561244339221,1.024950950017755,TRUE
30,6,log_lambda_I,-1.8325814637483102,-2.230035,-3.660181,-1.0059451000000006,-0.3974535362516898,0.3974535362516898,2.6542358999999998,TRUE,1.0039897564564189,999.3521481861985,742.9928601462414,lambda_I,0.15999999999999998,0.10752466670660059,0.025727855563042464,0.365698849446271,-0.05247533329339939,0.05247533329339939,0.33997099388322854,TRUE
30,6,log_r,-1.3093333199837622,-1.5398550000000002,-2.6960195000000002,-0.46869315000000017,-0.23052168001623796,0.23052168001623796,2.2273263500000002,TRUE,1.0039864777554763,950.3807050787016,771.6611695212712,r,0.27,0.2144121889404751,0.06747355740518901,0.6258195864367989,-0.05558781105952493,0.05558781105952493,0.5583460290316099,TRUE
30,6,log_d,-0.4780358009429998,-0.2573505,-0.85898975,0.6735458499999997,0.22068530094299982,0.22068530094299982,1.5325355999999997,TRUE,1.0089132825559675,798.7489338463554,669.473618813095,d,0.62,0.773097195705214,0.4235897978248285,1.9611790529368267,0.15309719570521396,0.15309719570521396,1.5375892551119983,TRUE
30,6,m,3.5,3.267905,1.308328,5.214725,-0.23209500000000016,0.23209500000000016,3.9063969999999997,TRUE,1.0012594282361391,721.2442441416762,441.04792600855137,m,3.5,3.267905,1.308328,5.214725,-0.23209500000000016,0.23209500000000016,3.9063969999999997,TRUE
30,6,log_kappa,0.04879016416943205,-0.02863145,-1.0479939999999999,1.549232,-0.07742161416943205,0.07742161416943205,2.597226,TRUE,1.0088984717213074,709.6882681391805,657.4663908723271,kappa,1.05,0.9717745459860028,0.3506404287879542,4.70785316260397,-0.07822545401399728,0.07822545401399728,4.3572127338160165,TRUE
30,6,log_sigma_z,-1.0498221244986778,-1.017,-2.1659464999999996,0.15955609999999998,0.03282212449867794,0.03282212449867794,2.3255025999999996,TRUE,1.000006237598465,989.8055251388909,433.1426387433932,sigma_z,0.3499999999999999,0.3616783492947233,0.1146413751680369,1.1729900651175926,0.011678349294723389,0.011678349294723389,1.0583486899495558,TRUE
30,7,log_lambda1,-1.8325814637483102,-1.9237600000000001,-3.4677715,-0.3692117000000005,-0.09117853625168992,0.09117853625168992,3.0985597999999994,TRUE,1.006049419590415,638.6594280849358,626.2106787879018,lambda1,0.15999999999999998,0.14605675499038037,0.03118645228820688,0.6912790511835909,-0.013943245009619604,0.013943245009619604,0.6600925988953841,TRUE
30,7,log_lambda_I,-1.8325814637483102,-1.83743,-3.455939,-0.4818306,-0.0048485362516896835,0.0048485362516896835,2.9741084,TRUE,1.0041575326839367,729.4176978067046,647.2539725428039,lambda_I,0.15999999999999998,0.15922611182822338,0.031557657798537524,0.6176516830981197,-7.738881717765933e-4,7.738881717765933e-4,0.5860940252995822,TRUE
30,7,log_r,-1.3093333199837622,-1.37077,-2.4788665,-0.1979748500000005,-0.06143668001623781,0.06143668001623781,2.2808916499999996,TRUE,1.0043380879521084,720.0420396946108,555.9078400022315,r,0.27,0.2539113725046218,0.08383820235631675,0.8203904856990903,-0.016088627495378205,0.016088627495378205,0.7365522833427736,TRUE
30,7,log_d,-0.4780358009429998,-0.4583525,-1.072644,0.5509092499999997,0.019683300942999804,0.019683300942999804,1.6235532499999996,TRUE,1.0178379911892637,516.5676805063266,360.4460148621162,d,0.62,0.6323245425163717,0.34210280078367855,1.7348296948620447,0.012324542516371717,0.012324542516371717,1.3927268940783661,TRUE
30,7,m,3.5,3.7027,1.8121165000000001,5.6501839999999985,0.2027000000000001,0.2027000000000001,3.8380674999999984,TRUE,1.00828817560962,662.590079023479,524.0918343427974,m,3.5,3.7027,1.8121165000000001,5.6501839999999985,0.2027000000000001,0.2027000000000001,3.8380674999999984,TRUE
30,7,log_kappa,0.04879016416943205,0.0207326,-1.0872665,1.5930294999999994,-0.02805756416943205,0.02805756416943205,2.6802959999999993,TRUE,1.010651676284321,466.52225332965935,401.6409684675369,kappa,1.05,1.0209490133677643,0.33713679874614844,4.918627361432173,-0.02905098663223571,0.02905098663223571,4.5814905626860245,TRUE
30,7,log_sigma_z,-1.0498221244986778,-1.03173,-2.2224480000000004,0.1777431499999999,0.01809212449867781,0.01809212449867781,2.4001911500000004,TRUE,0.9990636411008501,872.0726062500678,495.08918086008464,sigma_z,0.3499999999999999,0.3563898724624819,0.10834355889228553,1.1945184697601292,0.00638987246248196,0.00638987246248196,1.0861749108678436,TRUE
30,8,log_lambda1,-1.8325814637483102,-1.48505,-3.297133,-0.023352580000000147,0.34753146374831023,0.34753146374831023,3.27378042,TRUE,1.001609172119595,664.5939746533296,549.4317527986743,lambda1,0.15999999999999998,0.22649101584255815,0.03698906317122979,0.9769179813026575,0.06649101584255818,0.06649101584255818,0.9399289181314278,TRUE
30,8,log_lambda_I,-1.8325814637483102,-2.21457,-3.838017,-0.8846467000000005,-0.38198853625168994,0.38198853625168994,2.9533702999999996,TRUE,0.9983621238985814,855.4406630748032,516.1704320965376,lambda_I,0.15999999999999998,0.10920046035227983,0.021536265444030707,0.41286001095717784,-0.050799539647720146,0.050799539647720146,0.39132374551314714,TRUE
30,8,log_r,-1.3093333199837622,-1.5877249999999998,-2.6443885,-0.4306760000000004,-0.2783916800162376,0.2783916800162376,2.2137124999999993,TRUE,1.002971968323275,961.1174207573788,744.6177286840399,r,0.27,0.20439007062257225,0.07104878679175104,0.650069499175319,-0.06560992937742777,0.06560992937742777,0.5790207123835679,TRUE
30,8,log_d,-0.4780358009429998,-0.3342035,-0.90581435,0.7006982999999994,0.1438323009429998,0.1438323009429998,1.6065126499999995,TRUE,1.0102305847006146,453.44646578756675,473.23225784143074,d,0.62,0.7159080801082187,0.4042125805216767,2.015159402076362,0.09590808010821872,0.09590808010821872,1.6109468215546854,TRUE
30,8,m,3.5,3.01403,1.2499045000000002,5.0419225,-0.48597,0.48597,3.7920179999999997,TRUE,0.9996418451826736,610.6865121646774,597.2947586643862,m,3.5,3.01403,1.2499045000000002,5.0419225,-0.48597,0.48597,3.7920179999999997,TRUE
30,8,log_kappa,0.04879016416943205,-0.02294095,-1.0123659999999999,1.5392189999999994,-0.07173111416943205,0.07173111416943205,2.5515849999999993,TRUE,1.0038910684143045,575.6808649766348,436.67867446722556,kappa,1.05,0.977320192826787,0.3633582561032444,4.660948648225275,-0.0726798071732131,0.0726798071732131,4.29759039212203,TRUE
30,8,log_sigma_z,-1.0498221244986778,-1.0426,-2.3231729999999997,0.26460259999999997,0.007222124498677873,0.007222124498677873,2.5877755999999996,TRUE,1.003787606558117,889.185321921766,345.4656136180093,sigma_z,0.3499999999999999,0.3525368934277984,0.09796225770016116,1.3029130952182773,0.0025368934277985034,0.0025368934277985034,1.2049508375181162,TRUE
30,9,log_lambda1,-1.8325814637483102,-1.6106850000000001,-3.286003,-0.0680726450000005,0.22189646374831007,0.22189646374831007,3.2179303549999996,TRUE,1.0090566074173801,707.4496460040958,596.657927208481,lambda1,0.15999999999999998,0.19975073794492973,0.03740305101304657,0.9341926066902349,0.039750737944929754,0.039750737944929754,0.8967895556771883,TRUE
30,9,log_lambda_I,-1.8325814637483102,-1.3557,-3.1557174999999997,0.3069387499999997,0.4768814637483103,0.4768814637483103,3.4626562499999993,TRUE,1.0062896427660506,615.7568211871812,563.4790458120067,lambda_I,0.15999999999999998,0.2577667945280531,0.042607818912574,1.3592577109874602,0.09776679452805315,0.09776679452805315,1.3166498920748861,TRUE
30,9,log_r,-1.3093333199837622,-1.28548,-2.40039,-0.1670445,0.023853319983762278,0.023853319983762278,2.2333455,TRUE,1.0026461060973968,738.5859993631826,631.8912229159661,r,0.27,0.2765178232168787,0.09068258018583321,0.8461619562923147,0.00651782321687866,0.00651782321687866,0.7554793761064815,TRUE
30,9,log_d,-0.4780358009429998,-0.7112069999999999,-1.2765164999999998,0.009187043999999315,-0.23317119905700012,0.23317119905700012,1.285703543999999,TRUE,1.015216303185887,349.89077574147154,259.62450146465784,d,0.62,0.49105114089626606,0.2790075323095303,1.0092293744199008,-0.12894885910373394,0.12894885910373394,0.7302218421103706,TRUE
30,9,m,3.5,2.748525,1.009074,4.554040499999999,-0.7514750000000001,0.7514750000000001,3.5449664999999992,TRUE,1.0148588022503473,491.71412169398326,231.1824919415471,m,3.5,2.748525,1.009074,4.554040499999999,-0.7514750000000001,0.7514750000000001,3.5449664999999992,TRUE
30,9,log_kappa,0.04879016416943205,0.46587049999999997,-0.8254194,1.8453139999999997,0.4170803358305679,0.4170803358305679,2.6707333999999996,TRUE,1.0057231070108288,404.3819111175885,321.8266110716857,kappa,1.05,1.5934006406040861,0.43805123524569184,6.3300871257315725,0.5434006406040861,0.5434006406040861,5.8920358904858805,TRUE
30,9,log_sigma_z,-1.0498221244986778,-0.9779635,-2.2454264999999998,0.18060784999999963,0.07185862449867786,0.07185862449867786,2.4260343499999992,TRUE,1.0087315993238721,622.4889425159921,465.72913186131234,sigma_z,0.3499999999999999,0.3760761987027071,0.10588237191043554,1.1979453129157107,0.026076198702707165,0.026076198702707165,1.0920629410052751,TRUE
30,10,log_lambda1,-1.8325814637483102,-1.95231,-3.46759,-0.3339026,-0.11972853625168978,0.11972853625168978,3.1336874,TRUE,1.0068640329153586,693.1321500615462,574.7371773160005,lambda1,0.15999999999999998,0.1419457977833665,0.031192113143004224,0.7161235292622229,-0.01805420221663348,0.01805420221663348,0.6849314161192187,TRUE
30,10,log_lambda_I,-1.8325814637483102,-1.8199049999999999,-3.5008269999999997,-0.37337450000000016,0.01267646374831033,0.01267646374831033,3.1274524999999995,TRUE,1.0001451119851492,943.3479650122742,804.6367551506088,lambda_I,0.15999999999999998,0.16204114411138384,0.03017242050981531,0.6884073760009631,0.002041144111383869,0.002041144111383869,0.6582349554911479,TRUE
30,10,log_r,-1.3093333199837622,-1.342355,-2.5680865,-0.33813285000000015,-0.03302168001623773,0.03302168001623773,2.22995365,TRUE,1.0036878814514543,779.1792204296626,510.9131322273198,r,0.27,0.2612297475624773,0.07668213639626459,0.7131005461976416,-0.008770252437522719,0.008770252437522719,0.636418409801377,TRUE
30,10,log_d,-0.4780358009429998,-0.2290395,-0.8050864,0.6182174499999995,0.2489963009429998,0.2489963009429998,1.4233038499999995,TRUE,1.0077852009458923,774.4111471427677,443.09936487165277,d,0.62,0.795297118648468,0.4470492998312004,1.855617361268816,0.17529711864846798,0.17529711864846798,1.4085680614376157,TRUE
30,10,m,3.5,3.57401,1.8746135,5.1676225,0.07400999999999991,0.07400999999999991,3.2930090000000005,TRUE,1.0004077390015493,816.8965789932269,453.16897535973476,m,3.5,3.57401,1.8746135,5.1676225,0.07400999999999991,0.07400999999999991,3.2930090000000005,TRUE
30,10,log_kappa,0.04879016416943205,0.2404935,-0.8040121,1.7033964999999998,0.19170333583056795,0.19170333583056795,2.5074085999999998,TRUE,1.0047324943782179,579.0866209561824,473.97228974675386,kappa,1.05,1.2718766666039956,0.44752982296079297,5.492571264130433,0.22187666660399552,0.22187666660399552,5.04504144116964,TRUE
30,10,log_sigma_z,-1.0498221244986778,-1.060145,-2.2111634999999996,0.22014779999999956,-0.010322875501322049,0.010322875501322049,2.431311299999999,TRUE,0.9990283480204959,855.1517182628568,679.8223436746588,sigma_z,0.3499999999999999,0.34640557787950027,0.10957308603482724,1.246260914339005,-0.003594422120499652,0.003594422120499652,1.136687828304178,TRUE
30,11,log_lambda1,-1.8325814637483102,-1.917925,-3.321931,-0.37188230000000033,-0.08534353625168989,0.08534353625168989,2.9500487,TRUE,1.0073486386370711,678.5066292735185,594.5993031541649,lambda1,0.15999999999999998,0.14691148741248652,0.0360830879952,0.6894353842936668,-0.013088512587513451,0.013088512587513451,0.6533522962984668,TRUE
30,11,log_lambda_I,-1.8325814637483102,-1.8939849999999998,-3.4267405,-0.5507189500000003,-0.061403536251689594,0.061403536251689594,2.87602155,TRUE,1.0062466891031188,860.2749833206566,830.0258458618924,lambda_I,0.15999999999999998,0.1504709856135299,0.03249267823837479,0.5765351613881207,-0.00952901438647008,0.00952901438647008,0.5440424831497459,TRUE
30,11,log_r,-1.3093333199837622,-1.4218899999999999,-2.5988215,-0.3735978000000002,-0.11255668001623764,0.11255668001623764,2.2252237,TRUE,1.018707035304445,922.502326823479,840.0123238790517,r,0.27,0.24125760884657002,0.07436116122441143,0.6882536717956154,-0.028742391153429997,0.028742391153429997,0.613892510571204,TRUE
30,11,log_d,-0.4780358009429998,-0.34967550000000003,-1.0328670000000002,0.68868725,0.12836030094299977,0.12836030094299977,1.72155425,TRUE,1.0053360894669237,700.027182895633,534.5351877716732,d,0.62,0.7049167981097567,0.35598488745509804,1.991100000322853,0.08491679810975672,0.08491679810975672,1.635115112867755,TRUE
30,11,m,3.5,3.800675,1.8430570000000002,5.672404499999999,0.300675,0.300675,3.829347499999999,TRUE,1.0025995754959385,831.5430144426067,547.1692505872111,m,3.5,3.800675,1.8430570000000002,5.672404499999999,0.300675,0.300675,3.829347499999999,TRUE
30,11,log_kappa,0.04879016416943205,-0.0345671,-1.1193544999999998,1.4036674999999994,-0.08335726416943205,0.08335726416943205,2.523021999999999,TRUE,1.0033846569626748,634.0716016215341,546.5830118524384,kappa,1.05,0.9660235173337128,0.3264904762206389,4.070099718441741,-0.08397648266628721,0.08397648266628721,3.7436092422211016,TRUE
30,11,log_sigma_z,-1.0498221244986778,-1.05194,-2.2911119999999996,0.16789144999999916,-0.0021178755013222528,0.0021178755013222528,2.4590034499999986,TRUE,1.0014995640988533,948.6654317297276,587.4460713563584,sigma_z,0.3499999999999999,0.3492595279651041,0.10115391613531877,1.1828082098478034,-7.404720348958005e-4,7.404720348958005e-4,1.0816542937124847,TRUE
30,12,log_lambda1,-1.8325814637483102,-2.056705,-3.4740335,-0.53460865,-0.2241235362516898,0.2241235362516898,2.93942485,TRUE,1.0015250791707653,792.980693593205,576.0096641751333,lambda1,0.15999999999999998,0.1278746233716402,0.03099177290129592,0.5858985366763811,-0.032125376628359764,0.032125376628359764,0.5549067637750852,TRUE
30,12,log_lambda_I,-1.8325814637483102,-1.5298150000000001,-3.1735825,-0.1948037500000005,0.30276646374831007,0.30276646374831007,2.9787787499999996,TRUE,0.9986490082698176,776.6160721460009,781.4637233943416,lambda_I,0.15999999999999998,0.2165757301201556,0.041853389235884185,0.8229961552040508,0.056575730120155626,0.056575730120155626,0.7811427659681666,TRUE
30,12,log_r,-1.3093333199837622,-1.363405,-2.628297,-0.24238055000000003,-0.054071680016237744,0.054071680016237744,2.38591645,TRUE,1.0104200434312676,603.0020779776758,385.91084365984017,r,0.27,0.2557883331864702,0.0722013164406197,0.7847574812615035,-0.01421166681352981,0.01421166681352981,0.7125561648208838,TRUE
30,12,log_d,-0.4780358009429998,-0.580087,-1.1985175,0.19856629999999975,-0.10205119905700022,0.10205119905700022,1.3970837999999997,TRUE,0.9973880050127937,457.64343492182275,494.620208911867,d,0.62,0.5598496575263847,0.3016410634782442,1.2196528877201578,-0.06015034247361528,0.06015034247361528,0.9180118242419135,TRUE
30,12,m,3.5,4.068395000000001,2.1769785,5.801411499999999,0.5683950000000006,0.5683950000000006,3.6244329999999985,TRUE,1.0049522388846577,773.0153704601198,570.8317640700204,m,3.5,4.068395000000001,2.1769785,5.801411499999999,0.5683950000000006,0.5683950000000006,3.6244329999999985,TRUE
30,12,log_kappa,0.04879016416943205,0.09144060000000001,-1.058458,1.7420225,0.04265043583056796,0.04265043583056796,2.8004805,TRUE,1.0005859972756004,437.8387972501893,250.22946402536033,kappa,1.05,1.0957516871091855,0.34699045729645883,5.708877960113492,0.045751687109185424,0.045751687109185424,5.361887502817034,TRUE
