model,strain,mean_gen,sd_gen,strain_label
WH-informed,non-SGTF,4.09125,2.15374,Delta
WH-informed,non-SGTF,4.12428,2.27247,Delta
WH-informed,non-SGTF,4.01184,2.28351,Delta
WH-informed,non-SGTF,3.95208,2.16109,Delta
WH-informed,non-SGTF,4.0003,2.18585,Delta
WH-informed,non-SGTF,4.08981,2.32473,Delta
WH-informed,non-SGTF,3.98757,2.30627,Delta
WH-informed,non-SGTF,3.92185,2.26939,Delta
WH-informed,non-SGTF,4.16855,2.24314,Delta
WH-informed,non-SGTF,3.97428,2.30526,Delta
WH-informed,non-SGTF,4.1292,2.43731,Delta
WH-informed,non-SGTF,4.0028,2.41151,Delta
WH-informed,non-SGTF,4.08369,2.42462,Delta
WH-informed,non-SGTF,4.06268,2.39333,Delta
WH-informed,non-SGTF,4.10721,2.22864,Delta
WH-informed,non-SGTF,3.96759,2.19465,Delta
WH-informed,non-SGTF,3.92937,2.17714,Delta
WH-informed,non-SGTF,4.04065,2.01958,Delta
WH-informed,non-SGTF,3.97028,2.1423,Delta
WH-informed,non-SGTF,3.95931,2.26875,Delta
WH-informed,non-SGTF,3.89404,2.07369,Delta
WH-informed,non-SGTF,4.0976,2.29325,Delta
WH-informed,non-SGTF,3.92309,2.10737,Delta
WH-informed,non-SGTF,3.97433,2.1738,Delta
WH-informed,non-SGTF,4.03658,2.26618,Delta
WH-informed,non-SGTF,4.06399,2.24793,Delta
WH-informed,non-SGTF,4.11206,2.42043,Delta
WH-informed,non-SGTF,4.15098,2.35989,Delta
WH-informed,non-SGTF,3.9738,2.3557,Delta
WH-informed,non-SGTF,4.14486,2.37255,Delta
WH-informed,non-SGTF,4.06542,2.23551,Delta
WH-informed,non-SGTF,4.08974,2.19474,Delta
WH-informed,non-SGTF,3.96763,2.21257,Delta
WH-informed,non-SGTF,4.04343,2.20609,Delta
WH-informed,non-SGTF,4.0225,2.25089,Delta
WH-informed,non-SGTF,3.9342800000000002,2.30351,Delta
WH-informed,non-SGTF,4.06715,2.22074,Delta
WH-informed,non-SGTF,3.93762,2.10734,Delta
WH-informed,non-SGTF,3.93291,2.29801,Delta
WH-informed,non-SGTF,4.00117,2.29604,Delta
WH-informed,non-SGTF,4.01995,2.3203,Delta
WH-informed,non-SGTF,4.05148,2.17068,Delta
WH-informed,non-SGTF,3.92204,2.25816,Delta
WH-informed,non-SGTF,4.11495,2.29871,Delta
WH-informed,non-SGTF,3.92987,2.23028,Delta
WH-informed,non-SGTF,3.99382,2.04959,Delta
WH-informed,non-SGTF,4.01157,2.27952,Delta
WH-informed,non-SGTF,3.91877,2.24943,Delta
WH-informed,non-SGTF,4.03221,2.26146,Delta
WH-informed,non-SGTF,3.89858,2.23609,Delta
WH-informed,non-SGTF,4.09651,2.22537,Delta
WH-informed,non-SGTF,3.99038,2.21914,Delta
WH-informed,non-SGTF,4.16961,2.23363,Delta
WH-informed,non-SGTF,3.89723,2.15108,Delta
WH-informed,non-SGTF,3.90383,2.17581,Delta
WH-informed,non-SGTF,3.95446,2.24338,Delta
WH-informed,non-SGTF,3.9711,2.10745,Delta
WH-informed,non-SGTF,4.02259,2.25386,Delta
WH-informed,non-SGTF,4.07116,2.32296,Delta
WH-informed,non-SGTF,4.04879,2.14403,Delta
WH-informed,non-SGTF,3.95894,2.3028,Delta
WH-informed,non-SGTF,4.10257,2.28866,Delta
WH-informed,non-SGTF,4.03137,2.26516,Delta
WH-informed,non-SGTF,3.87052,2.22821,Delta
WH-informed,non-SGTF,3.96282,2.1378,Delta
WH-informed,non-SGTF,3.94295,2.12288,Delta
WH-informed,non-SGTF,3.88513,2.0724,Delta
WH-informed,non-SGTF,3.99887,2.16239,Delta
WH-informed,non-SGTF,4.05311,2.26292,Delta
WH-informed,non-SGTF,4.07151,2.28576,Delta
WH-informed,non-SGTF,4.09162,2.20622,Delta
WH-informed,non-SGTF,4.11623,2.17669,Delta
WH-informed,non-SGTF,3.98905,2.27097,Delta
WH-informed,non-SGTF,3.88775,2.24043,Delta
WH-informed,non-SGTF,3.93828,2.24237,Delta
WH-informed,non-SGTF,4.08588,2.17594,Delta
WH-informed,non-SGTF,3.94256,2.15878,Delta
WH-informed,non-SGTF,4.02088,2.21656,Delta
WH-informed,non-SGTF,3.9992,2.23297,Delta
WH-informed,non-SGTF,3.88082,2.21761,Delta
WH-informed,non-SGTF,3.95798,2.24517,Delta
WH-informed,non-SGTF,3.9452,2.31566,Delta
WH-informed,non-SGTF,4.04191,2.14613,Delta
WH-informed,non-SGTF,4.05149,2.18252,Delta
WH-informed,non-SGTF,3.95764,2.14724,Delta
WH-informed,non-SGTF,4.02708,2.18241,Delta
WH-informed,non-SGTF,4.00575,2.26391,Delta
WH-informed,non-SGTF,3.97012,2.13461,Delta
WH-informed,non-SGTF,4.10257,2.35539,Delta
WH-informed,non-SGTF,3.99681,2.03777,Delta
WH-informed,non-SGTF,4.06129,2.27707,Delta
WH-informed,non-SGTF,4.03491,2.19214,Delta
WH-informed,non-SGTF,3.97925,2.1577,Delta
WH-informed,non-SGTF,4.00321,2.18165,Delta
WH-informed,non-SGTF,3.93616,2.20883,Delta
WH-informed,non-SGTF,3.90812,2.17761,Delta
WH-informed,non-SGTF,3.92086,2.24988,Delta
WH-informed,non-SGTF,3.95404,2.12967,Delta
WH-informed,non-SGTF,4.22377,2.49444,Delta
WH-informed,non-SGTF,4.29875,2.19827,Delta
WH-informed,non-SGTF,3.82567,1.95173,Delta
WH-informed,non-SGTF,3.88307,2.20533,Delta
WH-informed,non-SGTF,3.91995,2.20557,Delta
WH-informed,non-SGTF,4.03587,2.28038,Delta
WH-informed,non-SGTF,3.81649,2.15315,Delta
WH-informed,non-SGTF,4.17942,2.32086,Delta
WH-informed,non-SGTF,3.94533,2.16209,Delta
WH-informed,non-SGTF,4.04022,2.27459,Delta
WH-informed,non-SGTF,4.01195,2.23875,Delta
WH-informed,non-SGTF,4.00171,2.24781,Delta
WH-informed,non-SGTF,4.01671,2.32222,Delta
WH-informed,non-SGTF,3.91627,2.11978,Delta
WH-informed,non-SGTF,3.92468,2.18249,Delta
WH-informed,non-SGTF,3.99028,2.22205,Delta
WH-informed,non-SGTF,3.95602,2.15018,Delta
WH-informed,non-SGTF,4.06509,2.25848,Delta
WH-informed,non-SGTF,4.01764,2.21367,Delta
WH-informed,non-SGTF,4.05949,2.12689,Delta
WH-informed,non-SGTF,3.95594,2.32936,Delta
WH-informed,non-SGTF,4.22833,2.40966,Delta
WH-informed,non-SGTF,4.10786,2.32746,Delta
WH-informed,non-SGTF,4.06122,2.2407,Delta
WH-informed,non-SGTF,4.0393,2.30316,Delta
WH-informed,non-SGTF,4.08154,2.28055,Delta
WH-informed,non-SGTF,4.01291,2.22046,Delta
WH-informed,non-SGTF,4.01412,2.11766,Delta
WH-informed,non-SGTF,3.93715,2.21968,Delta
WH-informed,non-SGTF,3.95602,2.17271,Delta
WH-informed,non-SGTF,3.92145,2.22579,Delta
WH-informed,non-SGTF,4.0366,2.26184,Delta
WH-informed,non-SGTF,3.9533,2.17886,Delta
WH-informed,non-SGTF,3.98881,2.17989,Delta
WH-informed,non-SGTF,3.92648,2.19006,Delta
WH-informed,non-SGTF,3.94271,2.13096,Delta
WH-informed,non-SGTF,4.03756,2.40206,Delta
WH-informed,non-SGTF,4.07995,2.40661,Delta
WH-informed,non-SGTF,3.92284,2.06428,Delta
WH-informed,non-SGTF,4.18341,2.28638,Delta
WH-informed,non-SGTF,4.05086,2.3964,Delta
WH-informed,non-SGTF,4.08726,2.30419,Delta
WH-informed,non-SGTF,4.0437,2.28402,Delta
WH-informed,non-SGTF,3.98694,2.22339,Delta
WH-informed,non-SGTF,4.03641,2.10704,Delta
WH-informed,non-SGTF,4.10333,2.30826,Delta
WH-informed,non-SGTF,3.93915,2.20488,Delta
WH-informed,non-SGTF,4.08506,2.2591,Delta
WH-informed,non-SGTF,4.01126,2.3665,Delta
WH-informed,non-SGTF,4.01864,2.30035,Delta
WH-informed,non-SGTF,3.984,2.27467,Delta
WH-informed,non-SGTF,3.95447,2.25925,Delta
WH-informed,non-SGTF,3.87105,2.29687,Delta
WH-informed,non-SGTF,3.98227,2.23087,Delta
WH-informed,non-SGTF,4.05305,2.30714,Delta
WH-informed,non-SGTF,3.84112,2.19942,Delta
WH-informed,non-SGTF,3.93824,2.18663,Delta
WH-informed,non-SGTF,3.97886,2.22181,Delta
WH-informed,non-SGTF,3.96405,2.26205,Delta
WH-informed,non-SGTF,3.9147,2.33318,Delta
WH-informed,non-SGTF,3.93589,2.10151,Delta
WH-informed,non-SGTF,3.78435,2.17331,Delta
WH-informed,non-SGTF,4.06674,2.28396,Delta
WH-informed,non-SGTF,4.05396,2.29198,Delta
WH-informed,non-SGTF,3.94532,2.09231,Delta
WH-informed,non-SGTF,3.91112,2.10565,Delta
WH-informed,non-SGTF,3.89158,2.06652,Delta
WH-informed,non-SGTF,4.05568,2.19211,Delta
WH-informed,non-SGTF,3.95893,2.11756,Delta
WH-informed,non-SGTF,3.89978,2.15111,Delta
WH-informed,non-SGTF,3.95654,2.25471,Delta
WH-informed,non-SGTF,3.94752,2.21518,Delta
WH-informed,non-SGTF,4.00555,2.23492,Delta
WH-informed,non-SGTF,3.96885,2.11403,Delta
WH-informed,non-SGTF,4.09152,2.34464,Delta
WH-informed,non-SGTF,4.03686,2.20964,Delta
WH-informed,non-SGTF,4.02236,2.13797,Delta
WH-informed,non-SGTF,3.90773,2.29999,Delta
WH-informed,non-SGTF,3.91826,2.20276,Delta
WH-informed,non-SGTF,3.90812,2.27409,Delta
WH-informed,non-SGTF,4.05565,2.34194,Delta
WH-informed,non-SGTF,3.89088,2.06078,Delta
WH-informed,non-SGTF,3.97521,2.27134,Delta
WH-informed,non-SGTF,3.9259,2.26463,Delta
WH-informed,non-SGTF,4.10924,2.43103,Delta
WH-informed,non-SGTF,4.10564,2.24786,Delta
WH-informed,non-SGTF,4.0459,2.17063,Delta
WH-informed,non-SGTF,4.075,2.27164,Delta
WH-informed,non-SGTF,4.09399,2.32084,Delta
WH-informed,non-SGTF,4.08681,2.29366,Delta
WH-informed,non-SGTF,4.10738,2.24356,Delta
WH-informed,non-SGTF,4.00456,2.34727,Delta
WH-informed,non-SGTF,4.07501,2.20231,Delta
WH-informed,non-SGTF,3.97134,2.32637,Delta
WH-informed,non-SGTF,4.0701599999999996,2.38983,Delta
WH-informed,non-SGTF,4.03423,2.26818,Delta
WH-informed,non-SGTF,4.04971,2.255,Delta
WH-informed,non-SGTF,4.09438,2.31206,Delta
WH-informed,non-SGTF,3.98636,2.23697,Delta
WH-informed,non-SGTF,4.01875,2.02893,Delta
WH-informed,non-SGTF,3.94855,2.13984,Delta
WH-informed,non-SGTF,4.08385,2.13781,Delta
WH-informed,non-SGTF,3.89652,2.08016,Delta
WH-informed,non-SGTF,4.04062,2.20739,Delta
WH-informed,non-SGTF,3.96597,2.05056,Delta
WH-informed,non-SGTF,3.95551,2.01905,Delta
WH-informed,non-SGTF,4.0860900000000004,2.32768,Delta
WH-informed,non-SGTF,3.92455,2.11957,Delta
WH-informed,non-SGTF,3.84391,2.37425,Delta
WH-informed,non-SGTF,3.9532,2.43937,Delta
WH-informed,non-SGTF,3.98383,2.09246,Delta
WH-informed,non-SGTF,4.00061,2.42604,Delta
WH-informed,non-SGTF,3.98106,2.20064,Delta
WH-informed,non-SGTF,3.98515,2.16462,Delta
WH-informed,non-SGTF,3.92019,2.03407,Delta
WH-informed,non-SGTF,4.06538,2.26819,Delta
WH-informed,non-SGTF,4.02328,2.30601,Delta
WH-informed,non-SGTF,4.04836,2.34928,Delta
WH-informed,non-SGTF,3.9222,2.20158,Delta
WH-informed,non-SGTF,3.85022,2.1588,Delta
WH-informed,non-SGTF,3.94929,2.30184,Delta
WH-informed,non-SGTF,3.88646,2.18539,Delta
WH-informed,non-SGTF,4.04007,2.21193,Delta
WH-informed,non-SGTF,4.04379,2.2376,Delta
WH-informed,non-SGTF,4.07093,2.38027,Delta
WH-informed,non-SGTF,3.99644,2.3386,Delta
WH-informed,non-SGTF,4.14642,2.3086,Delta
WH-informed,non-SGTF,4.04044,2.4464,Delta
WH-informed,non-SGTF,4.13142,2.45593,Delta
WH-informed,non-SGTF,4.16151,2.38346,Delta
WH-informed,non-SGTF,4.10247,2.25504,Delta
WH-informed,non-SGTF,4.05811,2.39155,Delta
WH-informed,non-SGTF,4.04727,2.21837,Delta
WH-informed,non-SGTF,4.05108,2.21073,Delta
WH-informed,non-SGTF,3.99661,2.31554,Delta
WH-informed,non-SGTF,3.91465,2.10118,Delta
WH-informed,non-SGTF,3.95733,2.18059,Delta
WH-informed,non-SGTF,4.05898,2.20728,Delta
WH-informed,non-SGTF,3.80211,1.99911,Delta
WH-informed,non-SGTF,3.84549,2.07404,Delta
WH-informed,non-SGTF,4.08858,2.20746,Delta
WH-informed,non-SGTF,4.12395,2.4288,Delta
WH-informed,non-SGTF,3.89097,2.13501,Delta
WH-informed,non-SGTF,3.97873,2.16596,Delta
WH-informed,non-SGTF,4.02141,2.24672,Delta
WH-informed,non-SGTF,3.79822,2.2996,Delta
WH-informed,non-SGTF,4.01329,2.11317,Delta
WH-informed,non-SGTF,4.08808,2.37638,Delta
WH-informed,non-SGTF,3.99192,2.14369,Delta
WH-informed,non-SGTF,3.8936,2.22259,Delta
WH-informed,non-SGTF,4.0627,2.34341,Delta
WH-informed,non-SGTF,4.14632,2.36449,Delta
WH-informed,non-SGTF,3.93104,2.20778,Delta
WH-informed,non-SGTF,3.97922,2.01835,Delta
WH-informed,non-SGTF,3.9311,2.23927,Delta
WH-informed,non-SGTF,4.06234,2.32625,Delta
WH-informed,non-SGTF,3.96299,2.23996,Delta
WH-informed,non-SGTF,3.89571,2.16277,Delta
WH-informed,non-SGTF,4.14837,2.24262,Delta
WH-informed,non-SGTF,3.84546,2.06954,Delta
WH-informed,non-SGTF,4.20792,2.43929,Delta
WH-informed,non-SGTF,3.91739,2.29316,Delta
WH-informed,non-SGTF,3.94528,2.18611,Delta
WH-informed,non-SGTF,3.93097,2.2556,Delta
WH-informed,non-SGTF,3.98426,2.17021,Delta
WH-informed,non-SGTF,4.00426,2.26395,Delta
WH-informed,non-SGTF,4.10626,2.23142,Delta
WH-informed,non-SGTF,3.94796,2.20678,Delta
WH-informed,non-SGTF,3.91068,2.22289,Delta
WH-informed,non-SGTF,3.86828,2.10543,Delta
WH-informed,non-SGTF,4.03512,2.35332,Delta
WH-informed,non-SGTF,3.84784,2.1422,Delta
WH-informed,non-SGTF,3.98038,2.23927,Delta
WH-informed,non-SGTF,3.97435,2.24588,Delta
WH-informed,non-SGTF,3.99333,2.20795,Delta
WH-informed,non-SGTF,4.03392,2.29544,Delta
WH-informed,non-SGTF,3.95431,2.23306,Delta
WH-informed,non-SGTF,4.02375,2.32918,Delta
WH-informed,non-SGTF,3.8636,2.21848,Delta
WH-informed,non-SGTF,4.07618,2.30576,Delta
WH-informed,non-SGTF,3.85929,2.2283,Delta
WH-informed,non-SGTF,4.04526,2.1242,Delta
WH-informed,non-SGTF,3.99426,2.12458,Delta
WH-informed,non-SGTF,3.98637,2.2362,Delta
WH-informed,non-SGTF,4.1133,2.27136,Delta
WH-informed,non-SGTF,3.83562,2.18342,Delta
WH-informed,non-SGTF,3.94846,2.21687,Delta
WH-informed,non-SGTF,3.95155,2.21663,Delta
WH-informed,non-SGTF,3.88253,2.17645,Delta
WH-informed,non-SGTF,3.98434,2.1434,Delta
WH-informed,non-SGTF,3.98135,2.12323,Delta
WH-informed,non-SGTF,4.11266,2.08629,Delta
WH-informed,non-SGTF,4.02268,2.08329,Delta
WH-informed,non-SGTF,3.86947,2.17286,Delta
WH-informed,non-SGTF,3.87493,2.14009,Delta
WH-informed,non-SGTF,4.22146,2.46541,Delta
WH-informed,non-SGTF,3.87726,2.0099,Delta
WH-informed,non-SGTF,3.9255,2.11557,Delta
WH-informed,non-SGTF,4.02907,2.15492,Delta
WH-informed,non-SGTF,4.01527,2.10615,Delta
WH-informed,non-SGTF,4.0492,2.28701,Delta
WH-informed,non-SGTF,4.09425,2.3045,Delta
WH-informed,non-SGTF,4.06365,2.20936,Delta
WH-informed,non-SGTF,4.04692,2.32515,Delta
WH-informed,non-SGTF,4.04538,2.19552,Delta
WH-informed,non-SGTF,3.89194,2.10187,Delta
WH-informed,non-SGTF,4.10548,2.3193,Delta
WH-informed,non-SGTF,3.89816,2.24548,Delta
WH-informed,non-SGTF,3.87682,2.02903,Delta
WH-informed,non-SGTF,3.9049,2.05326,Delta
WH-informed,non-SGTF,4.0895,2.21073,Delta
WH-informed,non-SGTF,4.01221,2.18817,Delta
WH-informed,non-SGTF,3.93427,2.09594,Delta
WH-informed,non-SGTF,4.10523,2.38138,Delta
WH-informed,non-SGTF,3.97211,2.1242,Delta
WH-informed,non-SGTF,4.02931,2.27611,Delta
WH-informed,non-SGTF,4.20551,2.22061,Delta
WH-informed,non-SGTF,3.90598,2.15622,Delta
WH-informed,non-SGTF,4.0637,2.24881,Delta
WH-informed,non-SGTF,3.94939,2.1689,Delta
WH-informed,non-SGTF,3.85238,2.32734,Delta
WH-informed,non-SGTF,4.11683,2.24042,Delta
WH-informed,non-SGTF,3.87861,2.35942,Delta
WH-informed,non-SGTF,3.9195,2.35026,Delta
WH-informed,non-SGTF,4.16972,2.43266,Delta
WH-informed,non-SGTF,3.99987,2.29852,Delta
WH-informed,non-SGTF,3.9368,2.28211,Delta
WH-informed,non-SGTF,4.03325,2.16346,Delta
WH-informed,non-SGTF,4.01961,2.23487,Delta
WH-informed,non-SGTF,3.96457,2.25445,Delta
WH-informed,non-SGTF,4.17325,2.19014,Delta
WH-informed,non-SGTF,3.88777,2.07961,Delta
WH-informed,non-SGTF,3.88913,2.29989,Delta
WH-informed,non-SGTF,4.1001,2.2198,Delta
WH-informed,non-SGTF,4.14101,2.22133,Delta
WH-informed,non-SGTF,3.89325,2.19365,Delta
WH-informed,non-SGTF,4.04637,2.15746,Delta
WH-informed,non-SGTF,3.87763,2.13512,Delta
WH-informed,non-SGTF,3.95186,2.06534,Delta
WH-informed,non-SGTF,3.95762,2.06022,Delta
WH-informed,non-SGTF,3.92453,2.2266,Delta
WH-informed,non-SGTF,4.00281,2.35661,Delta
WH-informed,non-SGTF,4.07073,2.29586,Delta
WH-informed,non-SGTF,4.11103,2.2759,Delta
WH-informed,non-SGTF,3.98124,2.28657,Delta
WH-informed,non-SGTF,3.87549,2.03033,Delta
WH-informed,non-SGTF,3.98237,2.28961,Delta
WH-informed,non-SGTF,4.0014,2.25451,Delta
WH-informed,non-SGTF,4.09374,2.21516,Delta
WH-informed,non-SGTF,3.84484,2.13504,Delta
WH-informed,non-SGTF,3.9592,2.24453,Delta
WH-informed,non-SGTF,4.03261,2.31285,Delta
WH-informed,non-SGTF,4.18083,2.19482,Delta
WH-informed,non-SGTF,3.77099,2.06161,Delta
WH-informed,non-SGTF,3.86968,2.09912,Delta
WH-informed,non-SGTF,4.1265,2.32066,Delta
WH-informed,non-SGTF,3.86021,2.19722,Delta
WH-informed,non-SGTF,3.97894,2.29812,Delta
WH-informed,non-SGTF,3.9133,2.25009,Delta
WH-informed,non-SGTF,4.03227,2.29389,Delta
WH-informed,non-SGTF,4.13684,2.37999,Delta
WH-informed,non-SGTF,4.03833,2.20544,Delta
WH-informed,non-SGTF,4.16287,2.26714,Delta
WH-informed,non-SGTF,3.81255,2.21576,Delta
WH-informed,non-SGTF,4.05857,2.23663,Delta
WH-informed,non-SGTF,3.90288,2.19962,Delta
WH-informed,non-SGTF,3.96273,2.20927,Delta
WH-informed,non-SGTF,3.98999,2.14294,Delta
WH-informed,non-SGTF,3.95055,2.21989,Delta
WH-informed,non-SGTF,3.96254,2.22134,Delta
WH-informed,non-SGTF,3.88555,2.06995,Delta
WH-informed,non-SGTF,3.9663,2.18944,Delta
WH-informed,non-SGTF,4.05391,2.3494,Delta
WH-informed,non-SGTF,3.93338,2.23439,Delta
WH-informed,non-SGTF,4.0095,2.20863,Delta
WH-informed,non-SGTF,3.95112,2.1104,Delta
WH-informed,non-SGTF,3.8296,2.1255,Delta
WH-informed,non-SGTF,3.97724,2.07768,Delta
WH-informed,non-SGTF,3.87283,2.21355,Delta
WH-informed,non-SGTF,3.85342,2.14969,Delta
WH-informed,non-SGTF,3.96869,2.3563,Delta
WH-informed,non-SGTF,3.91949,2.13741,Delta
WH-informed,non-SGTF,4.03746,2.24556,Delta
WH-informed,non-SGTF,3.74851,2.18915,Delta
WH-informed,non-SGTF,3.80039,2.10817,Delta
WH-informed,non-SGTF,3.88022,2.2625,Delta
WH-informed,non-SGTF,4.16572,2.35269,Delta
WH-informed,non-SGTF,3.94466,2.19451,Delta
WH-informed,non-SGTF,3.90019,2.16791,Delta
WH-informed,non-SGTF,4.05213,2.26694,Delta
WH-informed,non-SGTF,3.87469,2.3646,Delta
WH-informed,non-SGTF,3.98983,2.23817,Delta
WH-informed,non-SGTF,4.08929,2.33627,Delta
WH-informed,non-SGTF,4.09098,2.27251,Delta
WH-informed,non-SGTF,3.94283,2.30692,Delta
WH-informed,non-SGTF,3.84,2.11864,Delta
WH-informed,non-SGTF,3.99901,2.23953,Delta
WH-informed,non-SGTF,3.9542,2.18949,Delta
WH-informed,non-SGTF,4.08932,2.20104,Delta
WH-informed,non-SGTF,4.15218,2.55637,Delta
WH-informed,non-SGTF,3.99419,2.33557,Delta
WH-informed,non-SGTF,4.05844,2.26589,Delta
WH-informed,non-SGTF,4.07878,2.26189,Delta
WH-informed,non-SGTF,3.93764,2.26268,Delta
WH-informed,non-SGTF,4.06975,2.20004,Delta
WH-informed,non-SGTF,3.92712,2.0499,Delta
WH-informed,non-SGTF,3.91779,2.19637,Delta
WH-informed,non-SGTF,4.11301,2.21372,Delta
WH-informed,non-SGTF,4.02372,2.29361,Delta
WH-informed,non-SGTF,4.14792,2.32514,Delta
WH-informed,non-SGTF,4.08719,2.43288,Delta
WH-informed,non-SGTF,4.16517,2.38812,Delta
WH-informed,non-SGTF,4.05471,2.30606,Delta
WH-informed,non-SGTF,3.97796,2.30213,Delta
WH-informed,non-SGTF,3.98052,2.25859,Delta
WH-informed,non-SGTF,3.92462,2.24372,Delta
WH-informed,non-SGTF,3.8739,2.18992,Delta
WH-informed,non-SGTF,3.86854,2.02488,Delta
WH-informed,non-SGTF,4.02309,2.16145,Delta
WH-informed,non-SGTF,3.93707,2.08723,Delta
WH-informed,non-SGTF,4.04771,2.19074,Delta
WH-informed,non-SGTF,3.98865,2.13951,Delta
WH-informed,non-SGTF,4.02291,2.16491,Delta
WH-informed,non-SGTF,4.11218,2.19165,Delta
WH-informed,non-SGTF,4.08174,2.1739,Delta
WH-informed,non-SGTF,3.94046,2.08589,Delta
WH-informed,non-SGTF,3.93805,2.18091,Delta
WH-informed,non-SGTF,4.00785,2.135,Delta
WH-informed,non-SGTF,3.91327,2.24945,Delta
WH-informed,non-SGTF,3.968,2.19338,Delta
WH-informed,non-SGTF,3.94945,2.22374,Delta
WH-informed,non-SGTF,4.0128,2.24152,Delta
WH-informed,non-SGTF,3.87862,2.17,Delta
WH-informed,non-SGTF,4.0355,2.09762,Delta
WH-informed,non-SGTF,4.03009,2.19205,Delta
WH-informed,non-SGTF,3.77415,2.02488,Delta
WH-informed,non-SGTF,3.95076,2.1734,Delta
WH-informed,non-SGTF,4.0525,2.2879,Delta
WH-informed,non-SGTF,4.11985,2.31583,Delta
WH-informed,non-SGTF,3.88446,2.06902,Delta
WH-informed,non-SGTF,3.94611,2.23439,Delta
WH-informed,non-SGTF,4.12544,2.21494,Delta
WH-informed,non-SGTF,3.93277,2.27172,Delta
WH-informed,non-SGTF,3.77746,2.17496,Delta
WH-informed,non-SGTF,4.0872,2.35097,Delta
WH-informed,non-SGTF,3.94251,2.08641,Delta
WH-informed,non-SGTF,4.01103,2.22632,Delta
WH-informed,non-SGTF,3.97293,2.26322,Delta
WH-informed,non-SGTF,3.97458,2.15484,Delta
WH-informed,non-SGTF,4.117,2.19393,Delta
WH-informed,non-SGTF,3.84401,2.07403,Delta
WH-informed,non-SGTF,3.96078,2.22136,Delta
WH-informed,non-SGTF,4.24454,2.42433,Delta
WH-informed,non-SGTF,4.08222,2.29131,Delta
WH-informed,non-SGTF,4.02349,2.22576,Delta
WH-informed,non-SGTF,3.94321,2.06637,Delta
WH-informed,non-SGTF,4.0529,2.28223,Delta
WH-informed,non-SGTF,3.90594,2.20071,Delta
WH-informed,non-SGTF,4.02551,2.20975,Delta
WH-informed,non-SGTF,4.06517,2.19982,Delta
WH-informed,non-SGTF,3.92866,2.1512,Delta
WH-informed,non-SGTF,3.90056,2.15675,Delta
WH-informed,non-SGTF,3.96414,2.08219,Delta
WH-informed,non-SGTF,3.86124,2.08969,Delta
WH-informed,non-SGTF,4.05625,2.48499,Delta
WH-informed,non-SGTF,4.08584,2.44412,Delta
WH-informed,non-SGTF,3.93301,2.2705,Delta
WH-informed,non-SGTF,3.86645,2.26496,Delta
WH-informed,non-SGTF,4.02034,2.20854,Delta
WH-informed,non-SGTF,3.95029,2.16434,Delta
WH-informed,non-SGTF,4.06187,2.33176,Delta
WH-informed,non-SGTF,3.99936,2.10409,Delta
WH-informed,non-SGTF,3.85179,2.22241,Delta
WH-informed,non-SGTF,4.00179,2.10739,Delta
WH-informed,non-SGTF,4.02677,2.26196,Delta
WH-informed,non-SGTF,4.04008,2.26731,Delta
WH-informed,non-SGTF,3.90198,2.16811,Delta
WH-informed,non-SGTF,3.98176,2.12864,Delta
WH-informed,non-SGTF,3.95812,2.2253,Delta
WH-informed,non-SGTF,4.03165,2.21827,Delta
WH-informed,non-SGTF,3.96716,2.32505,Delta
WH-informed,non-SGTF,4.07874,2.22603,Delta
WH-informed,non-SGTF,4.03632,2.21927,Delta
WH-informed,non-SGTF,3.9908,2.0975799999999998,Delta
WH-informed,non-SGTF,3.92053,2.24179,Delta
WH-informed,non-SGTF,4.02553,2.28793,Delta
WH-informed,non-SGTF,3.87143,2.10564,Delta
WH-informed,non-SGTF,3.98421,2.09324,Delta
WH-informed,non-SGTF,3.75644,2.01928,Delta
WH-informed,non-SGTF,4.03412,2.2596,Delta
WH-informed,non-SGTF,4.10101,2.36158,Delta
WH-informed,non-SGTF,3.9495,2.21004,Delta
WH-informed,non-SGTF,4.00536,2.21227,Delta
WH-informed,non-SGTF,3.97714,2.39336,Delta
WH-informed,non-SGTF,3.97942,2.09898,Delta
WH-informed,non-SGTF,4.0157,2.16469,Delta
WH-informed,non-SGTF,4.09846,2.3587,Delta
WH-informed,non-SGTF,3.94965,2.13408,Delta
WH-informed,non-SGTF,4.05505,2.24812,Delta
WH-informed,non-SGTF,4.12165,2.37535,Delta
WH-informed,non-SGTF,4.19581,2.36045,Delta
WH-informed,non-SGTF,3.92261,2.20468,Delta
WH-informed,non-SGTF,4.05499,2.38542,Delta
WH-informed,non-SGTF,4.01615,2.38588,Delta
WH-informed,non-SGTF,3.93985,2.07518,Delta
WH-informed,non-SGTF,4.06282,2.29446,Delta
WH-informed,non-SGTF,3.91556,2.05116,Delta
WH-informed,non-SGTF,4.06801,2.34485,Delta
WH-informed,non-SGTF,4.09119,2.21719,Delta
WH-informed,non-SGTF,3.99999,2.25857,Delta
WH-informed,non-SGTF,3.93503,2.24181,Delta
WH-informed,non-SGTF,4.00609,2.1365,Delta
WH-informed,non-SGTF,3.96866,2.08475,Delta
WH-informed,non-SGTF,3.96372,2.18783,Delta
WH-informed,non-SGTF,4.01662,2.20484,Delta
WH-informed,non-SGTF,3.94828,2.17639,Delta
WH-informed,non-SGTF,3.82866,2.22667,Delta
WH-informed,non-SGTF,3.87762,2.16318,Delta
WH-informed,non-SGTF,4.00427,2.25939,Delta
