model,strain,mean_gen,sd_gen,strain_label
Lognormal,SGTF,3.1841924,1.6689124,Omicron
Lognormal,SGTF,2.9985911,1.2343134,Omicron
Lognormal,SGTF,2.9679845,1.3281305,Omicron
Lognormal,SGTF,3.0999362,1.7213626,Omicron
Lognormal,SGTF,3.0108796,1.4804255,Omicron
Lognormal,SGTF,3.0483338,1.3825007,Omicron
Lognormal,SGTF,2.8322831,1.1494603,Omicron
Lognormal,SGTF,2.974527,1.5077809,Omicron
Lognormal,SGTF,3.0617939,1.6467139,Omicron
Lognormal,SGTF,2.9990867,1.5696938,Omicron
Lognormal,SGTF,3.0204177,1.4123353,Omicron
Lognormal,SGTF,2.9563144,1.4803068,Omicron
Lognormal,SGTF,2.9715432,1.5697656,Omicron
Lognormal,SGTF,3.0666101,1.683409,Omicron
Lognormal,SGTF,2.7037028,1.1202533,Omicron
Lognormal,SGTF,3.2206532,2.136591,Omicron
Lognormal,SGTF,3.2206532,2.136591,Omicron
Lognormal,SGTF,2.8296526,1.2156982,Omicron
Lognormal,SGTF,3.023159,1.5954378,Omicron
Lognormal,SGTF,3.023159,1.5954378,Omicron
Lognormal,SGTF,2.7834558,1.1463802,Omicron
Lognormal,SGTF,3.1833102,2.0773614,Omicron
Lognormal,SGTF,2.8668656,1.3799406,Omicron
Lognormal,SGTF,3.0782563,1.9383521,Omicron
Lognormal,SGTF,3.0782563,1.9383521,Omicron
Lognormal,SGTF,3.0669909,1.0876524,Omicron
Lognormal,SGTF,3.0518735,1.0823082,Omicron
Lognormal,SGTF,3.0240429,1.0873278,Omicron
Lognormal,SGTF,2.992736,1.3862534,Omicron
Lognormal,SGTF,2.954419,1.729411,Omicron
Lognormal,SGTF,3.1249294,2.0531579,Omicron
Lognormal,SGTF,2.8435062,1.6139705,Omicron
Lognormal,SGTF,3.0582348,2.0208815,Omicron
Lognormal,SGTF,2.9712767,1.4664116,Omicron
Lognormal,SGTF,2.9337553,1.6312162,Omicron
Lognormal,SGTF,3.0123095,1.3461914,Omicron
Lognormal,SGTF,2.8292612,0.90963477,Omicron
Lognormal,SGTF,2.8895831,1.1937785,Omicron
Lognormal,SGTF,2.9813181,1.2504545,Omicron
Lognormal,SGTF,2.9778402,1.2874904,Omicron
Lognormal,SGTF,3.1348647,1.8934095,Omicron
Lognormal,SGTF,3.1406944,1.9423248,Omicron
Lognormal,SGTF,2.8472824,1.48015,Omicron
Lognormal,SGTF,2.8953624,1.5673842,Omicron
Lognormal,SGTF,2.9285025,1.7346104,Omicron
Lognormal,SGTF,3.0868372,2.1073755,Omicron
Lognormal,SGTF,2.9825012,1.4643709,Omicron
Lognormal,SGTF,3.0769548,1.3956113,Omicron
Lognormal,SGTF,3.1362826,1.9724274,Omicron
Lognormal,SGTF,3.0489573,1.7843958,Omicron
Lognormal,SGTF,2.933442,1.5167052,Omicron
Lognormal,SGTF,2.9213782,1.3158022,Omicron
Lognormal,SGTF,3.0469523,1.4502801,Omicron
Lognormal,SGTF,2.9907328,1.524756,Omicron
Lognormal,SGTF,2.9960062,1.5236473,Omicron
Lognormal,SGTF,2.8120545,1.4776129,Omicron
Lognormal,SGTF,2.6708434,1.3255185,Omicron
Lognormal,SGTF,3.048607,1.4722815,Omicron
Lognormal,SGTF,2.8063361000000002,1.0060221,Omicron
Lognormal,SGTF,2.9261495,1.2811307,Omicron
Lognormal,SGTF,2.9261495,1.2811307,Omicron
Lognormal,SGTF,3.0621439,1.7409404,Omicron
Lognormal,SGTF,2.8566556,1.4212024,Omicron
Lognormal,SGTF,3.1345342,1.6591658,Omicron
Lognormal,SGTF,3.0838466,1.6569367,Omicron
Lognormal,SGTF,2.9039571,1.3916804,Omicron
Lognormal,SGTF,2.9466914,1.4542672,Omicron
Lognormal,SGTF,3.0527855,1.5778588,Omicron
Lognormal,SGTF,2.9263851,1.4807603,Omicron
Lognormal,SGTF,2.9805433,1.4768692,Omicron
Lognormal,SGTF,2.9619934,1.374306,Omicron
Lognormal,SGTF,3.0305838,1.4012588,Omicron
Lognormal,SGTF,3.0866048,1.6435703,Omicron
Lognormal,SGTF,2.8582582,1.202093,Omicron
Lognormal,SGTF,2.8890448,1.2471307,Omicron
Lognormal,SGTF,3.1382494,1.7990408,Omicron
Lognormal,SGTF,3.0922587,1.6835656,Omicron
Lognormal,SGTF,2.9539011,1.3213748,Omicron
Lognormal,SGTF,3.108301,1.6664019,Omicron
Lognormal,SGTF,2.8304597,1.114712,Omicron
Lognormal,SGTF,2.8108562,1.0953989,Omicron
Lognormal,SGTF,2.7953842,1.0446581,Omicron
Lognormal,SGTF,2.7644873,1.0153234,Omicron
Lognormal,SGTF,3.1287523,1.5501244,Omicron
Lognormal,SGTF,2.8870076,1.3863353,Omicron
Lognormal,SGTF,2.8994014,1.2899219,Omicron
Lognormal,SGTF,2.8846596,1.2641695,Omicron
Lognormal,SGTF,3.0079606,1.6138297,Omicron
Lognormal,SGTF,2.8446623,1.5563711,Omicron
Lognormal,SGTF,2.8848378,1.3720165,Omicron
Lognormal,SGTF,2.8973359,1.343822,Omicron
Lognormal,SGTF,2.8731571,1.4810333,Omicron
Lognormal,SGTF,2.8977488,1.4957219,Omicron
Lognormal,SGTF,2.8847348,1.6742511,Omicron
Lognormal,SGTF,2.8311161,1.5106947,Omicron
Lognormal,SGTF,2.9058757,1.437376,Omicron
Lognormal,SGTF,2.9582747,1.5849846,Omicron
Lognormal,SGTF,3.1182437,1.8081526,Omicron
Lognormal,SGTF,2.9787337,1.4092901,Omicron
Lognormal,SGTF,2.9979065,1.8272556,Omicron
Lognormal,SGTF,2.8015146,1.2707749,Omicron
Lognormal,SGTF,2.9018846,1.5433617,Omicron
Lognormal,SGTF,3.1108358,2.0499034,Omicron
Lognormal,SGTF,3.1122003,1.9383964,Omicron
Lognormal,SGTF,2.9025844,1.4047127,Omicron
Lognormal,SGTF,3.0857378,1.9976741,Omicron
Lognormal,SGTF,2.8891966,1.1252619,Omicron
Lognormal,SGTF,2.9111206,1.7484461,Omicron
Lognormal,SGTF,3.0332693,1.9128673,Omicron
Lognormal,SGTF,2.9535634,1.1371895,Omicron
Lognormal,SGTF,3.0524641,1.9001679,Omicron
Lognormal,SGTF,2.8584971,1.4701309,Omicron
Lognormal,SGTF,2.8783708,1.3709949,Omicron
Lognormal,SGTF,2.9626277,1.771163,Omicron
Lognormal,SGTF,2.9225249,1.626045,Omicron
Lognormal,SGTF,2.9150389,1.3718361,Omicron
Lognormal,SGTF,2.8816023,1.2225048,Omicron
Lognormal,SGTF,2.9458022,1.5279763,Omicron
Lognormal,SGTF,2.9910981,1.64876,Omicron
Lognormal,SGTF,2.7921863,1.3329449,Omicron
Lognormal,SGTF,3.1795899,1.6402518,Omicron
Lognormal,SGTF,2.8277284,1.3958191,Omicron
Lognormal,SGTF,3.0653259,1.7519763,Omicron
Lognormal,SGTF,2.8077859,1.2011947,Omicron
Lognormal,SGTF,3.0942687,1.7128788,Omicron
Lognormal,SGTF,2.945378,1.4710506,Omicron
Lognormal,SGTF,3.0435324,1.6297417,Omicron
Lognormal,SGTF,2.7604809,1.4226877,Omicron
Lognormal,SGTF,3.0866676,1.8041793,Omicron
Lognormal,SGTF,3.0332615,1.6286784,Omicron
Lognormal,SGTF,2.8154759,1.2665964,Omicron
Lognormal,SGTF,2.8596546,1.7404887,Omicron
Lognormal,SGTF,2.8773892,1.7953117,Omicron
Lognormal,SGTF,2.9337911,1.8491575,Omicron
Lognormal,SGTF,2.7841076,1.4985398,Omicron
Lognormal,SGTF,2.9325518,1.3745972,Omicron
Lognormal,SGTF,2.9487804,1.3810233,Omicron
Lognormal,SGTF,3.1045918,2.0093018,Omicron
Lognormal,SGTF,3.0612103,2.0787511,Omicron
Lognormal,SGTF,3.0883696,1.3576675,Omicron
Lognormal,SGTF,2.9564446,1.2716543,Omicron
Lognormal,SGTF,2.9249246,1.7838847,Omicron
Lognormal,SGTF,3.0078722,1.6951272,Omicron
Lognormal,SGTF,2.9840732,1.3940863,Omicron
Lognormal,SGTF,2.8325946,1.170197,Omicron
Lognormal,SGTF,2.8159529,0.95687313,Omicron
Lognormal,SGTF,2.91174,1.2600612,Omicron
Lognormal,SGTF,2.9046798,1.6762512,Omicron
Lognormal,SGTF,2.9094963,1.4573406,Omicron
Lognormal,SGTF,2.9132432,1.4339546,Omicron
Lognormal,SGTF,2.9039609,1.5126358,Omicron
Lognormal,SGTF,2.975378,1.6796041,Omicron
Lognormal,SGTF,2.9951032,1.4123015,Omicron
Lognormal,SGTF,3.0044918,1.5548134,Omicron
Lognormal,SGTF,3.1671164,1.6265269,Omicron
Lognormal,SGTF,3.0975721,1.6449687,Omicron
Lognormal,SGTF,2.9343522,1.3068051999999999,Omicron
Lognormal,SGTF,3.0319868,1.7775948,Omicron
Lognormal,SGTF,2.9804881,1.650378,Omicron
Lognormal,SGTF,2.9467467,1.5849609,Omicron
Lognormal,SGTF,2.9922348,1.5724918,Omicron
Lognormal,SGTF,2.8785147,1.3280808,Omicron
Lognormal,SGTF,2.8947506,1.3446377,Omicron
Lognormal,SGTF,3.0838184,1.6565664,Omicron
Lognormal,SGTF,2.9496065,1.2936693,Omicron
Lognormal,SGTF,2.9583687,1.6144298,Omicron
Lognormal,SGTF,2.8981172,1.3209548,Omicron
Lognormal,SGTF,2.9869156,1.3096702,Omicron
Lognormal,SGTF,3.1250858,2.000318,Omicron
Lognormal,SGTF,2.8120764,1.2227774,Omicron
Lognormal,SGTF,2.8294617,1.19121,Omicron
Lognormal,SGTF,2.7801316,1.3419479,Omicron
Lognormal,SGTF,2.9984416,1.7272667,Omicron
Lognormal,SGTF,2.8938161,1.4394249,Omicron
Lognormal,SGTF,3.1371398,1.7218166,Omicron
Lognormal,SGTF,3.0554787,1.8002177,Omicron
Lognormal,SGTF,3.0554787,1.8002177,Omicron
Lognormal,SGTF,2.9110811,1.3712492,Omicron
Lognormal,SGTF,3.2347085,1.952585,Omicron
Lognormal,SGTF,2.9759283,1.4807343,Omicron
Lognormal,SGTF,2.9253205,1.3900853,Omicron
Lognormal,SGTF,2.9617565,1.5383254,Omicron
Lognormal,SGTF,3.0149543,1.8929689,Omicron
Lognormal,SGTF,2.9796999,1.6556328,Omicron
Lognormal,SGTF,2.8759938,1.4310542,Omicron
Lognormal,SGTF,2.9576138,1.4990203,Omicron
Lognormal,SGTF,2.9523726,1.9129493,Omicron
Lognormal,SGTF,3.0372454,2.1465259,Omicron
Lognormal,SGTF,3.0372454,2.1465259,Omicron
Lognormal,SGTF,3.0312191,1.1100596,Omicron
Lognormal,SGTF,3.1499493,1.8757145,Omicron
Lognormal,SGTF,2.6976236,1.2469405,Omicron
Lognormal,SGTF,2.7454629,1.2946694,Omicron
Lognormal,SGTF,2.8813645,1.4785196,Omicron
Lognormal,SGTF,3.0540573,1.3511618,Omicron
Lognormal,SGTF,2.9179098,1.2054731,Omicron
Lognormal,SGTF,2.931301,1.3031135,Omicron
Lognormal,SGTF,2.9631434,1.3165804,Omicron
Lognormal,SGTF,2.8691568,1.5270227,Omicron
Lognormal,SGTF,2.899194,1.6256452,Omicron
Lognormal,SGTF,2.789749,1.2266552,Omicron
Lognormal,SGTF,2.8343431,1.3467389,Omicron
Lognormal,SGTF,2.8273042,1.3381039,Omicron
Lognormal,SGTF,2.8081766,1.2833124,Omicron
Lognormal,SGTF,2.9237137,1.5635709,Omicron
Lognormal,SGTF,3.0129111,1.7070608,Omicron
Lognormal,SGTF,2.9358899,1.1312711,Omicron
Lognormal,SGTF,3.08196,2.0956917,Omicron
Lognormal,SGTF,2.9750375,1.0544703,Omicron
Lognormal,SGTF,2.7811505,1.2495759,Omicron
Lognormal,SGTF,2.9085083,1.5382788,Omicron
Lognormal,SGTF,3.0732335,1.7068311,Omicron
Lognormal,SGTF,3.0196916,1.6698766,Omicron
Lognormal,SGTF,2.8648728,1.3390398,Omicron
Lognormal,SGTF,2.9899755,1.5293197,Omicron
Lognormal,SGTF,2.9898746,1.499767,Omicron
Lognormal,SGTF,2.9377807,1.2290391,Omicron
Lognormal,SGTF,3.2492779,1.7558367,Omicron
Lognormal,SGTF,2.9375257,1.1545324,Omicron
Lognormal,SGTF,2.9717061,1.7614522,Omicron
Lognormal,SGTF,2.9088468,1.7276025,Omicron
Lognormal,SGTF,2.9422451,1.4634578,Omicron
Lognormal,SGTF,2.9422451,1.4634578,Omicron
Lognormal,SGTF,3.0125692,1.5939977,Omicron
Lognormal,SGTF,3.0379063,1.8040356,Omicron
Lognormal,SGTF,3.0253016,1.7591449,Omicron
Lognormal,SGTF,2.8047304,1.1420577,Omicron
Lognormal,SGTF,2.8798701,1.1548426,Omicron
Lognormal,SGTF,2.9158152,1.2186504,Omicron
Lognormal,SGTF,2.9012651,1.2023233,Omicron
Lognormal,SGTF,2.8920272,1.2725511,Omicron
Lognormal,SGTF,3.0657238,1.5219953,Omicron
Lognormal,SGTF,2.8711631,1.4080658,Omicron
Lognormal,SGTF,3.0051417,1.6253031,Omicron
Lognormal,SGTF,3.0377186,1.6273855,Omicron
Lognormal,SGTF,3.0095823,1.5438199,Omicron
Lognormal,SGTF,2.865118,1.3532406,Omicron
Lognormal,SGTF,3.1874654,1.7661055,Omicron
Lognormal,SGTF,2.863632,1.4181655,Omicron
Lognormal,SGTF,3.1005788,1.6034592,Omicron
Lognormal,SGTF,2.8317587,1.2051344,Omicron
Lognormal,SGTF,2.8484246,1.3129311,Omicron
Lognormal,SGTF,3.1721849,1.7516005,Omicron
Lognormal,SGTF,2.7960222,1.335503,Omicron
Lognormal,SGTF,3.0577733,1.1996569,Omicron
Lognormal,SGTF,3.0203247,1.1714310000000001,Omicron
Lognormal,SGTF,2.8601031,1.2121654,Omicron
Lognormal,SGTF,2.9119721,1.4922834,Omicron
Lognormal,SGTF,2.8234926,1.3711659,Omicron
Lognormal,SGTF,2.8392118,1.5948561,Omicron
Lognormal,SGTF,2.9925624,1.611776,Omicron
Lognormal,SGTF,2.9744563,1.6136051,Omicron
Lognormal,SGTF,2.9760888,1.349333,Omicron
Lognormal,SGTF,3.0373066,1.4684807,Omicron
Lognormal,SGTF,3.0243297,1.5745174,Omicron
Lognormal,SGTF,2.9653162,1.4667272,Omicron
Lognormal,SGTF,3.0208915,1.6468585,Omicron
Lognormal,SGTF,3.2177077,1.7405866,Omicron
Lognormal,SGTF,3.2043395,1.8422393,Omicron
Lognormal,SGTF,3.2335037,1.6896072,Omicron
Lognormal,SGTF,3.1331323,1.7029476,Omicron
Lognormal,SGTF,3.0155363,1.1894149999999999,Omicron
Lognormal,SGTF,3.0265503,1.164095,Omicron
Lognormal,SGTF,2.7839951,1.2362531,Omicron
Lognormal,SGTF,3.0762157,1.7871407,Omicron
Lognormal,SGTF,2.9732373,1.6190742,Omicron
Lognormal,SGTF,2.9666223,1.3314489,Omicron
Lognormal,SGTF,2.878541,1.3727574,Omicron
Lognormal,SGTF,3.0006014,1.4463771,Omicron
Lognormal,SGTF,2.9153825,1.4470112,Omicron
Lognormal,SGTF,2.8549788,1.4370077,Omicron
Lognormal,SGTF,3.2070269,1.7558207,Omicron
Lognormal,SGTF,2.8823553,1.4379101,Omicron
Lognormal,SGTF,3.0116184,1.560087,Omicron
Lognormal,SGTF,2.8584995,1.2722991,Omicron
Lognormal,SGTF,2.7818474,1.3303697,Omicron
Lognormal,SGTF,3.0236594,1.6092211,Omicron
Lognormal,SGTF,3.0295179,1.6346416,Omicron
Lognormal,SGTF,2.9498492,1.5207708,Omicron
Lognormal,SGTF,2.9875979,1.514973,Omicron
Lognormal,SGTF,2.9169755,1.3949798,Omicron
Lognormal,SGTF,2.9959936,1.5336839,Omicron
Lognormal,SGTF,2.9896997,1.6408364,Omicron
Lognormal,SGTF,2.8914508,1.3981005,Omicron
Lognormal,SGTF,2.8859219,1.404415,Omicron
Lognormal,SGTF,3.0117889,1.4423548,Omicron
Lognormal,SGTF,3.0115258,1.3575432,Omicron
Lognormal,SGTF,3.0129185,1.4447524,Omicron
Lognormal,SGTF,2.9734349,1.4402738,Omicron
Lognormal,SGTF,2.8659282,1.4263442,Omicron
Lognormal,SGTF,2.8941731,1.449857,Omicron
Lognormal,SGTF,3.0192493,1.4726193,Omicron
Lognormal,SGTF,3.1334689,1.6379468,Omicron
Lognormal,SGTF,2.95008,1.3136759,Omicron
Lognormal,SGTF,3.2088138,1.8787715,Omicron
Lognormal,SGTF,2.8917273,1.1353201,Omicron
Lognormal,SGTF,2.7969983,1.2737002,Omicron
Lognormal,SGTF,3.2254481,1.9702083,Omicron
Lognormal,SGTF,3.1895115,2.0924961,Omicron
Lognormal,SGTF,2.7793175,1.3638728,Omicron
Lognormal,SGTF,2.8856397,1.2397321,Omicron
Lognormal,SGTF,2.8701313,1.2009329,Omicron
Lognormal,SGTF,2.843886,1.2953453,Omicron
Lognormal,SGTF,3.0823693,2.1738713,Omicron
Lognormal,SGTF,3.0270411,1.5206525,Omicron
Lognormal,SGTF,3.0030502,1.4700859,Omicron
Lognormal,SGTF,2.9354839,1.7248076,Omicron
Lognormal,SGTF,2.9796379,1.6472211,Omicron
Lognormal,SGTF,2.90518,1.408671,Omicron
Lognormal,SGTF,3.0478191,1.5368352,Omicron
Lognormal,SGTF,3.0079749,1.5607894,Omicron
Lognormal,SGTF,2.9545628,1.4988994,Omicron
Lognormal,SGTF,3.0705694,1.6839837,Omicron
Lognormal,SGTF,3.0775791,1.6968224,Omicron
Lognormal,SGTF,2.8701565000000002,1.2585796,Omicron
Lognormal,SGTF,3.0762919,1.6707677,Omicron
Lognormal,SGTF,3.0907202,1.6681652,Omicron
Lognormal,SGTF,2.8366146,1.327925,Omicron
Lognormal,SGTF,3.1073866,1.5563876,Omicron
Lognormal,SGTF,3.1247707,1.7729684000000001,Omicron
Lognormal,SGTF,2.7703595,1.1166987,Omicron
Lognormal,SGTF,3.2346099,2.1376876,Omicron
Lognormal,SGTF,2.8445266,1.3882916,Omicron
Lognormal,SGTF,2.8990618,1.3279579,Omicron
Lognormal,SGTF,3.0067148,1.4034048,Omicron
Lognormal,SGTF,3.02068,1.416384,Omicron
Lognormal,SGTF,2.9675728,1.5270555,Omicron
Lognormal,SGTF,3.0036224,1.6646352,Omicron
Lognormal,SGTF,2.9869094,1.7024922,Omicron
Lognormal,SGTF,2.8728617,1.4868482,Omicron
Lognormal,SGTF,2.9095805,1.4402721,Omicron
Lognormal,SGTF,2.8757705,1.4226653,Omicron
Lognormal,SGTF,2.9838523,1.5107436,Omicron
Lognormal,SGTF,2.9280386,1.4470837,Omicron
Lognormal,SGTF,2.923846,1.4407777,Omicron
Lognormal,SGTF,3.114144,1.7987936,Omicron
Lognormal,SGTF,3.1011319,1.9531678,Omicron
Lognormal,SGTF,2.8478655,1.647688,Omicron
Lognormal,SGTF,2.8203769,1.4086862,Omicron
Lognormal,SGTF,3.0619366,1.9385227,Omicron
Lognormal,SGTF,2.8282846,1.4220365,Omicron
Lognormal,SGTF,2.9499024,1.8775402,Omicron
Lognormal,SGTF,2.7730157,1.426828,Omicron
Lognormal,SGTF,2.915962,1.6367792,Omicron
Lognormal,SGTF,2.9715884,1.761369,Omicron
Lognormal,SGTF,2.8824175,1.8543229,Omicron
Lognormal,SGTF,2.7734726,1.5358416,Omicron
Lognormal,SGTF,3.0801485,1.6097777,Omicron
Lognormal,SGTF,3.0677729,1.57322,Omicron
Lognormal,SGTF,3.0864091,1.1461077,Omicron
Lognormal,SGTF,3.1027045,1.1368067,Omicron
Lognormal,SGTF,3.0971453,0.99811316,Omicron
Lognormal,SGTF,2.7603281,1.1760553,Omicron
Lognormal,SGTF,3.1193371,1.626281,Omicron
Lognormal,SGTF,3.1153631,1.5178462,Omicron
Lognormal,SGTF,3.1144983,1.7099415,Omicron
Lognormal,SGTF,3.0388294,1.4898758,Omicron
Lognormal,SGTF,3.1201579,1.8173192,Omicron
Lognormal,SGTF,3.0474066,1.7417846,Omicron
Lognormal,SGTF,3.0942653,1.7902174,Omicron
Lognormal,SGTF,3.1511978,1.8179658,Omicron
Lognormal,SGTF,3.1507238,1.63733,Omicron
Lognormal,SGTF,3.1030683,1.5752987,Omicron
Lognormal,SGTF,2.9013255,1.8179119,Omicron
Lognormal,SGTF,3.0001866,1.8092506,Omicron
Lognormal,SGTF,2.9993049,1.6344981,Omicron
Lognormal,SGTF,3.0189162,1.6015518,Omicron
Lognormal,SGTF,3.0786781,1.672171,Omicron
Lognormal,SGTF,3.0357751,1.4207071,Omicron
Lognormal,SGTF,2.9030148,1.4118284,Omicron
Lognormal,SGTF,2.9594213,1.8599382,Omicron
Lognormal,SGTF,2.8330005,1.4334479,Omicron
Lognormal,SGTF,2.939761,1.4380993,Omicron
Lognormal,SGTF,3.0782117,1.7923851,Omicron
Lognormal,SGTF,2.9833524,1.5395946,Omicron
Lognormal,SGTF,2.9614295,1.4504647,Omicron
Lognormal,SGTF,3.0548721,1.6051994,Omicron
Lognormal,SGTF,2.9434986,1.5295514,Omicron
Lognormal,SGTF,3.0810388,1.7919174,Omicron
Lognormal,SGTF,3.0199212,1.8294285,Omicron
Lognormal,SGTF,3.1355524,1.8324999,Omicron
Lognormal,SGTF,2.9773562,1.4977712,Omicron
Lognormal,SGTF,3.0303652,1.8625761,Omicron
Lognormal,SGTF,2.9932005,1.7694073,Omicron
Lognormal,SGTF,2.911652,1.4672527,Omicron
Lognormal,SGTF,2.8313472,1.3959145,Omicron
Lognormal,SGTF,2.9743148,1.4134864,Omicron
Lognormal,SGTF,2.9539398,1.3086917,Omicron
Lognormal,SGTF,2.7823678,1.088081,Omicron
Lognormal,SGTF,3.0079467,1.2824834,Omicron
Lognormal,SGTF,2.8476139,1.1418293,Omicron
Lognormal,SGTF,2.7718083,1.2185248,Omicron
Lognormal,SGTF,3.1340754,1.9783158,Omicron
Lognormal,SGTF,3.0224402,1.4380458,Omicron
Lognormal,SGTF,2.7668713,1.4422465,Omicron
Lognormal,SGTF,2.7633247,1.399042,Omicron
Lognormal,SGTF,3.1943699,1.5735774,Omicron
Lognormal,SGTF,3.2633517,1.6625313,Omicron
Lognormal,SGTF,3.0110125,1.2482347,Omicron
Lognormal,SGTF,2.8807223,1.2487734,Omicron
Lognormal,SGTF,2.8821027,1.296681,Omicron
Lognormal,SGTF,2.9220717,1.3186029,Omicron
Lognormal,SGTF,2.8838652,1.139813,Omicron
Lognormal,SGTF,2.8963247,1.6528211,Omicron
Lognormal,SGTF,3.0991669,2.0381136,Omicron
Lognormal,SGTF,3.0170107,1.7373669,Omicron
Lognormal,SGTF,2.9601725,1.6371985,Omicron
Lognormal,SGTF,2.9959655,1.3364737,Omicron
Lognormal,SGTF,3.1116425,1.5807447,Omicron
Lognormal,SGTF,3.1632609,1.6604156,Omicron
Lognormal,SGTF,2.8548667,1.2282099,Omicron
Lognormal,SGTF,2.9748569,1.3964899,Omicron
Lognormal,SGTF,2.9074925,1.3323868,Omicron
Lognormal,SGTF,2.713757,1.0752619,Omicron
Lognormal,SGTF,3.0978506,1.8513573,Omicron
Lognormal,SGTF,2.8826847,1.2605265,Omicron
Lognormal,SGTF,3.097297,1.5319548,Omicron
Lognormal,SGTF,2.9068088,1.3526098,Omicron
Lognormal,SGTF,3.0905741,1.5666988,Omicron
Lognormal,SGTF,3.0187387,1.4852598,Omicron
Lognormal,SGTF,2.9134338,1.5109515,Omicron
Lognormal,SGTF,2.9562325,1.2932914,Omicron
Lognormal,SGTF,3.1595578,1.7120509,Omicron
Lognormal,SGTF,2.6392596,1.3873362,Omicron
Lognormal,SGTF,3.1619534,2.2302971,Omicron
Lognormal,SGTF,3.0755888,2.0116904,Omicron
Lognormal,SGTF,2.8072458,1.5846821,Omicron
Lognormal,SGTF,2.7511574,1.4054697,Omicron
Lognormal,SGTF,3.1251332,2.1544084,Omicron
Lognormal,SGTF,2.890269,1.5354692,Omicron
Lognormal,SGTF,2.8843856,1.4751316,Omicron
Lognormal,SGTF,3.0419197,1.4134196,Omicron
Lognormal,SGTF,2.8592157,1.1364845,Omicron
Lognormal,SGTF,3.0329934,1.478745,Omicron
Lognormal,SGTF,2.8958743,1.2132643,Omicron
Lognormal,SGTF,3.0676719,1.7091678,Omicron
Lognormal,SGTF,3.1203532,1.8567287,Omicron
Lognormal,SGTF,3.1144485,1.8296668,Omicron
Lognormal,SGTF,2.8632604,1.3801074,Omicron
Lognormal,SGTF,2.9486118,1.3328233,Omicron
Lognormal,SGTF,2.798057,1.0898064,Omicron
Lognormal,SGTF,2.8804049,0.86972859,Omicron
Lognormal,SGTF,2.8922711,1.4221305,Omicron
Lognormal,SGTF,3.0492695,1.8366505,Omicron
Lognormal,SGTF,3.036695,1.4806316,Omicron
Lognormal,SGTF,3.1530433,1.4427368,Omicron
Lognormal,SGTF,3.1477081,1.3956169,Omicron
Lognormal,SGTF,3.1627612,1.4234238,Omicron
Lognormal,SGTF,2.9868379,1.2071003,Omicron
Lognormal,SGTF,3.0016987999999998,1.2825469,Omicron
Lognormal,SGTF,2.9475611,1.3731747,Omicron
Lognormal,SGTF,3.0758554,1.7289636,Omicron
Lognormal,SGTF,2.9520777,1.6392024,Omicron
Lognormal,SGTF,2.9492083,1.7320223,Omicron
Lognormal,SGTF,2.7691954,1.0003978,Omicron
Lognormal,SGTF,2.6614309,0.8397134,Omicron
Lognormal,SGTF,3.1224374,1.8145275,Omicron
Lognormal,SGTF,2.8903361,1.407585,Omicron
Lognormal,SGTF,2.8383254,1.3850525,Omicron
Lognormal,SGTF,2.8696881,0.9275742,Omicron
Lognormal,SGTF,2.7958472,1.13006,Omicron
Lognormal,SGTF,3.0545702,1.8361305,Omicron
Lognormal,SGTF,2.9627413,1.6326679,Omicron
Lognormal,SGTF,3.0269419,1.6217972,Omicron
Lognormal,SGTF,3.0012747,1.8902517,Omicron
Lognormal,SGTF,2.8031297,1.4733897,Omicron
Lognormal,SGTF,2.9309487,1.6003227,Omicron
Lognormal,SGTF,2.9688511,1.3448631,Omicron
Lognormal,SGTF,2.814173,1.2698418,Omicron
Lognormal,SGTF,2.9763532,1.5484048,Omicron
Lognormal,SGTF,3.1061724,1.5500471,Omicron
Lognormal,SGTF,2.7583535,1.1755293,Omicron
Lognormal,SGTF,3.1470826,1.8491047,Omicron
Lognormal,SGTF,2.8745465,1.4747278,Omicron
Lognormal,SGTF,3.0144713,1.8661778,Omicron
Lognormal,SGTF,3.0247341,1.9216624,Omicron
Lognormal,SGTF,2.9600188,1.105699,Omicron
Lognormal,SGTF,2.8919705000000002,1.0825737,Omicron
Lognormal,SGTF,2.954355,1.159755,Omicron
Lognormal,SGTF,3.1878802999999998,2.1101378,Omicron
Lognormal,SGTF,2.94842,1.1881256,Omicron
Lognormal,SGTF,2.9721573,1.4070194,Omicron
Lognormal,SGTF,3.0334235,1.7371494,Omicron
Lognormal,SGTF,3.0004055,1.2876677,Omicron
Lognormal,SGTF,2.940679,1.8231953,Omicron
Lognormal,SGTF,2.9247781,1.7560685,Omicron
Lognormal,SGTF,2.9816257,1.4678887,Omicron
Lognormal,SGTF,3.0531259,1.7399895,Omicron
Lognormal,SGTF,3.1145908,1.55473,Omicron
Lognormal,SGTF,2.819401,1.4571258,Omicron
Lognormal,SGTF,2.8108225,1.2876575,Omicron
Lognormal,SGTF,2.9732201,1.4138668,Omicron
Lognormal,SGTF,3.0097368,1.4284275,Omicron
Lognormal,SGTF,2.8979185,1.1691415,Omicron
Lognormal,SGTF,2.9067571,1.2077309,Omicron
Lognormal,SGTF,2.7709369,1.1280479,Omicron
Lognormal,SGTF,2.8448433,1.0173166,Omicron
Lognormal,SGTF,3.0320386,0.89015572,Omicron
Lognormal,SGTF,2.6263604,1.0132906,Omicron
Lognormal,SGTF,2.8726244,1.3777946,Omicron
Lognormal,SGTF,3.0883987,1.7687354,Omicron
