prior_scenario,accuracy,strength,job_id,rep_id,n_pairs,true_mean_gen,true_sd_gen,mean_gen_median,mean_gen_q05,mean_gen_q95,mean_gen_error,mean_gen_abs_error,mean_gen_ci_width,mean_gen_covered,sd_gen_median,sd_gen_q05,sd_gen_q95,sd_gen_error,sd_gen_abs_error,sd_gen_ci_width,sd_gen_covered,expected_train_lpd,expected_test_lpd,test_lpd_per_pair,kl_true_to_postmean,tv_true_to_postmean,rmse_p_si,waic,looic,max_pareto_k,max_rhat,min_ess_bulk,min_ess_tail,n_divergent,max_treedepth_hit
accurate_moderate,accurate,moderate,132,14,200,5.060354079778466,2.427456447399629,5.209535000000001,4.8103835,5.664065,0.14918092022153484,0.14918092022153484,0.8536814999999995,TRUE,2.530495,2.2292685,3.026016,0.10303855260037098,0.10303855260037098,0.7967474999999999,TRUE,-688.5980481666667,-17017.599124735036,-3.4035198249470073,0.0018557441931669099,0.020866371008160616,9.299862001064141e-4,1387.7169021634509,1387.98698758863,Inf,1.0057917678342878,622.2285700768923,550.6344844388539,0,0
accurate_strong,accurate,strong,133,14,200,5.060354079778466,2.427456447399629,5.22706,4.820981499999999,5.636051,0.16670592022153397,0.16670592022153397,0.8150695000000008,TRUE,2.4847,2.2491295,2.781441,0.05724355260037095,0.05724355260037095,0.5323115,TRUE,-688.411757675,-17009.9369434658,-3.40198738869316,0.0016154633782859437,0.02139849891304704,9.912494195289123e-4,1385.341303752582,1385.4970192464507,Inf,1.0073777616146833,898.4564026937671,607.1965592982282,0,0
mildly_wrong_weak,mildly_wrong,weak,134,14,200,5.060354079778466,2.427456447399629,5.253864999999999,4.835745,5.6723265,0.1935109202215335,0.1935109202215335,0.8365814999999994,TRUE,2.5718,2.199417,3.1378365,0.1443435526003709,0.1443435526003709,0.9384195000000002,TRUE,-688.6595165333333,-17023.3881990781,-3.40467763981562,0.0023357317213222217,0.02170372866870529,9.243155272689815e-4,1388.6256822430876,1388.6064537479765,Inf,1.00806667139614,446.93829745346693,507.14730083537603,0,0
mildly_wrong_moderate,mildly_wrong,moderate,135,14,200,5.060354079778466,2.427456447399629,5.267335,4.858273499999999,5.697560999999999,0.20698092022153425,0.20698092022153425,0.8392875000000002,TRUE,2.54366,2.2303520000000003,3.0259704999999997,0.11620355260037085,0.11620355260037085,0.7956184999999993,TRUE,-688.5531823083334,-17020.854153557037,-3.4041708307114074,0.0022077788906407244,0.02057635915836732,8.540111468523333e-4,1387.884180096429,1388.1724657994425,Inf,1.0146649444639988,384.20349938254725,488.8608712350123,0,0
mildly_wrong_strong,mildly_wrong,strong,136,14,200,5.060354079778466,2.427456447399629,5.265875,4.886065,5.6670685,0.20552092022153445,0.20552092022153445,0.7810034999999997,TRUE,2.53324,2.2597880000000004,2.8585555,0.10578355260037098,0.10578355260037098,0.5987674999999997,TRUE,-688.3510861833333,-17016.184901873115,-3.403236980374623,0.0022084485448000115,0.021594441857892114,9.145632091161763e-4,1385.7726025162997,1385.7629778667556,Inf,1.0071582826119063,717.8584550360258,519.4527932353429,0,0
badly_wrong_weak,badly_wrong,weak,137,14,200,5.060354079778466,2.427456447399629,5.27045,4.845676500000001,5.7274905,0.21009592022153445,0.21009592022153445,0.8818139999999994,TRUE,2.593985,2.208703,3.151198,0.1665285526003708,0.1665285526003708,0.9424950000000001,TRUE,-688.7057841416666,-17029.155971491702,-3.4058311942983406,0.002815652725151779,0.022079276205029565,8.953221413325117e-4,1390.0117032679525,1390.056715591892,Inf,1.0115805139431073,524.8021907593438,452.69472475737973,0,0
badly_wrong_moderate,badly_wrong,moderate,138,14,200,5.060354079778466,2.427456447399629,5.313725,4.870145999999999,5.753107,0.25337092022153396,0.25337092022153396,0.8829610000000008,TRUE,2.5915,2.206439,3.09372,0.16404355260037073,0.16404355260037073,0.8872809999999998,TRUE,-688.5628571916667,-17028.21418147461,-3.405642836294922,0.0032524708664732702,0.021909336197107273,8.890283999176002e-4,1388.1796704898443,1388.264253605861,Inf,1.0082611207528411,594.9656756669569,626.1786395304313,0,0
badly_wrong_strong,badly_wrong,strong,139,14,200,5.060354079778466,2.427456447399629,5.348145000000001,4.9654125,5.77134,0.28779092022153474,0.28779092022153474,0.8059275000000001,TRUE,2.70954,2.3885264999999998,3.063776,0.2820835526003709,0.2820835526003709,0.6752495000000001,TRUE,-688.3608951833334,-17031.509377760653,-3.4063018755521304,0.004542280685092585,0.02448030963305728,9.86223182950058e-4,1385.7844217808388,1385.9813136207563,Inf,1.0111810615363954,721.0185852716747,448.81601169656733,0,0
manuscript_default,manuscript_default,default,140,14,200,5.060354079778466,2.427456447399629,5.22955,4.8326435,5.668166500000001,0.16919592022153385,0.16919592022153385,0.8355230000000011,TRUE,2.5877749999999997,2.2057385,3.142221,0.16031855260037053,0.16031855260037053,0.9364825000000003,TRUE,-688.7506741083333,-17024.08865170387,-3.404817730340774,0.002289842116311762,0.022444447651618193,9.892699547157382e-4,1389.3001476781978,1389.2928105657647,Inf,1.0102131419775595,374.60366282372706,287.1111023508682,0,0
accurate_weak,accurate,weak,141,15,200,5.060354079778466,2.427456447399629,4.941275,4.517118999999999,5.3737414999999995,-0.11907907977846577,0.11907907977846577,0.8566225000000003,TRUE,2.43887,2.052202,3.062042,0.011413552600370913,0.011413552600370913,1.00984,TRUE,-675.189890775,-17039.231003086206,-3.407846200617241,0.0011949606158066324,0.021525589191886237,0.001125089935357998,1364.56174365544,1364.8801736757382,Inf,1.0103723939422813,366.16144356317994,246.44435369308502,0,0
accurate_moderate,accurate,moderate,142,15,200,5.060354079778466,2.427456447399629,4.93905,4.539066,5.3402115,-0.12130407977846591,0.12130407977846591,0.8011454999999996,TRUE,2.397325,2.080674,2.831384,-0.030131447399629252,0.030131447399629252,0.7507099999999998,TRUE,-674.9965905166666,-17029.61182867055,-3.40592236573411,9.922945634875306e-4,0.018516500481556564,9.186438604876823e-4,1360.9278683910711,1361.0724432727511,Inf,1.0072587404413291,592.7517950484033,661.7201349043163,0,0
accurate_strong,accurate,strong,143,15,200,5.060354079778466,2.427456447399629,4.96917,4.5770645,5.353431499999999,-0.09118407977846577,0.09118407977846577,0.7763669999999996,TRUE,2.370515,2.1512985,2.6636254999999998,-0.05694144739962903,0.05694144739962903,0.512327,TRUE,-674.902291675,-17021.56220192175,-3.4043124403843503,6.409588891864664e-4,0.013995161434281568,6.73587419763682e-4,1358.5153250617923,1358.7044368898507,Inf,1.0145141875044463,685.5443999113023,651.3333134098712,0,0
mildly_wrong_weak,mildly_wrong,weak,144,15,200,5.060354079778466,2.427456447399629,4.952385,4.521268,5.4166490000000005,-0.10796907977846626,0.10796907977846626,0.8953810000000004,TRUE,2.421635,2.0465425,3.0060335,-0.005821447399628976,0.005821447399628976,0.9594909999999999,TRUE,-675.1523444916667,-17037.92597960364,-3.4075851959207277,0.0013055242653248335,0.022530976333600468,0.001144943506345752,1364.4940943961078,1364.6690490643844,Inf,1.0061607144346303,667.5951714461719,463.3668858120375,0,0
mildly_wrong_moderate,mildly_wrong,moderate,145,15,200,5.060354079778466,2.427456447399629,4.98118,4.5837105,5.370724500000001,-0.07917407977846569,0.07917407977846569,0.787014000000001,TRUE,2.3953749999999996,2.0451125,2.9104664999999996,-0.03208144739962959,0.03208144739962959,0.8653539999999995,TRUE,-674.9146219166666,-17029.088442464723,-3.4058176884929448,0.0012146383289113466,0.02100142700641243,0.0010465535810974455,1360.5756219745276,1360.6356792311888,Inf,1.0039340145428854,637.2095613406493,696.1847476086058,0,0
mildly_wrong_strong,mildly_wrong,strong,146,15,200,5.060354079778466,2.427456447399629,4.99183,4.570042,5.4133605000000005,-0.06852407977846564,0.06852407977846564,0.8433185000000005,TRUE,2.42262,2.148264,2.775057,-0.0048364473996289625,0.0048364473996289625,0.6267929999999997,TRUE,-674.8812108333333,-17025.320920955426,-3.4050641841910854,9.16992183392459e-4,0.01822421919586766,9.09160627314008e-4,1360.1090121834459,1360.0218559872712,Inf,1.0054206237384762,521.2082811324234,507.3316090235396,0,0
badly_wrong_weak,badly_wrong,weak,147,15,200,5.060354079778466,2.427456447399629,4.97087,4.5618454999999996,5.393997,-0.08948407977846617,0.08948407977846617,0.8321515000000002,TRUE,2.429635,2.0182885,3.0154159999999997,0.002178552600371031,0.002178552600371031,0.9971274999999995,TRUE,-675.1749079166667,-17038.395184507637,-3.4076790369015275,0.0014972987407954692,0.024029476395411885,0.0012318359014483625,1364.2082312009697,1365.186978319636,Inf,1.0072016695534034,674.4951147878942,532.9016454020202,0,0
badly_wrong_moderate,badly_wrong,moderate,148,15,200,5.060354079778466,2.427456447399629,5.022075,4.635999000000001,5.4490865,-0.038279079778465785,0.038279079778465785,0.8130874999999991,TRUE,2.4294599999999997,2.055761,2.9633335,0.0020035526003705506,0.0020035526003705506,0.9075725000000001,TRUE,-674.9670678333333,-17030.074768313265,-3.406014953662653,0.001633720141812879,0.023179199879716336,0.0011392946716275191,1361.1545235342226,1361.3465244326735,Inf,1.0124981397076063,642.8744343058385,575.3918448298751,0,0
badly_wrong_strong,badly_wrong,strong,149,15,200,5.060354079778466,2.427456447399629,5.139265,4.8167245,5.4902265,0.07891092022153412,0.07891092022153412,0.673502,TRUE,2.611505,2.2813125,2.9508235000000003,0.184048552600371,0.184048552600371,0.6695110000000004,TRUE,-674.846481375,-17025.97594344061,-3.4051951886881224,0.0024159072519908857,0.023224216401535682,0.001069398556493548,1357.6451653586735,1357.6978344201975,Inf,1.0137184109336308,568.1284075709594,364.7227911443459,0,0
manuscript_default,manuscript_default,default,150,15,200,5.060354079778466,2.427456447399629,4.933014999999999,4.5553125,5.361190499999999,-0.1273390797784666,0.1273390797784666,0.805877999999999,TRUE,2.4234299999999998,2.0322725,3.0571884999999996,-0.004026447399629429,0.004026447399629429,1.0249159999999997,TRUE,-675.1067553916666,-17036.575495870875,-3.407315099174175,0.0011139474388452985,0.02056569762006767,0.00105413822563585,1363.4446481786622,1364.0056114380195,Inf,1.0092490488402317,441.97475688567965,323.25856885216973,0,0
accurate_weak,accurate,weak,151,16,200,5.060354079778466,2.427456447399629,4.875345,4.4610015,5.329876499999999,-0.1850090797784656,0.1850090797784656,0.8688749999999992,TRUE,2.38807,2.1216965,2.7705305,-0.039386447399629265,0.039386447399629265,0.6488339999999999,TRUE,-696.4326062583333,-17059.980866190504,-3.411996173238101,0.006020686223538764,0.04062974773385227,0.0020196714223016596,1402.7038932579833,1402.7031654792615,Inf,1.0100552262464866,468.91042137858494,374.1009399544313,0,0
accurate_moderate,accurate,moderate,152,16,200,5.060354079778466,2.427456447399629,4.8602799999999995,4.4269940000000005,5.3161345,-0.20007407977846636,0.20007407977846636,0.8891404999999999,TRUE,2.39015,2.137998,2.7327395,-0.03730644739962896,0.03730644739962896,0.5947415,TRUE,-696.5685335083333,-17050.8466617411,-3.41016933234822,0.0051823342142050775,0.0366406195782319,0.0018246847364575603,1402.05541973826,1402.0932483826168,Inf,1.0081005675773078,837.0748725908252,578.5578347414772,0,0
accurate_strong,accurate,strong,153,16,200,5.060354079778466,2.427456447399629,4.857055000000001,4.398424,5.303571,-0.20329907977846506,0.20329907977846506,0.9051469999999995,TRUE,2.395425,2.202769,2.6395865,-0.032031447399629265,0.032031447399629265,0.4368175000000001,TRUE,-696.622649225,-17045.152376177524,-3.4090304752355047,0.004816978489658828,0.03508848281604351,0.0017247309299755465,1401.2052997795909,1401.2395580733278,Inf,1.0116442585573207,602.7344461222635,437.87685986449935,0,0
mildly_wrong_weak,mildly_wrong,weak,154,16,200,5.060354079778466,2.427456447399629,4.887370000000001,4.4807345,5.301684,-0.1729840797784652,0.1729840797784652,0.8209495000000002,TRUE,2.384405,2.105752,2.7879634999999996,-0.04305144739962907,0.04305144739962907,0.6822114999999997,TRUE,-696.4615735583334,-17058.660415637136,-3.4117320831274274,0.005855987634834336,0.04009155157324247,0.0019884279944855196,1402.4139969299074,1402.474127872442,Inf,1.0100748362529237,482.8721553054913,106.85318931535377,0,0
mildly_wrong_moderate,mildly_wrong,moderate,155,16,200,5.060354079778466,2.427456447399629,4.886015,4.4548505,5.338414,-0.1743390797784654,0.1743390797784654,0.8835635000000002,TRUE,2.408625,2.126795,2.767479,-0.018831447399629386,0.018831447399629386,0.6406839999999998,TRUE,-696.7824512583334,-17052.258012017242,-3.4104516024034486,0.005276531420130358,0.03726328065997815,0.0017952595297908633,1402.7329529233702,1402.738546249506,Inf,1.0166717041392486,741.2145649876644,639.0097346477638,0,0
mildly_wrong_strong,mildly_wrong,strong,156,16,200,5.060354079778466,2.427456447399629,4.853585,4.449071,5.3201659999999995,-0.20676907977846604,0.20676907977846604,0.8710949999999995,TRUE,2.4288350000000003,2.2174625,2.693343,0.001378552600371119,0.001378552600371119,0.47588050000000015,TRUE,-696.778761325,-17050.950778057915,-3.4101901556115832,0.005932541012440526,0.039223545434553385,0.0018436214421500604,1401.3211037264552,1401.3277328243207,Inf,1.0068567784238245,864.1102839538578,498.5168296985187,0,0
badly_wrong_weak,badly_wrong,weak,157,16,200,5.060354079778466,2.427456447399629,4.886695,4.4615235,5.306299500000001,-0.17365907977846629,0.17365907977846629,0.8447760000000004,TRUE,2.39763,2.1165679999999996,2.8770844999999996,-0.029826447399629252,0.029826447399629252,0.7605165,TRUE,-696.6733746083333,-17058.379001334244,-3.411675800266849,0.00548522885218356,0.03897215369017903,0.0019105348362295383,1403.472914627687,1403.617977625215,Inf,1.0085209660618684,494.01375523207923,357.67441607309866,0,0
badly_wrong_moderate,badly_wrong,moderate,158,16,200,5.060354079778466,2.427456447399629,4.926045,4.494485500000001,5.4217515,-0.13430907977846562,0.13430907977846562,0.9272659999999995,TRUE,2.43561,2.1322185000000005,2.831431,0.008153552600370872,0.008153552600370872,0.6992124999999993,TRUE,-697.0982395333333,-17050.531589709524,-3.4101063179419047,0.004766671576633222,0.03502542926336148,0.0016287977191419523,1403.5233569246795,1403.7022145166097,Inf,1.0082425415901333,794.423879849136,492.6834035645109,0,0
badly_wrong_strong,badly_wrong,strong,159,16,200,5.060354079778466,2.427456447399629,5.02685,4.6907075,5.4337495,-0.033504079778466256,0.033504079778466256,0.743042,TRUE,2.549735,2.310133,2.8910649999999993,0.1222785526003709,0.1222785526003709,0.5809319999999993,TRUE,-697.4634151583333,-17053.883163339757,-3.410776632667951,0.006455421357262604,0.03828366930737383,0.0016650678484749705,1401.3969705638729,1401.455692050402,Inf,1.0130121357847046,660.3867808543508,570.7619735018975,0,0
manuscript_default,manuscript_default,default,160,16,200,5.060354079778466,2.427456447399629,4.872115,4.4561020000000005,5.302824,-0.18823907977846588,0.18823907977846588,0.8467219999999998,TRUE,2.389575,2.1374595,2.7887635,-0.0378814473996294,0.0378814473996294,0.6513040000000001,TRUE,-696.3659952166666,-17060.06955790899,-3.4120139115817985,0.006228355480159283,0.041371957531803984,0.0020504826677470046,1402.4010214681582,1402.5972102759877,Inf,1.0070655567276103,450.21164208753856,294.54579461022394,0,0
accurate_weak,accurate,weak,161,17,200,5.060354079778466,2.427456447399629,5.146685,4.777143,5.565364000000001,0.08633092022153388,0.08633092022153388,0.788221000000001,TRUE,2.40212,2.0420415,2.9623595,-0.025336447399629147,0.025336447399629147,0.920318,TRUE,-680.8612697666666,-17098.888488759418,-3.4197776977518837,4.101596891168039e-4,0.0121848253621712,5.939388607579207e-4,1374.0736430155255,1374.4526906103445,Inf,1.0081868458219778,604.3817340969335,417.42786309714444,0,0
accurate_moderate,accurate,moderate,162,17,200,5.060354079778466,2.427456447399629,5.150460000000001,4.7460895,5.5760784999999995,0.09010592022153485,0.09010592022153485,0.8299889999999994,TRUE,2.42531,2.1136655,2.8773385,-0.0021464473996291034,0.0021464473996291034,0.7636729999999998,TRUE,-680.6826065916666,-17095.796576996592,-3.4191593153993183,3.2266195934712016e-4,0.010136130213701109,4.503170852791459e-4,1372.5204027980672,1372.5654886967134,Inf,1.0070940194324156,526.2077813491014,669.076356306648,0,0
accurate_strong,accurate,strong,163,17,200,5.060354079778466,2.427456447399629,5.168595,4.7884155,5.518742500000001,0.10824092022153398,0.10824092022153398,0.7303270000000008,TRUE,2.41127,2.1858104999999997,2.68494,-0.016186447399629156,0.016186447399629156,0.49912950000000045,TRUE,-680.45570795,-17090.215171133783,-3.4180430342267565,4.3659733259039576e-4,0.01260558637307909,5.939407584967601e-4,1369.8371716411955,1369.9450934686731,Inf,1.006749760242359,708.5431558582212,568.8303688984114,0,0
mildly_wrong_weak,mildly_wrong,weak,164,17,200,5.060354079778466,2.427456447399629,5.18032,4.7866884999999995,5.590414,0.11996592022153418,0.11996592022153418,0.8037255000000005,TRUE,2.40053,2.031105,2.9024039999999998,-0.02692644739962935,0.02692644739962935,0.8712989999999996,TRUE,-680.82652765,-17099.869695019617,-3.4199739390039237,5.266500740498033e-4,0.013138560576115269,5.891666738788218e-4,1374.3919022511009,1374.6777807693054,Inf,1.010057734641402,645.4492895120587,431.0518967925626,0,0
mildly_wrong_moderate,mildly_wrong,moderate,165,17,200,5.060354079778466,2.427456447399629,5.182125,4.7437095000000005,5.633538,0.12177092022153424,0.12177092022153424,0.8898284999999992,TRUE,2.3972350000000002,2.0862325,2.856467,-0.030221447399628953,0.030221447399628953,0.7702344999999999,TRUE,-680.7103820916667,-17098.43391214082,-3.419686782428164,6.395571879750921e-4,0.013433762813179368,5.848161022841438e-4,1372.7531940889987,1372.9405460857652,Inf,1.0091351967641764,695.9998998733222,608.6230966398141,0,0
mildly_wrong_strong,mildly_wrong,strong,166,17,200,5.060354079778466,2.427456447399629,5.19763,4.787475499999999,5.5980845,0.13727592022153434,0.13727592022153434,0.8106090000000004,TRUE,2.449065,2.198998,2.760611,0.021608552600370867,0.021608552600370867,0.5616129999999999,TRUE,-680.5724433666667,-17093.741381068714,-3.418748276213743,7.375775320393682e-4,0.012724902196451036,5.349209332485056e-4,1370.8240390578421,1370.850012577661,Inf,1.0064762865209795,554.9868957297072,320.1228633056697,0,0
badly_wrong_weak,badly_wrong,weak,167,17,200,5.060354079778466,2.427456447399629,5.181559999999999,4.783074999999999,5.589471,0.12120592022153343,0.12120592022153343,0.8063960000000003,TRUE,2.407085,2.0456475,2.898255,-0.02037144739962926,0.02037144739962926,0.8526075,TRUE,-680.817011525,-17100.65057810087,-3.420130115620174,5.829784271688473e-4,0.011695243439608519,5.075263477394551e-4,1374.1023874909583,1374.4162058306952,Inf,1.0054010036501828,499.87501335612905,375.8439141613734,0,0
badly_wrong_moderate,badly_wrong,moderate,168,17,200,5.060354079778466,2.427456447399629,5.225994999999999,4.834794,5.686799499999999,0.16564092022153343,0.16564092022153343,0.8520054999999997,TRUE,2.45592,2.0852425,2.9179375,0.0284635526003707,0.0284635526003707,0.8326949999999997,TRUE,-680.7997124583334,-17102.642752452837,-3.4205285504905674,0.001545831951535932,0.01731645870086822,7.452934474387534e-4,1372.7173020773666,1372.8480759222834,Inf,1.0096228417697928,761.7588522226441,684.4361479714548,0,0
badly_wrong_strong,badly_wrong,strong,169,17,200,5.060354079778466,2.427456447399629,5.29791,4.9185764999999995,5.6945205,0.23755592022153404,0.23755592022153404,0.7759440000000009,TRUE,2.61206,2.2974544999999997,2.9491895,0.18460355260037087,0.18460355260037087,0.6517350000000004,TRUE,-680.8962424916666,-17104.387022461513,-3.4208774044923027,0.002849272318766019,0.018709338131887084,7.905087961157724e-4,1370.989515637642,1371.0947956922723,Inf,1.0061556721603298,753.8590791136112,569.6116746536383,0,0
manuscript_default,manuscript_default,default,170,17,200,5.060354079778466,2.427456447399629,5.139390000000001,4.718364,5.5459255,0.07903592022153472,0.07903592022153472,0.8275614999999998,TRUE,2.42575,2.075169,2.8748429999999994,-0.0017064473996293295,0.0017064473996293295,0.7996739999999996,TRUE,-680.8531744333334,-17098.023905626236,-3.4196047811252472,3.1741093295896834e-4,0.010557113472254282,5.123456416797969e-4,1374.0735824834237,1374.3029120662636,Inf,1.0130590746838588,457.27796000394915,398.20097116403383,0,0
accurate_weak,accurate,weak,171,18,200,5.060354079778466,2.427456447399629,4.988975,4.5573135,5.4221449999999995,-0.07137907977846591,0.07137907977846591,0.8648314999999993,TRUE,2.58121,2.223727,3.1121009999999996,0.15375355260037082,0.15375355260037082,0.8883739999999998,TRUE,-681.697632375,-17116.866860330072,-3.423373372066014,0.0015032859796036005,0.02223195216857087,0.0011586683994375012,1375.505479054308,1375.602478663996,Inf,1.0065442218346492,556.7077436453161,626.563938678304,0,0
accurate_moderate,accurate,moderate,172,18,200,5.060354079778466,2.427456447399629,5.01086,4.610536,5.437446,-0.04949407977846576,0.04949407977846576,0.8269099999999998,TRUE,2.53465,2.196222,2.970032,0.10719355260037089,0.10719355260037089,0.7738099999999997,TRUE,-681.6150998083333,-17108.57337310489,-3.421714674620978,7.060728815693898e-4,0.015487488649741378,8.093067826427726e-4,1373.6272911823478,1373.6599133465834,Inf,1.007755627074934,725.0110617965628,488.1501678806232,0,0
accurate_strong,accurate,strong,173,18,200,5.060354079778466,2.427456447399629,5.0139949999999995,4.6043140000000005,5.435967499999999,-0.04635907977846632,0.04635907977846632,0.8316534999999989,TRUE,2.445875,2.1977460000000004,2.7490185,0.01841855260037084,0.01841855260037084,0.5512724999999996,TRUE,-681.7681687166667,-17100.470281044076,-3.420094056208815,1.262070701513986e-4,0.0069843410078829155,3.517432262003897e-4,1372.5071306853658,1372.6301255002395,Inf,1.0064989045705157,799.3976744557355,653.8778418954868,0,0
mildly_wrong_weak,mildly_wrong,weak,174,18,200,5.060354079778466,2.427456447399629,5.0133,4.5707135,5.480324500000001,-0.04705407977846576,0.04705407977846576,0.9096110000000008,TRUE,2.5996949999999996,2.21182,3.1315969999999997,0.17223855260037046,0.17223855260037046,0.9197769999999998,TRUE,-681.6370223416667,-17119.03069526334,-3.423806139052668,0.0017951978045409793,0.023703434181705233,0.0012055119577125723,1375.7958850058965,1375.7559030355114,Inf,1.0145365626556009,509.05200995577786,393.3909467544778,0,0
mildly_wrong_moderate,mildly_wrong,moderate,175,18,200,5.060354079778466,2.427456447399629,5.01886,4.6242975,5.494005999999999,-0.04149407977846575,0.04149407977846575,0.8697084999999989,TRUE,2.52863,2.1375295000000003,3.0289935000000003,0.10117355260037098,0.10117355260037098,0.891464,TRUE,-681.5672120333334,-17110.855382081223,-3.4221710764162445,9.625662933091897e-4,0.017209689080548977,8.549198400750363e-4,1373.7863978281123,1373.9997172266653,Inf,1.0099260464308277,460.94347622126213,424.6105926877808,0,0
mildly_wrong_strong,mildly_wrong,strong,176,18,200,5.060354079778466,2.427456447399629,5.037345,4.6628810000000005,5.461618500000001,-0.02300907977846567,0.02300907977846567,0.7987375000000005,TRUE,2.486575,2.2163315,2.839274,0.05911855260037102,0.05911855260037102,0.6229425000000002,TRUE,-681.5827264583334,-17104.222021755402,-3.4208444043510804,4.7990752721448356e-4,0.011004775390140501,5.296398813473514e-4,1372.7513215404213,1372.8028722141719,Inf,1.010148774480571,664.4705477285486,523.4708883939965,0,0
badly_wrong_weak,badly_wrong,weak,177,18,200,5.060354079778466,2.427456447399629,5.02624,4.612144000000001,5.4809565000000005,-0.034114079778466255,0.034114079778466255,0.8688124999999998,TRUE,2.6089849999999997,2.184119,3.177532,0.18152855260037049,0.18152855260037049,0.9934129999999999,TRUE,-681.65640695,-17121.711467887948,-3.4243422935775896,0.002179379198414153,0.02592143319868199,0.0012861868030555898,1376.3030616468836,1376.4797153053462,Inf,1.0141004077093922,387.84871820441225,272.15109376326905,0,0
badly_wrong_moderate,badly_wrong,moderate,178,18,200,5.060354079778466,2.427456447399629,5.10503,4.689936500000001,5.490087,0.044675920221534327,0.044675920221534327,0.8001504999999991,TRUE,2.598205,2.1917445,3.1141639999999997,0.17074855260037092,0.17074855260037092,0.9224194999999997,TRUE,-681.4327924666667,-17113.680069274156,-3.422736013854831,0.001882317781973465,0.021174177286844235,9.628136362038745e-4,1372.9861265953289,1373.0854101539921,Inf,1.0111458408973253,548.4638015921314,527.0785682570421,0,0
badly_wrong_strong,badly_wrong,strong,179,18,200,5.060354079778466,2.427456447399629,5.164275,4.8229995,5.5644865,0.1039209202215341,0.1039209202215341,0.7414870000000002,TRUE,2.649155,2.3296245,2.992768,0.22169855260037075,0.22169855260037075,0.6631434999999999,TRUE,-681.4228039,-17109.60195000093,-3.4219203900001864,0.0021554931912145755,0.017472157389253333,7.131054471864422e-4,1371.651676114678,1371.679683131209,Inf,1.010380490685492,658.8971339304491,459.96205488559366,0,0
manuscript_default,manuscript_default,default,180,18,200,5.060354079778466,2.427456447399629,4.985315,4.5465694999999995,5.4461895,-0.07503907977846591,0.07503907977846591,0.8996200000000005,TRUE,2.591125,2.2051025,3.1121835,0.16366855260037072,0.16366855260037072,0.9070809999999998,TRUE,-681.704404625,-17116.6372186868,-3.4233274437373598,0.0014913693075153073,0.021966995150041704,0.0011393612160579241,1375.508703770607,1375.491152811527,Inf,1.0124250016939431,561.1974521691434,518.1512920826442,0,0
accurate_weak,accurate,weak,181,19,200,5.060354079778466,2.427456447399629,4.977705,4.5880345,5.372679,-0.08264907977846558,0.08264907977846558,0.7846444999999997,TRUE,2.16385,1.8989599999999998,2.5830425,-0.26360644739962913,0.26360644739962913,0.6840825000000001,TRUE,-673.8097582,-17189.172538904793,-3.4378345077809587,0.0026831654434683384,0.013899172000710225,5.968260778913949e-4,1357.4501779536943,1357.4570659049027,Inf,1.010316213524704,581.9795234323807,545.9878704893999,0,0
accurate_moderate,accurate,moderate,182,19,200,5.060354079778466,2.427456447399629,4.979725,4.5860665,5.3324295,-0.08062907977846567,0.08062907977846567,0.7463629999999997,TRUE,2.208965,1.95312,2.553853,-0.2184914473996291,0.2184914473996291,0.6007330000000002,TRUE,-673.834330225,-17171.864203079494,-3.434372840615899,0.0014730374421431664,0.0113522562623085,4.677707132560589e-4,1356.29669143332,1356.4135791664476,Inf,1.0113223954847923,710.5463852820451,552.4377553751981,0,0
accurate_strong,accurate,strong,183,19,200,5.060354079778466,2.427456447399629,5.0043050000000004,4.605850500000001,5.355205499999999,-0.056049079778465405,0.056049079778465405,0.7493549999999987,TRUE,2.298875,2.0824175,2.5830815000000005,-0.1285814473996294,0.1285814473996294,0.5006640000000004,TRUE,-674.0128771666666,-17157.062516313927,-3.431412503262785,3.8704347489919115e-4,0.006636411148396376,2.677082984924263e-4,1355.8952852042369,1355.9928909179914,Inf,1.005546949237543,759.5620483213677,673.7774862842284,0,0
mildly_wrong_weak,mildly_wrong,weak,184,19,200,5.060354079778466,2.427456447399629,5.002694999999999,4.6317379999999995,5.409503,-0.057659079778466626,0.057659079778466626,0.7777650000000005,TRUE,2.147125,1.8657535,2.5272065,-0.28033144739962923,0.28033144739962923,0.6614530000000001,TRUE,-673.8133737333334,-17188.638927916563,-3.437727785583313,0.002492800122298331,0.014225122191362165,6.4909129788489e-4,1357.564565007246,1357.6930607237607,Inf,1.0111060491482438,498.2368654595543,434.45999272975695,0,0
mildly_wrong_moderate,mildly_wrong,moderate,185,19,200,5.060354079778466,2.427456447399629,5.00913,4.641371500000001,5.387390999999999,-0.05122407977846599,0.05122407977846599,0.7460194999999983,TRUE,2.2114599999999998,1.941659,2.5886299999999998,-0.21599644739962942,0.21599644739962942,0.6469709999999997,TRUE,-674.0115447666667,-17170.737187194933,-3.4341474374389866,0.0011338855549647413,0.012277826408974745,5.379374055245776e-4,1357.2054145604197,1357.3100841371452,Inf,1.0164434857766609,861.5450636835862,675.2720632620649,0,0
