prior_scenario,accuracy,strength,job_id,rep_id,variable,true_value,prior_mean,prior_sd,median,q5,q95,prior_error,prior_abs_error,posterior_error,posterior_abs_error,improvement_over_prior,posterior_moved_toward_truth,interval_width,covered,posterior_shift_from_prior_sd,prior_truth_distance_sd,rhat,ess_bulk,ess_tail,natural_variable,natural_true,natural_prior_mean,natural_median,natural_q5,natural_q95,natural_prior_abs_error,natural_posterior_abs_error,natural_improvement_over_prior,natural_interval_width,natural_covered
accurate_moderate,accurate,moderate,2,1,log_d,-0.4780358009429998,-0.4780358009429998,0.35,-0.4063955,-0.7221799,-0.020433705000000406,0,0,0.07164030094299978,0.07164030094299978,-0.07164030094299978,FALSE,0.7017461949999996,TRUE,0.2046865741228565,0,1.0017899118665434,890.333904519107,908.2816006991735,d,0.62,0.62,0.6660466938590018,0.4856923403919013,0.9797736484155208,0,0.04604669385900184,-0.04604669385900184,0.49408130802361955,TRUE
accurate_moderate,accurate,moderate,2,1,m,3.5,3.5,0.6,3.418425,2.5758444999999996,4.411376000000001,0,0,-0.08157499999999995,0.08157499999999995,-0.08157499999999995,FALSE,1.835531500000001,TRUE,-0.13595833333333326,0,1.002356717171621,846.2063232170781,785.5911950135709,m,3.5,3.5,3.418425,2.5758444999999996,4.411376000000001,0,0.08157499999999995,-0.08157499999999995,1.835531500000001,TRUE
accurate_moderate,accurate,moderate,2,1,log_kappa,0.04879016416943205,0.04879016416943205,0.35,-0.06482335,-0.5642221500000001,0.4838558999999998,0,0,-0.11361351416943205,0.11361351416943205,-0.11361351416943205,FALSE,1.04807805,TRUE,-0.3246100404840916,0,1.0004543276454811,1003.8301011789431,786.9300472810488,kappa,1.05,1.05,0.9372330109663694,0.5688024176856168,1.6223178528053017,0,0.1127669890336307,-0.1127669890336307,1.053515435119685,TRUE
accurate_moderate,accurate,moderate,2,1,log_sigma_z,-1.0498221244986778,-1.0498221244986778,0.35,-1.0559,-1.595998,-0.48373830000000023,0,0,-0.006077875501322216,0.006077875501322216,-0.006077875501322216,FALSE,1.1122596999999999,TRUE,-0.017365358575206335,0,1.0009876355843215,1197.0216355363675,753.2403392897504,sigma_z,0.3499999999999999,0.3499999999999999,0.3478791950972592,0.20270612680634434,0.6164745121837584,0,0.002120804902740747,-0.002120804902740747,0.413768385377414,TRUE
accurate_strong,accurate,strong,3,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.82596,-3.00316,-0.9798852500000003,-0.06453852113757108,0.06453852113757108,0.006621463748310186,0.006621463748310186,0.057917057389260895,TRUE,2.0232747499999997,TRUE,0.07115998488588127,-0.06453852113757108,1.006468427424233,961.799565375632,782.4255384661544,lambda1,0.15999999999999998,0.15,0.16106294945673577,0.04962998954706886,0.37535416827105333,0.009999999999999981,0.0010629494567357956,0.008937050543264186,0.32572417872398446,TRUE
accurate_strong,accurate,strong,3,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.463845,-3.8058794999999996,-1.6153585000000001,-0.06453852113757108,0.06453852113757108,-0.6312635362516898,0.6312635362516898,-0.5667250151141188,FALSE,2.1905209999999995,TRUE,-0.5667250151141188,-0.06453852113757108,1.002996060648134,760.0117690405325,535.4780436110344,lambda_I,0.15999999999999998,0.15,0.08510708430843589,0.022239628808596243,0.1988193809148776,0.009999999999999981,0.07489291569156409,-0.06489291569156411,0.17657975210628135,TRUE
accurate_strong,accurate,strong,3,1,log_r,-1.3093333199837622,-1.3093333199837622,0.15,-1.3290250000000001,-1.5709405,-1.0734415000000002,0,0,-0.01969168001623789,0.01969168001623789,-0.01969168001623789,FALSE,0.4974989999999999,TRUE,-0.13127786677491926,0,1.0016171156437346,1190.4437948323937,1029.4349341755333,r,0.27,0.27,0.264735252379805,0.20784960784634346,0.34183008256089903,0,0.0052647476201950205,-0.0052647476201950205,0.13398047471455557,TRUE
accurate_strong,accurate,strong,3,1,log_d,-0.4780358009429998,-0.4780358009429998,0.15,-0.455399,-0.6338711499999999,-0.2689761500000001,0,0,0.022636800942999802,0.022636800942999802,-0.022636800942999802,FALSE,0.36489499999999986,TRUE,0.15091200628666535,0,1.0046303031931776,970.5274938402114,850.9121301492397,d,0.62,0.62,0.6341948737046762,0.5305340437696552,0.7641614806821787,0,0.014194873704676203,-0.014194873704676203,0.23362743691252352,TRUE
accurate_strong,accurate,strong,3,1,m,3.5,3.5,0.25,3.4935650000000003,3.0775315,3.9134755,0,0,-0.0064349999999997465,0.0064349999999997465,-0.0064349999999997465,FALSE,0.835944,TRUE,-0.025739999999998986,0,1.0001430524398445,972.5649102446523,862.2900467468571,m,3.5,3.5,3.4935650000000003,3.0775315,3.9134755,0,0.0064349999999997465,-0.0064349999999997465,0.835944,TRUE
accurate_strong,accurate,strong,3,1,log_kappa,0.04879016416943205,0.04879016416943205,0.15,0.03823635,-0.20411069999999998,0.26668295,0,0,-0.010553814169432046,0.010553814169432046,-0.010553814169432046,FALSE,0.47079364999999995,TRUE,-0.07035876112954698,0,1.0007933039688537,1002.373771614271,820.4095005951688,kappa,1.05,1.05,1.0389767660201246,0.8153721044991556,1.3056264318422601,0,0.01102323397987548,-0.01102323397987548,0.4902543273431045,TRUE
accurate_strong,accurate,strong,3,1,log_sigma_z,-1.0498221244986778,-1.0498221244986778,0.15,-1.04478,-1.283761,-0.78976455,0,0,0.0050421244986778024,0.0050421244986778024,-0.0050421244986778024,FALSE,0.4939964499999999,TRUE,0.033614163324518685,0,1.0037219895049443,1124.619182253805,887.3208362634036,sigma_z,0.3499999999999999,0.3499999999999999,0.35176920008989626,0.2769935661388798,0.4539516656202219,0,0.001769200089896339,-0.001769200089896339,0.17695809948134206,TRUE
mildly_wrong_weak,mildly_wrong,weak,4,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.57199,-3.1546135,-0.2489315000000003,-0.06453852113757108,0.06453852113757108,0.2605914637483102,0.2605914637483102,-0.19605294261073913,FALSE,2.9056819999999997,TRUE,0.3251299848858813,-0.06453852113757108,1.0123422836200708,634.9326625792058,502.7818561537955,lambda1,0.15999999999999998,0.15,0.20763158411087576,0.042654883919757136,0.7796333764419109,0.009999999999999981,0.047631584110875785,-0.037631584110875804,0.7369784925221537,TRUE
mildly_wrong_weak,mildly_wrong,weak,4,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.368755,-3.6585500000000004,-1.2178365,-0.06453852113757108,0.06453852113757108,-0.53617353625169,0.53617353625169,-0.47163501511411887,FALSE,2.4407135,TRUE,-0.47163501511411887,-0.06453852113757108,1.0006966915167708,703.3352380206607,859.2655615545325,lambda_I,0.15999999999999998,0.15,0.0935971822610816,0.0257698519341967,0.2958695888353934,0.009999999999999981,0.06640281773891837,-0.05640281773891839,0.2700997369011967,TRUE
mildly_wrong_weak,mildly_wrong,weak,4,1,log_r,-1.3093333199837622,-1.0861897686695525,0.75,-1.44034,-2.5077975,-0.3616798500000001,0.2231435513142097,0.2231435513142097,-0.13100668001623772,0.13100668001623772,0.09213687129797199,TRUE,2.14611765,TRUE,-0.47220030844059657,0.29752473508561295,1.005825813186376,897.9213761213697,790.5861696799182,r,0.27,0.3375,0.2368472169370424,0.08144742979898398,0.6965053183287303,0.0675,0.03315278306295763,0.034347216937042374,0.6150578885297463,TRUE
mildly_wrong_weak,mildly_wrong,weak,4,1,log_d,-0.4780358009429998,-0.6405547304407747,0.75,-0.2720955,-0.74643705,0.5190076499999999,-0.1625189294977749,0.1625189294977749,0.2059403009429998,0.2059403009429998,-0.0434213714452249,FALSE,1.2654447,TRUE,0.491278973921033,-0.21669190599703322,1.0077634903862662,693.3099239230711,475.1347295802094,d,0.62,0.527,0.7617815074819435,0.4740525729693755,1.6803593174823537,0.09299999999999997,0.14178150748194351,-0.04878150748194354,1.2063067445129783,TRUE
mildly_wrong_weak,mildly_wrong,weak,4,1,m,3.5,3.95,1.5,3.776685,1.939738,5.4307775,0.4500000000000002,0.4500000000000002,0.27668500000000007,0.27668500000000007,0.1733150000000001,TRUE,3.4910394999999994,TRUE,-0.1155433333333334,0.3000000000000001,0.9999191241881522,535.3781221308743,809.041154019159,m,3.5,3.95,3.776685,1.939738,5.4307775,0.4500000000000002,0.27668500000000007,0.1733150000000001,3.4910394999999994,TRUE
mildly_wrong_weak,mildly_wrong,weak,4,1,log_kappa,0.04879016416943205,0.2719337154836418,0.75,-0.105124,-1.01109,1.2135349999999998,0.22314355131420976,0.22314355131420976,-0.15391416416943204,0.15391416416943204,0.06922938714477772,TRUE,2.2246249999999996,TRUE,-0.5027436206448558,0.297524735085613,1.0033394147898445,558.4422307248279,626.6413677446865,kappa,1.05,1.3125,0.9002128892668738,0.3638221971694842,3.3653601984565533,0.26249999999999996,0.14978711073312623,0.11271288926687373,3.001538001287069,TRUE
mildly_wrong_weak,mildly_wrong,weak,4,1,log_sigma_z,-1.0498221244986778,-0.8675005677047233,0.75,-0.787521,-2.0021074999999997,0.5340220999999999,0.18232155679395456,0.18232155679395456,0.2623011244986778,0.2623011244986778,-0.07997956770472325,FALSE,2.5361295999999998,TRUE,0.10663942360629768,0.24309540905860608,1.0128023265638746,753.5819583825515,533.676988632101,sigma_z,0.3499999999999999,0.41999999999999993,0.454971272221135,0.1350503644658032,1.7057793447585372,0.07,0.10497127222113506,-0.03497127222113505,1.570728980292734,TRUE
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.48998,-2.7312329999999996,-0.2837165000000004,-0.06453852113757108,0.06453852113757108,0.34260146374831013,0.34260146374831013,-0.27806294261073905,FALSE,2.447516499999999,TRUE,0.4071399848858812,-0.06453852113757108,1.0043973096111478,944.4854351447334,728.6876748461495,lambda1,0.15999999999999998,0.15,0.22537716303762434,0.06513892383968159,0.7529800843036035,0.009999999999999981,0.06537716303762436,-0.05537716303762438,0.687841160463922,TRUE
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.4916850000000004,-3.841031,-1.5185175000000002,-0.06453852113757108,0.06453852113757108,-0.6591035362516902,0.6591035362516902,-0.5945650151141191,FALSE,2.3225135,TRUE,-0.5945650151141191,-0.06453852113757108,0.9997543654713762,1033.7791213357095,870.1496002508377,lambda_I,0.15999999999999998,0.15,0.08277038091543806,0.02147145286160828,0.21903636778661104,0.009999999999999981,0.07722961908456191,-0.06722961908456193,0.19756491492500275,TRUE
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_r,-1.3093333199837622,-1.0861897686695525,0.35,-1.187635,-1.738964,-0.6743063000000002,0.2231435513142097,0.2231435513142097,0.12169831998376224,0.12169831998376224,0.10144523133044747,TRUE,1.0646576999999997,TRUE,-0.28984351808699277,0.6375530037548849,1.0039936479124307,1025.4986774075107,860.9302436483359,r,0.27,0.3375,0.3049415988163137,0.17570233397724433,0.5095097449529048,0.0675,0.0349415988163137,0.0325584011836863,0.33380741097566047,TRUE
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_d,-0.4780358009429998,-0.6405547304407747,0.35,-0.493014,-0.7839759500000001,-0.14062100000000013,-0.1625189294977749,0.1625189294977749,-0.014978199057000208,0.014978199057000208,0.1475407304407747,TRUE,0.64335495,TRUE,0.4215449441164992,-0.4643397985650712,1.0032614720929536,934.5720102077518,758.4717804874344,d,0.62,0.527,0.6107827180479746,0.45658703040935156,0.8688185315300186,0.09299999999999997,0.009217281952025425,0.08378271804797455,0.4122315011206671,TRUE
mildly_wrong_moderate,mildly_wrong,moderate,5,1,m,3.5,3.95,0.6,3.90998,3.0059855,4.7791925,0.4500000000000002,0.4500000000000002,0.40998,0.40998,0.04002000000000017,TRUE,1.7732069999999998,TRUE,-0.06670000000000029,0.7500000000000003,1.011774480077937,1094.1124448720404,592.7509726474935,m,3.5,3.95,3.90998,3.0059855,4.7791925,0.4500000000000002,0.40998,0.04002000000000017,1.7732069999999998,TRUE
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_kappa,0.04879016416943205,0.2719337154836418,0.35,0.1864635,-0.37680695,0.7831055999999998,0.22314355131420976,0.22314355131420976,0.13767333583056796,0.13767333583056796,0.08547021548364181,TRUE,1.1599125499999998,TRUE,-0.24420061566754805,0.6375530037548851,1.0030162024317097,1017.1787774359481,742.4140700300859,kappa,1.05,1.3125,1.2049806394896774,0.6860485027763722,2.1882575765433705,0.26249999999999996,0.15498063948967733,0.10751936051032263,1.5022090737669984,TRUE
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_sigma_z,-1.0498221244986778,-0.8675005677047233,0.35,-0.848121,-1.4362845,-0.28922030000000004,0.18232155679395456,0.18232155679395456,0.20170112449867783,0.20170112449867783,-0.019379567704723266,FALSE,1.1470642,TRUE,0.05537019344206648,0.520918733697013,1.0107168440665137,1150.3472367947256,778.0922824947617,sigma_z,0.3499999999999999,0.41999999999999993,0.4282187996030055,0.23780970118359057,0.7488472161880484,0.07,0.0782187996030056,-0.008218799603005589,0.5110375150044578,TRUE
mildly_wrong_strong,mildly_wrong,strong,6,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.45213,-2.448689,-0.5259043000000003,-0.06453852113757108,0.06453852113757108,0.3804514637483103,0.3804514637483103,-0.3159129426107392,FALSE,1.9227846999999996,TRUE,0.4449899848858814,-0.06453852113757108,1.0056117198211478,723.8691265855886,420.0066292460047,lambda1,0.15999999999999998,0.15,0.2340711851135302,0.0864067915809882,0.5910206626526361,0.009999999999999981,0.07407118511353022,-0.06407118511353024,0.5046138710716479,TRUE
mildly_wrong_strong,mildly_wrong,strong,6,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.584425,-3.9642394999999997,-1.6573945,-0.06453852113757108,0.06453852113757108,-0.7518435362516898,0.7518435362516898,-0.6873050151141187,FALSE,2.3068449999999996,TRUE,-0.6873050151141187,-0.06453852113757108,1.001593142078917,950.1186535251662,752.2705634991181,lambda_I,0.15999999999999998,0.15,0.07543944481320208,0.01898246729084366,0.19063503316667896,0.009999999999999981,0.08456055518679789,-0.07456055518679791,0.1716525658758353,TRUE
mildly_wrong_strong,mildly_wrong,strong,6,1,log_r,-1.3093333199837622,-1.0861897686695525,0.15,-1.10088,-1.3310505000000001,-0.8716466,0.2231435513142097,0.2231435513142097,0.20845331998376215,0.20845331998376215,0.014690231330447556,TRUE,0.4594039000000001,TRUE,-0.09793487553631705,1.4876236754280647,1.000574322009251,1444.7811408335983,962.8249629450751,r,0.27,0.3375,0.3325782859943101,0.2641995738177153,0.4182622712649471,0.0675,0.06257828599431009,0.0049217140056899145,0.15406269744723178,TRUE
mildly_wrong_strong,mildly_wrong,strong,6,1,log_d,-0.4780358009429998,-0.6405547304407747,0.15,-0.56729,-0.78035565,-0.38725360000000003,-0.1625189294977749,0.1625189294977749,-0.08925419905700016,0.08925419905700016,0.07326473044077475,TRUE,0.3931020499999999,TRUE,0.48843153627183167,-1.0834595299851661,1.0009673952981626,973.4711771749644,869.6994930292469,d,0.62,0.527,0.5670600911532677,0.4582430081950491,0.6789188992602968,0.09299999999999997,0.052939908846732275,0.040060091153267696,0.2206758910652477,TRUE
mildly_wrong_strong,mildly_wrong,strong,6,1,m,3.5,3.95,0.25,3.94997,3.5345744999999997,4.3563405,0.4500000000000002,0.4500000000000002,0.44997,0.44997,3.0000000000196536e-5,TRUE,0.8217660000000002,FALSE,-1.2000000000078614e-4,1.8000000000000007,1.0045359988292706,950.7944037013312,686.531890461439,m,3.5,3.95,3.94997,3.5345744999999997,4.3563405,0.4500000000000002,0.44997,3.0000000000196536e-5,0.8217660000000002,FALSE
mildly_wrong_strong,mildly_wrong,strong,6,1,log_kappa,0.04879016416943205,0.2719337154836418,0.15,0.2577795,0.017987050000000004,0.5033005,0.22314355131420976,0.22314355131420976,0.20898933583056795,0.20898933583056795,0.014154215483641819,TRUE,0.48531345000000004,TRUE,-0.09436143655761213,1.4876236754280652,1.0101148371665956,1410.0321520674556,927.3849927641222,kappa,1.05,1.3125,1.2940534483779569,1.0181497912646233,1.6541718651496518,0.26249999999999996,0.24405344837795684,0.018446551622043117,0.6360220738850284,TRUE
mildly_wrong_strong,mildly_wrong,strong,6,1,log_sigma_z,-1.0498221244986778,-0.8675005677047233,0.15,-0.862367,-1.113931,-0.6170125000000001,0.18232155679395456,0.18232155679395456,0.18745512449867785,0.18745512449867785,-0.005133567704723285,FALSE,0.49691849999999993,TRUE,0.034223784698155235,1.2154770452930306,1.003905468431742,1230.0005462253466,741.7797299041655,sigma_z,0.3499999999999999,0.41999999999999993,0.42216164215692925,0.32826600776391024,0.5395539496134713,0.07,0.07216164215692933,-0.002161642156929322,0.211287941849561,TRUE
badly_wrong_weak,badly_wrong,weak,7,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.401165,-3.0143444999999995,-0.11448310000000066,-0.06453852113757108,0.06453852113757108,0.4314164637483102,0.4314164637483102,-0.36687794261073914,FALSE,2.899861399999999,TRUE,0.4959549848858813,-0.06453852113757108,1.0103770029116739,890.55879993104,845.4182765932723,lambda1,0.15999999999999998,0.15,0.24630984575743045,0.04907799557149464,0.8918270101672399,0.009999999999999981,0.08630984575743048,-0.0763098457574305,0.8427490145957452,TRUE
badly_wrong_weak,badly_wrong,weak,7,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.3309699999999998,-3.685587,-1.3100965,-0.06453852113757108,0.06453852113757108,-0.49838853625168955,0.49838853625168955,-0.43385001511411847,FALSE,2.3754904999999997,TRUE,-0.43385001511411847,-0.06453852113757108,1.0035205077159681,818.7060545067077,589.351448666749,lambda_I,0.15999999999999998,0.15,0.09720141597284389,0.025082447004859714,0.2697940200055212,0.009999999999999981,0.06279858402715609,-0.052798584027156106,0.24471157300066151,TRUE
badly_wrong_weak,badly_wrong,weak,7,1,log_r,-1.3093333199837622,-0.8393296907380265,0.75,-1.38911,-2.3602475,-0.44063315,0.4700036292457357,0.4700036292457357,-0.07977668001623783,0.07977668001623783,0.39022694922949785,TRUE,1.9196143499999998,TRUE,-0.7330404123492981,0.626671505660981,1.0004973971240256,654.9989018482537,647.9988220802481,r,0.27,0.4320000000000001,0.24929708032833633,0.0943968570827371,0.6436287784862057,0.1620000000000001,0.020702919671663683,0.1412970803283364,0.5492319214034687,TRUE
badly_wrong_weak,badly_wrong,weak,7,1,log_d,-0.4780358009429998,-0.908818717035454,0.75,-0.4015555,-0.79532695,0.2680659999999998,-0.4307829160924542,0.4307829160924542,0.07648030094299979,0.07648030094299979,0.35430261514945444,TRUE,1.06339295,TRUE,0.6763509560472721,-0.5743772214566056,1.0045622456911658,670.7554349288741,547.8424071736308,d,0.62,0.403,0.6692781737302909,0.4514336145713862,1.3074334277736415,0.21699999999999997,0.049278173730290864,0.1677218262697091,0.8559998132022553,TRUE
badly_wrong_weak,badly_wrong,weak,7,1,m,3.5,4.4,1.5,4.1818100000000005,2.5601515,5.724929499999999,0.9000000000000004,0.9000000000000004,0.6818100000000005,0.6818100000000005,0.21818999999999988,TRUE,3.164777999999999,TRUE,-0.14545999999999992,0.6000000000000002,1.002386136721238,751.5567212046473,775.3599385329969,m,3.5,4.4,4.1818100000000005,2.5601515,5.724929499999999,0.9000000000000004,0.6818100000000005,0.21818999999999988,3.164777999999999,TRUE
badly_wrong_weak,badly_wrong,weak,7,1,log_kappa,0.04879016416943205,0.6365768290715511,0.75,0.34561600000000003,-0.7466119,1.6049329999999995,0.5877866649021191,0.5877866649021191,0.296825835830568,0.296825835830568,0.2909608290715511,TRUE,2.3515448999999995,TRUE,-0.38794777209540143,0.7837155532028254,1.0012678913585713,796.6609229989824,678.8098150708988,kappa,1.05,1.8900000000000001,1.412859973407214,0.47396969212306095,4.977526097318855,0.8400000000000001,0.362859973407214,0.4771400265927861,4.503556405195795,TRUE
badly_wrong_weak,badly_wrong,weak,7,1,log_sigma_z,-1.0498221244986778,-0.5798184952529422,0.75,-0.4816125,-1.734149,0.7895746999999995,0.4700036292457357,0.4700036292457357,0.5682096244986778,0.5682096244986778,-0.09820599525294216,FALSE,2.5237236999999997,TRUE,0.13094132700392289,0.626671505660981,1.0006400167471412,874.7570676047106,759.399773153791,sigma_z,0.3499999999999999,0.5599999999999999,0.6177864076213786,0.17655038074950735,2.2024595210028735,0.21000000000000002,0.2677864076213787,-0.057786407621378655,2.025909140253366,TRUE
badly_wrong_moderate,badly_wrong,moderate,8,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.186955,-2.420265,0.16165444999999984,-0.06453852113757108,0.06453852113757108,0.6456264637483102,0.6456264637483102,-0.5810879426107391,FALSE,2.58191945,TRUE,0.7101649848858813,-0.06453852113757108,1.0040718968921023,733.4450981158136,701.9731404424526,lambda1,0.15999999999999998,0.15,0.30514902962198975,0.0888980563527441,1.1754539930082055,0.009999999999999981,0.14514902962198978,-0.1351490296219898,1.0865559366554614,TRUE
badly_wrong_moderate,badly_wrong,moderate,8,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.602645,-3.8913965,-1.6068580000000001,-0.06453852113757108,0.06453852113757108,-0.7700635362516897,0.7700635362516897,-0.7055250151141186,FALSE,2.2845385,TRUE,-0.7055250151141186,-0.06453852113757108,1.0043080575729466,1009.8858474424569,931.6515777532541,lambda_I,0.15999999999999998,0.15,0.07407738418094764,0.02041681403930068,0.2005166486543983,0.009999999999999981,0.08592261581905233,-0.07592261581905235,0.18009983461509763,TRUE
badly_wrong_moderate,badly_wrong,moderate,8,1,log_r,-1.3093333199837622,-0.8393296907380265,0.35,-1.017945,-1.5223259999999998,-0.5567084500000001,0.4700036292457357,0.4700036292457357,0.29138831998376213,0.29138831998376213,0.17861530926197355,TRUE,0.9656175499999997,TRUE,-0.5103294550342102,1.3428675121306735,1.0011432905316489,999.7364668416944,1030.969298654777,r,0.27,0.4320000000000001,0.36133672469768513,0.21820375429054428,0.5730923247663452,0.1620000000000001,0.09133672469768511,0.07066327530231498,0.3548885704758009,TRUE
