prior_scenario,accuracy,strength,job_id,rep_id,variable,true_value,prior_mean,prior_sd,median,q5,q95,prior_error,prior_abs_error,posterior_error,posterior_abs_error,improvement_over_prior,posterior_moved_toward_truth,interval_width,covered,posterior_shift_from_prior_sd,prior_truth_distance_sd,rhat,ess_bulk,ess_tail
accurate_strong,accurate,strong,3,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.463845,-3.8058794999999996,-1.6153585000000001,-0.06453852113757108,0.06453852113757108,-0.6312635362516898,0.6312635362516898,-0.5667250151141188,FALSE,2.1905209999999995,TRUE,-0.5667250151141188,-0.06453852113757108,1.002996060648134,760.0117690405325,535.4780436110344
accurate_strong,accurate,strong,3,1,log_r,-1.3093333199837622,-1.3093333199837622,0.15,-1.3290250000000001,-1.5709405,-1.0734415000000002,0,0,-0.01969168001623789,0.01969168001623789,-0.01969168001623789,FALSE,0.4974989999999999,TRUE,-0.13127786677491926,0,1.0016171156437346,1190.4437948323937,1029.4349341755333
accurate_strong,accurate,strong,3,1,log_d,-0.4780358009429998,-0.4780358009429998,0.15,-0.455399,-0.6338711499999999,-0.2689761500000001,0,0,0.022636800942999802,0.022636800942999802,-0.022636800942999802,FALSE,0.36489499999999986,TRUE,0.15091200628666535,0,1.0046303031931776,970.5274938402114,850.9121301492397
accurate_strong,accurate,strong,3,1,m,3.5,3.5,0.25,3.4935650000000003,3.0775315,3.9134755,0,0,-0.0064349999999997465,0.0064349999999997465,-0.0064349999999997465,FALSE,0.835944,TRUE,-0.025739999999998986,0,1.0001430524398445,972.5649102446523,862.2900467468571
accurate_strong,accurate,strong,3,1,log_kappa,0.04879016416943205,0.04879016416943205,0.15,0.03823635,-0.20411069999999998,0.26668295,0,0,-0.010553814169432046,0.010553814169432046,-0.010553814169432046,FALSE,0.47079364999999995,TRUE,-0.07035876112954698,0,1.0007933039688537,1002.373771614271,820.4095005951688
accurate_strong,accurate,strong,3,1,log_sigma_z,-1.0498221244986778,-1.0498221244986778,0.15,-1.04478,-1.283761,-0.78976455,0,0,0.0050421244986778024,0.0050421244986778024,-0.0050421244986778024,FALSE,0.4939964499999999,TRUE,0.033614163324518685,0,1.0037219895049443,1124.619182253805,887.3208362634036
mildly_wrong_weak,mildly_wrong,weak,4,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.57199,-3.1546135,-0.2489315000000003,-0.06453852113757108,0.06453852113757108,0.2605914637483102,0.2605914637483102,-0.19605294261073913,FALSE,2.9056819999999997,TRUE,0.3251299848858813,-0.06453852113757108,1.0123422836200708,634.9326625792058,502.7818561537955
mildly_wrong_weak,mildly_wrong,weak,4,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.368755,-3.6585500000000004,-1.2178365,-0.06453852113757108,0.06453852113757108,-0.53617353625169,0.53617353625169,-0.47163501511411887,FALSE,2.4407135,TRUE,-0.47163501511411887,-0.06453852113757108,1.0006966915167708,703.3352380206607,859.2655615545325
mildly_wrong_weak,mildly_wrong,weak,4,1,log_r,-1.3093333199837622,-1.0861897686695525,0.75,-1.44034,-2.5077975,-0.3616798500000001,0.2231435513142097,0.2231435513142097,-0.13100668001623772,0.13100668001623772,0.09213687129797199,TRUE,2.14611765,TRUE,-0.47220030844059657,0.29752473508561295,1.005825813186376,897.9213761213697,790.5861696799182
mildly_wrong_weak,mildly_wrong,weak,4,1,log_d,-0.4780358009429998,-0.6405547304407747,0.75,-0.2720955,-0.74643705,0.5190076499999999,-0.1625189294977749,0.1625189294977749,0.2059403009429998,0.2059403009429998,-0.0434213714452249,FALSE,1.2654447,TRUE,0.491278973921033,-0.21669190599703322,1.0077634903862662,693.3099239230711,475.1347295802094
mildly_wrong_weak,mildly_wrong,weak,4,1,m,3.5,3.95,1.5,3.776685,1.939738,5.4307775,0.4500000000000002,0.4500000000000002,0.27668500000000007,0.27668500000000007,0.1733150000000001,TRUE,3.4910394999999994,TRUE,-0.1155433333333334,0.3000000000000001,0.9999191241881522,535.3781221308743,809.041154019159
mildly_wrong_weak,mildly_wrong,weak,4,1,log_kappa,0.04879016416943205,0.2719337154836418,0.75,-0.105124,-1.01109,1.2135349999999998,0.22314355131420976,0.22314355131420976,-0.15391416416943204,0.15391416416943204,0.06922938714477772,TRUE,2.2246249999999996,TRUE,-0.5027436206448558,0.297524735085613,1.0033394147898445,558.4422307248279,626.6413677446865
mildly_wrong_weak,mildly_wrong,weak,4,1,log_sigma_z,-1.0498221244986778,-0.8675005677047233,0.75,-0.787521,-2.0021074999999997,0.5340220999999999,0.18232155679395456,0.18232155679395456,0.2623011244986778,0.2623011244986778,-0.07997956770472325,FALSE,2.5361295999999998,TRUE,0.10663942360629768,0.24309540905860608,1.0128023265638746,753.5819583825515,533.676988632101
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.48998,-2.7312329999999996,-0.2837165000000004,-0.06453852113757108,0.06453852113757108,0.34260146374831013,0.34260146374831013,-0.27806294261073905,FALSE,2.447516499999999,TRUE,0.4071399848858812,-0.06453852113757108,1.0043973096111478,944.4854351447334,728.6876748461495
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.4916850000000004,-3.841031,-1.5185175000000002,-0.06453852113757108,0.06453852113757108,-0.6591035362516902,0.6591035362516902,-0.5945650151141191,FALSE,2.3225135,TRUE,-0.5945650151141191,-0.06453852113757108,0.9997543654713762,1033.7791213357095,870.1496002508377
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_r,-1.3093333199837622,-1.0861897686695525,0.35,-1.187635,-1.738964,-0.6743063000000002,0.2231435513142097,0.2231435513142097,0.12169831998376224,0.12169831998376224,0.10144523133044747,TRUE,1.0646576999999997,TRUE,-0.28984351808699277,0.6375530037548849,1.0039936479124307,1025.4986774075107,860.9302436483359
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_d,-0.4780358009429998,-0.6405547304407747,0.35,-0.493014,-0.7839759500000001,-0.14062100000000013,-0.1625189294977749,0.1625189294977749,-0.014978199057000208,0.014978199057000208,0.1475407304407747,TRUE,0.64335495,TRUE,0.4215449441164992,-0.4643397985650712,1.0032614720929536,934.5720102077518,758.4717804874344
mildly_wrong_moderate,mildly_wrong,moderate,5,1,m,3.5,3.95,0.6,3.90998,3.0059855,4.7791925,0.4500000000000002,0.4500000000000002,0.40998,0.40998,0.04002000000000017,TRUE,1.7732069999999998,TRUE,-0.06670000000000029,0.7500000000000003,1.011774480077937,1094.1124448720404,592.7509726474935
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_kappa,0.04879016416943205,0.2719337154836418,0.35,0.1864635,-0.37680695,0.7831055999999998,0.22314355131420976,0.22314355131420976,0.13767333583056796,0.13767333583056796,0.08547021548364181,TRUE,1.1599125499999998,TRUE,-0.24420061566754805,0.6375530037548851,1.0030162024317097,1017.1787774359481,742.4140700300859
mildly_wrong_moderate,mildly_wrong,moderate,5,1,log_sigma_z,-1.0498221244986778,-0.8675005677047233,0.35,-0.848121,-1.4362845,-0.28922030000000004,0.18232155679395456,0.18232155679395456,0.20170112449867783,0.20170112449867783,-0.019379567704723266,FALSE,1.1470642,TRUE,0.05537019344206648,0.520918733697013,1.0107168440665137,1150.3472367947256,778.0922824947617
mildly_wrong_strong,mildly_wrong,strong,6,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.45213,-2.448689,-0.5259043000000003,-0.06453852113757108,0.06453852113757108,0.3804514637483103,0.3804514637483103,-0.3159129426107392,FALSE,1.9227846999999996,TRUE,0.4449899848858814,-0.06453852113757108,1.0056117198211478,723.8691265855886,420.0066292460047
mildly_wrong_strong,mildly_wrong,strong,6,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.584425,-3.9642394999999997,-1.6573945,-0.06453852113757108,0.06453852113757108,-0.7518435362516898,0.7518435362516898,-0.6873050151141187,FALSE,2.3068449999999996,TRUE,-0.6873050151141187,-0.06453852113757108,1.001593142078917,950.1186535251662,752.2705634991181
mildly_wrong_strong,mildly_wrong,strong,6,1,log_r,-1.3093333199837622,-1.0861897686695525,0.15,-1.10088,-1.3310505000000001,-0.8716466,0.2231435513142097,0.2231435513142097,0.20845331998376215,0.20845331998376215,0.014690231330447556,TRUE,0.4594039000000001,TRUE,-0.09793487553631705,1.4876236754280647,1.000574322009251,1444.7811408335983,962.8249629450751
mildly_wrong_strong,mildly_wrong,strong,6,1,log_d,-0.4780358009429998,-0.6405547304407747,0.15,-0.56729,-0.78035565,-0.38725360000000003,-0.1625189294977749,0.1625189294977749,-0.08925419905700016,0.08925419905700016,0.07326473044077475,TRUE,0.3931020499999999,TRUE,0.48843153627183167,-1.0834595299851661,1.0009673952981626,973.4711771749644,869.6994930292469
mildly_wrong_strong,mildly_wrong,strong,6,1,m,3.5,3.95,0.25,3.94997,3.5345744999999997,4.3563405,0.4500000000000002,0.4500000000000002,0.44997,0.44997,3.0000000000196536e-5,TRUE,0.8217660000000002,FALSE,-1.2000000000078614e-4,1.8000000000000007,1.0045359988292706,950.7944037013312,686.531890461439
mildly_wrong_strong,mildly_wrong,strong,6,1,log_kappa,0.04879016416943205,0.2719337154836418,0.15,0.2577795,0.017987050000000004,0.5033005,0.22314355131420976,0.22314355131420976,0.20898933583056795,0.20898933583056795,0.014154215483641819,TRUE,0.48531345000000004,TRUE,-0.09436143655761213,1.4876236754280652,1.0101148371665956,1410.0321520674556,927.3849927641222
mildly_wrong_strong,mildly_wrong,strong,6,1,log_sigma_z,-1.0498221244986778,-0.8675005677047233,0.15,-0.862367,-1.113931,-0.6170125000000001,0.18232155679395456,0.18232155679395456,0.18745512449867785,0.18745512449867785,-0.005133567704723285,FALSE,0.49691849999999993,TRUE,0.034223784698155235,1.2154770452930306,1.003905468431742,1230.0005462253466,741.7797299041655
badly_wrong_weak,badly_wrong,weak,7,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.401165,-3.0143444999999995,-0.11448310000000066,-0.06453852113757108,0.06453852113757108,0.4314164637483102,0.4314164637483102,-0.36687794261073914,FALSE,2.899861399999999,TRUE,0.4959549848858813,-0.06453852113757108,1.0103770029116739,890.55879993104,845.4182765932723
badly_wrong_weak,badly_wrong,weak,7,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.3309699999999998,-3.685587,-1.3100965,-0.06453852113757108,0.06453852113757108,-0.49838853625168955,0.49838853625168955,-0.43385001511411847,FALSE,2.3754904999999997,TRUE,-0.43385001511411847,-0.06453852113757108,1.0035205077159681,818.7060545067077,589.351448666749
badly_wrong_weak,badly_wrong,weak,7,1,log_r,-1.3093333199837622,-0.8393296907380265,0.75,-1.38911,-2.3602475,-0.44063315,0.4700036292457357,0.4700036292457357,-0.07977668001623783,0.07977668001623783,0.39022694922949785,TRUE,1.9196143499999998,TRUE,-0.7330404123492981,0.626671505660981,1.0004973971240256,654.9989018482537,647.9988220802481
badly_wrong_weak,badly_wrong,weak,7,1,log_d,-0.4780358009429998,-0.908818717035454,0.75,-0.4015555,-0.79532695,0.2680659999999998,-0.4307829160924542,0.4307829160924542,0.07648030094299979,0.07648030094299979,0.35430261514945444,TRUE,1.06339295,TRUE,0.6763509560472721,-0.5743772214566056,1.0045622456911658,670.7554349288741,547.8424071736308
badly_wrong_weak,badly_wrong,weak,7,1,m,3.5,4.4,1.5,4.1818100000000005,2.5601515,5.724929499999999,0.9000000000000004,0.9000000000000004,0.6818100000000005,0.6818100000000005,0.21818999999999988,TRUE,3.164777999999999,TRUE,-0.14545999999999992,0.6000000000000002,1.002386136721238,751.5567212046473,775.3599385329969
badly_wrong_weak,badly_wrong,weak,7,1,log_kappa,0.04879016416943205,0.6365768290715511,0.75,0.34561600000000003,-0.7466119,1.6049329999999995,0.5877866649021191,0.5877866649021191,0.296825835830568,0.296825835830568,0.2909608290715511,TRUE,2.3515448999999995,TRUE,-0.38794777209540143,0.7837155532028254,1.0012678913585713,796.6609229989824,678.8098150708988
badly_wrong_weak,badly_wrong,weak,7,1,log_sigma_z,-1.0498221244986778,-0.5798184952529422,0.75,-0.4816125,-1.734149,0.7895746999999995,0.4700036292457357,0.4700036292457357,0.5682096244986778,0.5682096244986778,-0.09820599525294216,FALSE,2.5237236999999997,TRUE,0.13094132700392289,0.626671505660981,1.0006400167471412,874.7570676047106,759.399773153791
badly_wrong_moderate,badly_wrong,moderate,8,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.186955,-2.420265,0.16165444999999984,-0.06453852113757108,0.06453852113757108,0.6456264637483102,0.6456264637483102,-0.5810879426107391,FALSE,2.58191945,TRUE,0.7101649848858813,-0.06453852113757108,1.0040718968921023,733.4450981158136,701.9731404424526
badly_wrong_moderate,badly_wrong,moderate,8,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.602645,-3.8913965,-1.6068580000000001,-0.06453852113757108,0.06453852113757108,-0.7700635362516897,0.7700635362516897,-0.7055250151141186,FALSE,2.2845385,TRUE,-0.7055250151141186,-0.06453852113757108,1.0043080575729466,1009.8858474424569,931.6515777532541
badly_wrong_moderate,badly_wrong,moderate,8,1,log_r,-1.3093333199837622,-0.8393296907380265,0.35,-1.017945,-1.5223259999999998,-0.5567084500000001,0.4700036292457357,0.4700036292457357,0.29138831998376213,0.29138831998376213,0.17861530926197355,TRUE,0.9656175499999997,TRUE,-0.5103294550342102,1.3428675121306735,1.0011432905316489,999.7364668416944,1030.969298654777
badly_wrong_moderate,badly_wrong,moderate,8,1,log_d,-0.4780358009429998,-0.908818717035454,0.35,-0.610204,-0.9162125499999999,-0.3121739,-0.4307829160924542,0.4307829160924542,-0.13216819905700017,0.13216819905700017,0.29861471703545406,TRUE,0.6040386499999999,TRUE,0.853184905815583,-1.2308083316927265,1.0019442619362513,793.2940766177888,726.0150186639531
badly_wrong_moderate,badly_wrong,moderate,8,1,m,3.5,4.4,0.6,4.2347649999999994,3.3464685000000003,5.013739,0.9000000000000004,0.9000000000000004,0.7347649999999994,0.7347649999999994,0.1652350000000009,TRUE,1.6672704999999999,TRUE,-0.2753916666666682,1.5000000000000007,1.0053920175150923,762.0835062134411,825.2668695696087
badly_wrong_moderate,badly_wrong,moderate,8,1,log_kappa,0.04879016416943205,0.6365768290715511,0.35,0.5772660000000001,0.0090586275,1.1868560000000001,0.5877866649021191,0.5877866649021191,0.528475835830568,0.528475835830568,0.05931082907155105,TRUE,1.1777973725000002,TRUE,-0.16945951163300302,1.6793904711489116,0.9988836938103581,1085.6168378730433,751.4306542672897
badly_wrong_moderate,badly_wrong,moderate,8,1,log_sigma_z,-1.0498221244986778,-0.5798184952529422,0.35,-0.5684425,-1.1621765,-0.008590467000000053,0.4700036292457357,0.4700036292457357,0.4813796244986779,0.4813796244986779,-0.011375995252942195,FALSE,1.1535860329999998,TRUE,0.03250284357983484,1.3428675121306735,1.003072040247314,1025.0588320575287,768.2159104469623
badly_wrong_strong,badly_wrong,strong,9,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-0.8194345000000001,-1.7347455,0.4770665499999998,-0.06453852113757108,0.06453852113757108,1.0131469637483101,1.0131469637483101,-0.9486084426107391,FALSE,2.21181205,FALSE,1.0776854848858812,-0.06453852113757108,1.0076281242068186,619.5122699143628,364.36780285924647
badly_wrong_strong,badly_wrong,strong,9,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.518465,-3.798171,-1.720207,-0.06453852113757108,0.06453852113757108,-0.6858835362516897,0.6858835362516897,-0.6213450151141187,FALSE,2.0779639999999997,TRUE,-0.6213450151141187,-0.06453852113757108,1.0082523128470147,550.9327097259135,546.2419459516676
badly_wrong_strong,badly_wrong,strong,9,1,log_r,-1.3093333199837622,-0.8393296907380265,0.15,-0.8673835,-1.1107679999999998,-0.62104235,0.4700036292457357,0.4700036292457357,0.44194981998376226,0.44194981998376226,0.028053809261973428,TRUE,0.4897256499999998,FALSE,-0.18702539507982285,3.133357528304905,1.003408859052352,611.6112737481003,699.0834176340383
badly_wrong_strong,badly_wrong,strong,9,1,log_d,-0.4780358009429998,-0.908818717035454,0.15,-0.7625715,-0.9525639499999999,-0.57143995,-0.4307829160924542,0.4307829160924542,-0.28453569905700016,0.28453569905700016,0.14624721703545407,TRUE,0.3811239999999999,FALSE,0.9749814469030271,-2.871886107283028,1.0059166840126796,868.0794826816513,696.1394803267913
badly_wrong_strong,badly_wrong,strong,9,1,m,3.5,4.4,0.25,4.32308,3.9491400000000003,4.7139345,0.9000000000000004,0.9000000000000004,0.82308,0.82308,0.07692000000000032,TRUE,0.7647944999999994,FALSE,-0.3076800000000013,3.6000000000000014,1.0015844669210443,1088.6329257178081,876.7070306224394
badly_wrong_strong,badly_wrong,strong,9,1,log_kappa,0.04879016416943205,0.6365768290715511,0.15,0.633529,0.39051615,0.87790695,0.5877866649021191,0.5877866649021191,0.584738835830568,0.584738835830568,0.0030478290715511003,TRUE,0.48739079999999996,FALSE,-0.020318860477007337,3.918577766014127,1.0089328831351625,1559.7262250626045,1027.4751026159995
badly_wrong_strong,badly_wrong,strong,9,1,log_sigma_z,-1.0498221244986778,-0.5798184952529422,0.15,-0.5712785,-0.81836375,-0.3370692,0.4700036292457357,0.4700036292457357,0.4785436244986778,0.4785436244986778,-0.008539995252942134,FALSE,0.48129454999999993,FALSE,0.0569333016862809,3.133357528304905,1.0024800840261514,1131.5368651610945,609.8413098868084
manuscript_default,manuscript_default,default,10,1,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.627955,-3.1607084999999997,-0.4414802000000003,-0.06453852113757108,0.06453852113757108,0.20462646374831017,0.20462646374831017,-0.1400879426107391,FALSE,2.7192282999999993,TRUE,0.26916498488588125,-0.06453852113757108,1.004247150088633,788.502273059908,567.0765372601076
manuscript_default,manuscript_default,default,10,1,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.256935,-3.772157,-1.1190625000000003,-0.06453852113757108,0.06453852113757108,-0.4243535362516897,0.4243535362516897,-0.3598150151141186,FALSE,2.6530945,TRUE,-0.3598150151141186,-0.06453852113757108,1.0013303291784996,737.721380111119,706.120424268402
manuscript_default,manuscript_default,default,10,1,log_r,-1.3093333199837622,-1.3862943611198906,0.75,-1.5842100000000001,-2.7482625000000005,-0.38688125000000034,-0.07696104113612834,0.07696104113612834,-0.2748766800162379,0.2748766800162379,-0.19791563888010955,FALSE,2.36138125,TRUE,-0.26388751850681275,-0.10261472151483779,1.0013806338457698,1019.9015920050934,770.1887862363594
manuscript_default,manuscript_default,default,10,1,log_d,-0.4780358009429998,-0.5108256237659907,0.75,-0.15120099999999997,-0.6792691,0.80038,-0.03278982282299092,0.03278982282299092,0.3268348009429998,0.3268348009429998,-0.2940449781200089,FALSE,1.4796491,TRUE,0.47949949835465433,-0.043719763763987896,1.022035153571255,598.1573251377717,274.48108569392406
manuscript_default,manuscript_default,default,10,1,m,3.5,3.5,1.5,3.3454300000000003,1.4447875,5.210493499999999,0,0,-0.15456999999999965,0.15456999999999965,-0.15456999999999965,FALSE,3.7657059999999993,TRUE,-0.10304666666666644,0,1.002342658212329,600.9274817262806,458.8311737395982
manuscript_default,manuscript_default,default,10,1,log_kappa,0.04879016416943205,0,1,-0.3899455,-1.213646,1.0274564999999998,-0.04879016416943205,0.04879016416943205,-0.43873566416943205,0.43873566416943205,-0.3899455,FALSE,2.2411024999999998,TRUE,-0.3899455,-0.04879016416943205,1.007783165471526,594.0986292614881,539.5660931518346
manuscript_default,manuscript_default,default,10,1,log_sigma_z,-1.0498221244986778,-1.0498221244986778,0.75,-0.9551425,-2.21262,0.30205209999999905,0,0,0.09467962449867784,0.09467962449867784,-0.09467962449867784,FALSE,2.514672099999999,TRUE,0.12623949933157044,0,1.0020501220163984,881.1619141132253,580.0386638948323
accurate_weak,accurate,weak,11,2,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-1.871445,-3.4619334999999998,-0.4758827,-0.06453852113757108,0.06453852113757108,-0.03886353625168981,0.03886353625168981,0.02567498488588127,TRUE,2.9860507999999997,TRUE,0.02567498488588127,-0.06453852113757108,1.0073914516947524,626.7143244113231,694.7224202066367
accurate_weak,accurate,weak,11,2,log_lambda_I,-1.8325814637483102,-1.8971199848858813,1,-2.01099,-3.5653265000000003,-0.7740067,-0.06453852113757108,0.06453852113757108,-0.17840853625168984,0.17840853625168984,-0.11387001511411876,FALSE,2.7913198,TRUE,-0.11387001511411876,-0.06453852113757108,1.0025207423915976,641.9147790894141,567.0348129376666
accurate_weak,accurate,weak,11,2,log_r,-1.3093333199837622,-1.3093333199837622,0.75,-1.4375550000000001,-2.6663089999999996,-0.3657649500000007,0,0,-0.1282216800162379,0.1282216800162379,-0.1282216800162379,FALSE,2.3005440499999987,TRUE,-0.17096224002165053,0,1.0046200575450261,890.7015754595793,580.5433356605345
accurate_weak,accurate,weak,11,2,log_d,-0.4780358009429998,-0.4780358009429998,0.75,-0.07984720000000001,-0.5524429,0.7663075499999992,0,0,0.3981886009429998,0.3981886009429998,-0.3981886009429998,FALSE,1.3187504499999991,TRUE,0.5309181345906664,0,1.0089930094286481,500.3554441888727,317.71408629454686
accurate_weak,accurate,weak,11,2,m,3.5,3.5,1.5,3.63596,1.987308,5.172665,0,0,0.13595999999999986,0.13595999999999986,-0.13595999999999986,FALSE,3.185357,TRUE,0.0906399999999999,0,1.001319566892755,602.7631149133259,491.2115824650682
accurate_weak,accurate,weak,11,2,log_kappa,0.04879016416943205,0.04879016416943205,0.75,-0.1187625,-0.98666795,1.1180319999999992,0,0,-0.16755266416943204,0.16755266416943204,-0.16755266416943204,FALSE,2.104699949999999,TRUE,-0.22340355222590938,0,1.00434653418408,570.4105624790734,602.6312882849458
accurate_weak,accurate,weak,11,2,log_sigma_z,-1.0498221244986778,-1.0498221244986778,0.75,-0.9877385000000001,-2.2460109999999998,0.2419277499999997,0,0,0.06208362449867777,0.06208362449867777,-0.06208362449867777,FALSE,2.4879387499999996,TRUE,0.08277816599823702,0,1.0025973700062478,993.6881970466656,705.9872640856565
accurate_moderate,accurate,moderate,12,2,log_lambda1,-1.8325814637483102,-1.8971199848858813,1,-2.00937,-3.327579,-0.8668866500000001,-0.06453852113757108,0.06453852113757108,-0.1767885362516899,0.1767885362516899,-0.1122500151141188,FALSE,2.46069235,TRUE,-0.1122500151141188,-0.06453852113757108,1.0093631009050936,700.7126761791134,639.5649485945567
