prior_scenario,accuracy,strength,variable,n_successful_fits,true_value,median_prior_abs_error,median_posterior_abs_error,median_improvement_over_prior,moved_toward_truth_rate,coverage,median_interval_width,median_shift_from_prior_sd,median_abs_shift_from_prior_sd
accurate_weak,accurate,weak,log_sigma_z,50,-1.0498221244986778,0,0.033494624498677905,-0.033494624498677905,0,1,2.4916223749999995,0.035152832664903766,0.04465949933157054
accurate_weak,accurate,weak,m,50,3.5,0,0.25229000000000035,-0.25229000000000035,0,1,2.9964535,0.024291666666666746,0.16819333333333358
badly_wrong_moderate,badly_wrong,moderate,log_d,50,-0.4780358009429998,0.4307829160924542,0.13813069905700015,0.2926522170354541,1,0.94,0.5773217249999999,0.8361491915298689,0.8361491915298689
badly_wrong_moderate,badly_wrong,moderate,log_kappa,50,0.04879016416943205,0.5877866649021191,0.577059085830568,0.010727579071551085,0.68,0.4,1.11874161675,-0.03065022591871739,0.056462857142856995
badly_wrong_moderate,badly_wrong,moderate,log_lambda1,50,-1.8325814637483102,0.06453852113757108,0.4463664637483101,-0.38182794261073905,0.04,0.96,2.5880260274999998,0.5109049848858812,0.5109049848858812
badly_wrong_moderate,badly_wrong,moderate,log_lambda_I,50,-1.8325814637483102,0.06453852113757108,0.5408260362516897,-0.4762875151141186,0.02,1,2.28647925,-0.4762875151141186,0.4762875151141186
badly_wrong_moderate,badly_wrong,moderate,log_r,50,-1.3093333199837622,0.4700036292457357,0.3733360699837623,0.0966675592619734,0.96,0.98,0.974244425,-0.27619302646278115,0.27619302646278115
badly_wrong_moderate,badly_wrong,moderate,log_sigma_z,50,-1.0498221244986778,0.4700036292457357,0.4838151244986778,-0.013811495252942119,0.18,1,1.152612254,0.03946141500840605,0.042846415008406094
badly_wrong_moderate,badly_wrong,moderate,m,50,3.5,0.9000000000000004,0.7677125,0.13228750000000034,0.82,0.7,1.591306,-0.22047916666666723,0.22047916666666723
badly_wrong_strong,badly_wrong,strong,log_d,50,-0.4780358009429998,0.4307829160924542,0.28599369905700023,0.144789217035454,1,0,0.387310825,0.9652614469030267,0.9652614469030267
badly_wrong_strong,badly_wrong,strong,log_kappa,50,0.04879016416943205,0.5877866649021191,0.5918133358305679,-0.004026670928448883,0.34,0,0.4861586,0.02684447285632589,0.037109472856325564
badly_wrong_strong,badly_wrong,strong,log_lambda1,50,-1.8325814637483102,0.06453852113757108,0.8787742137483102,-0.8142356926107391,0,0.56,2.0683850999999995,0.9433127348858813,0.9433127348858813
badly_wrong_strong,badly_wrong,strong,log_lambda_I,50,-1.8325814637483102,0.06453852113757108,0.29049353625168983,-0.22595501511411875,0.06,0.96,1.7113304999999999,-0.22595501511411875,0.24242501511411874
badly_wrong_strong,badly_wrong,strong,log_r,50,-1.3093333199837622,0.4700036292457357,0.46646831998376226,0.0035353092619734294,0.6,0,0.4713379249999999,-0.023568728413156197,0.07890706174649006
badly_wrong_strong,badly_wrong,strong,log_sigma_z,50,-1.0498221244986778,0.4700036292457357,0.4675411244986778,0.002462504747057892,0.62,0,0.48794432499999996,-0.01641669831371928,0.029565031647052303
badly_wrong_strong,badly_wrong,strong,m,50,3.5,0.9000000000000004,0.8591725000000006,0.040827499999999795,0.86,0,0.7425999999999997,-0.16330999999999918,0.16330999999999918
badly_wrong_weak,badly_wrong,weak,log_d,50,-0.4780358009429998,0.4307829160924542,0.11282969905700024,0.317953217035454,1,0.98,0.9060884499999999,0.581828956047272,0.581828956047272
badly_wrong_weak,badly_wrong,weak,log_kappa,50,0.04879016416943205,0.5877866649021191,0.47867583583056794,0.10911082907155112,0.86,1,2.3539764999999995,-0.14548110542873482,0.14548110542873482
badly_wrong_weak,badly_wrong,weak,log_lambda1,50,-1.8325814637483102,0.06453852113757108,0.14277896374831023,-0.07824044261073915,0.2,1,3.004740925,0.2073174848858813,0.2073174848858813
badly_wrong_weak,badly_wrong,weak,log_lambda_I,50,-1.8325814637483102,0.06453852113757108,0.39328353625169,-0.3287450151141189,0.06,1,2.5712598499999997,-0.3287450151141189,0.3287450151141189
badly_wrong_weak,badly_wrong,weak,log_r,50,-1.3093333199837622,0.4700036292457357,0.14831831998376233,0.32168530926197336,1,1,1.9459261674999995,-0.45085041234929807,0.45085041234929807
badly_wrong_weak,badly_wrong,weak,log_sigma_z,50,-1.0498221244986778,0.4700036292457357,0.5350396244986778,-0.06503599525294212,0.08,1,2.4591792249999997,0.08671466033725617,0.09009832700392284
badly_wrong_weak,badly_wrong,weak,m,50,3.5,0.9000000000000004,0.603415,0.2965850000000003,0.74,1,2.6953750000000003,-0.19772333333333353,0.2055749999999999
manuscript_default,manuscript_default,default,log_d,50,-0.4780358009429998,0.03278982282299092,0.19768574999999997,-0.16489592717700904,0.14,0.96,1.1815932999999998,0.252372165021321,0.27728899999999995
manuscript_default,manuscript_default,default,log_kappa,50,0.04879016416943205,0.04879016416943205,0.16507375,-0.11628358583056794,0.14,1,2.4315997499999993,-0.038293925,0.1637135
manuscript_default,manuscript_default,default,log_lambda1,50,-1.8325814637483102,0.06453852113757108,0.12312749999999995,-0.058588978862428864,0.28,1,2.894847025,-0.02594501511411873,0.08254000000000006
manuscript_default,manuscript_default,default,log_lambda_I,50,-1.8325814637483102,0.06453852113757108,0.17215749999999996,-0.10761897886242888,0.26,1,2.681222,-0.059260015114118714,0.13998250000000012
manuscript_default,manuscript_default,default,log_r,50,-1.3093333199837622,0.07696104113612834,0.1675391800162378,-0.09057813888010946,0.18,1,2.1914596,-0.12077085184014594,0.12461751850681266
manuscript_default,manuscript_default,default,log_sigma_z,50,-1.0498221244986778,0,0.02466287550132218,-0.02466287550132218,0,1,2.5168377749999995,0.027309499331570564,0.0328838340017629
manuscript_default,manuscript_default,default,m,50,3.5,0,0.25144999999999995,-0.25144999999999995,0,1,3.2162972499999993,0.03922333333333332,0.1676333333333333
mildly_wrong_moderate,mildly_wrong,moderate,log_d,50,-0.4780358009429998,0.1625189294977749,0.06900624999999999,0.09351267949777492,0.86,0.98,0.6111927499999997,0.3820249441164993,0.3820249441164993
mildly_wrong_moderate,mildly_wrong,moderate,log_kappa,50,0.04879016416943205,0.22314355131420976,0.21716333583056796,0.005980215483641804,0.56,1,1.0863899499999998,-0.0170863299532623,0.11771295576102349
mildly_wrong_moderate,mildly_wrong,moderate,log_lambda1,50,-1.8325814637483102,0.06453852113757108,0.17050396374831034,-0.10596544261073926,0.28,1,2.5889396899999992,0.14767498488588127,0.17439249999999995
mildly_wrong_moderate,mildly_wrong,moderate,log_lambda_I,50,-1.8325814637483102,0.06453852113757108,0.38579853625169,-0.32126001511411895,0.06,1,2.2912425,-0.32126001511411895,0.32126001511411895
mildly_wrong_moderate,mildly_wrong,moderate,log_r,50,-1.3093333199837622,0.2231435513142097,0.17609831998376224,0.04704523133044747,0.78,1,1.065471025,-0.13441494665842135,0.13802142857142907
mildly_wrong_moderate,mildly_wrong,moderate,log_sigma_z,50,-1.0498221244986778,0.18232155679395456,0.19294512449867784,-0.01062356770472328,0.26,1,1.1559745000000001,0.030353050584923658,0.03219590772778082
mildly_wrong_moderate,mildly_wrong,moderate,m,50,3.5,0.4500000000000002,0.4048449999999999,0.04515500000000028,0.62,1,1.6769150000000002,-0.0752583333333338,0.14541666666666675
mildly_wrong_strong,mildly_wrong,strong,log_d,50,-0.4780358009429998,0.1625189294977749,0.08953419905700016,0.07298473044077475,0.92,0.96,0.40201765,0.486564869605165,0.486564869605165
mildly_wrong_strong,mildly_wrong,strong,log_kappa,50,0.04879016416943205,0.22314355131420976,0.23207558583056792,-0.008932034516358156,0.24,0.72,0.48103590249999995,0.059546896775721045,0.07887023010905456
mildly_wrong_strong,mildly_wrong,strong,log_lambda1,50,-1.8325814637483102,0.06453852113757108,0.2617739637483102,-0.1972354426107391,0.08,0.94,1.9232468499999997,0.28420998488588134,0.294075
mildly_wrong_strong,mildly_wrong,strong,log_lambda_I,50,-1.8325814637483102,0.06453852113757108,0.3065910362516897,-0.24205251511411863,0.08,0.96,2.00087,-0.23110751511411864,0.25913751511411864
mildly_wrong_strong,mildly_wrong,strong,log_r,50,-1.3093333199837622,0.2231435513142097,0.2218808199837622,0.0012627313304475196,0.54,0.92,0.4832989749999999,-0.008418208869650131,0.07339999999999977
mildly_wrong_strong,mildly_wrong,strong,log_sigma_z,50,-1.0498221244986778,0.18232155679395456,0.18606612449867788,-0.0037445677047233117,0.34,1,0.4924230749999999,0.02496378469815541,0.028553784698155393
mildly_wrong_strong,mildly_wrong,strong,m,50,3.5,0.4500000000000002,0.4344475000000001,0.01555250000000008,0.74,0.16,0.8101999999999994,-0.06221000000000032,0.07922999999999991
mildly_wrong_weak,mildly_wrong,weak,log_d,50,-0.4780358009429998,0.1625189294977749,0.15502449999999995,0.007494429497774957,0.52,0.98,1.0585118249999996,0.3161103072543663,0.3161103072543663
mildly_wrong_weak,mildly_wrong,weak,log_kappa,50,0.04879016416943205,0.22314355131420976,0.12511078916943202,0.09803276214477773,0.7,1,2.1532889749999993,-0.1548529539781891,0.1684323333333333
mildly_wrong_weak,mildly_wrong,weak,log_lambda1,50,-1.8325814637483102,0.06453852113757108,0.09679500000000008,-0.032256478862428994,0.32,1,2.9582586499999994,0.0696224848858813,0.10617500000000013
mildly_wrong_weak,mildly_wrong,weak,log_lambda_I,50,-1.8325814637483102,0.06453852113757108,0.2808610362516897,-0.2163225151141186,0.14,1,2.6086599499999994,-0.2163225151141186,0.2315050151141187
mildly_wrong_weak,mildly_wrong,weak,log_r,50,-1.3093333199837622,0.2231435513142097,0.08667000000000002,0.13647355131420968,0.94,1,2.0686615499999994,-0.25635030844059664,0.25635030844059664
mildly_wrong_weak,mildly_wrong,weak,log_sigma_z,50,-1.0498221244986778,0.18232155679395456,0.2283671244986778,-0.046045567704723234,0.1,1,2.5235005,0.061394090272964316,0.0627920902729644
mildly_wrong_weak,mildly_wrong,weak,m,50,3.5,0.4500000000000002,0.3946749999999999,0.05532500000000029,0.54,1,2.86024175,-0.06307499999999999,0.1529516666666666
