"model","strain","mean_gen","sd_gen"
"Lognormal","SGTF",3.0132532,1.4713611
"Lognormal","SGTF",3.059735,1.7029923
"Lognormal","SGTF",3.0786526,1.8037725
"Lognormal","SGTF",3.0780391,1.7960849
"Lognormal","SGTF",2.8243802,1.3786006
"Lognormal","SGTF",2.735194,1.4764431
"Lognormal","SGTF",3.1172345,1.3771346
"Lognormal","SGTF",2.8486089,1.561423
"Lognormal","SGTF",2.9391406,1.6358906
"Lognormal","SGTF",2.9372722,1.4064701
"Lognormal","SGTF",2.864716,1.3219649
"Lognormal","SGTF",2.9426612,1.6480626
"Lognormal","SGTF",2.9925819,1.7684355
"Lognormal","SGTF",3.0809693,2.1890461
"Lognormal","SGTF",3.13839,2.3860302
"Lognormal","SGTF",3.1349059,2.35261
"Lognormal","SGTF",2.8249015,1.2179629
"Lognormal","SGTF",2.847032,1.2052488
"Lognormal","SGTF",3.0922994,1.5658491
"Lognormal","SGTF",2.8225362,1.3934526
"Lognormal","SGTF",2.8918312,1.4339614
"Lognormal","SGTF",2.9949695,1.4815295
"Lognormal","SGTF",2.9571163,1.3592874
"Lognormal","SGTF",3.015402,1.638832
"Lognormal","SGTF",2.9477664,1.3958289
"Lognormal","SGTF",3.0974244,1.5156048
"Lognormal","SGTF",2.9482444,1.6705493
"Lognormal","SGTF",2.9510081,1.5575198
"Lognormal","SGTF",2.9708611,1.2468203
"Lognormal","SGTF",3.0017464,1.2947756
"Lognormal","SGTF",2.8914318,1.2490733
"Lognormal","SGTF",2.8792152,1.3943647
"Lognormal","SGTF",2.825105,1.3566269
"Lognormal","SGTF",3.0640855,1.5442102
"Lognormal","SGTF",2.8987239,1.6376396
"Lognormal","SGTF",3.0477788,1.583602
"Lognormal","SGTF",2.8351326,1.2513161
"Lognormal","SGTF",2.9371914,1.3022114
"Lognormal","SGTF",3.015768,1.3891428
"Lognormal","SGTF",2.8912656,1.369935
"Lognormal","SGTF",2.8031707,1.196944
"Lognormal","SGTF",2.9768949,1.5777489
"Lognormal","SGTF",2.9942094,1.4983198
"Lognormal","SGTF",2.8868968,1.4319554
"Lognormal","SGTF",3.0991006,1.9923137
"Lognormal","SGTF",3.0638596,1.8126124
"Lognormal","SGTF",2.8319558,1.3435642
"Lognormal","SGTF",3.032076,1.748471
"Lognormal","SGTF",3.2475534,1.8292518
"Lognormal","SGTF",3.0463543,1.4648019
"Lognormal","SGTF",2.8985156,1.3838926
"Lognormal","SGTF",3.0502141,1.6543712
"Lognormal","SGTF",3.0603465,1.9599346
"Lognormal","SGTF",2.8838566,1.5904565
"Lognormal","SGTF",2.9999109,1.7773438
"Lognormal","SGTF",2.9478168,1.8135126
"Lognormal","SGTF",2.8134858,1.614947
"Lognormal","SGTF",3.0211619,1.9516188
"Lognormal","SGTF",3.200863,2.1884196
"Lognormal","SGTF",3.0841255,1.7226467
"Lognormal","SGTF",2.762459,1.000392
"Lognormal","SGTF",2.787414,1.1745467
"Lognormal","SGTF",3.1070588,1.6314529
"Lognormal","SGTF",2.8393843,1.8577283
"Lognormal","SGTF",3.0559315,2.2439513
"Lognormal","SGTF",3.0294767,1.9391779
"Lognormal","SGTF",3.0421288,1.3478319
"Lognormal","SGTF",2.8563146,1.202138
"Lognormal","SGTF",3.1081518,1.7147272
"Lognormal","SGTF",3.1000655,1.6334268
"Lognormal","SGTF",3.1115753,1.7232063
"Lognormal","SGTF",2.7496611,1.0870477
"Lognormal","SGTF",2.7386075,1.085452
"Lognormal","SGTF",2.8249,1.4794372
"Lognormal","SGTF",2.8977353,1.3471532
"Lognormal","SGTF",2.8036409,1.1513863
"Lognormal","SGTF",2.9091797,1.101132
"Lognormal","SGTF",2.9148039,1.1026722
"Lognormal","SGTF",2.8024363,1.1427969
"Lognormal","SGTF",2.8290338,1.1261987
"Lognormal","SGTF",2.8435922,1.2814429
"Lognormal","SGTF",3.1270008,1.6474421
"Lognormal","SGTF",3.1695264,1.7214024
"Lognormal","SGTF",2.8145881,1.2053301
"Lognormal","SGTF",2.9019223,1.2466012
"Lognormal","SGTF",2.9231695,1.2462788
"Lognormal","SGTF",2.8964642,1.380981
"Lognormal","SGTF",3.1105043,1.7168518
"Lognormal","SGTF",2.830074,1.5182269
"Lognormal","SGTF",2.8843013,1.4690915
"Lognormal","SGTF",2.751667,1.224932
"Lognormal","SGTF",2.7787057,1.219553
"Lognormal","SGTF",3.1069352,1.5983008
"Lognormal","SGTF",2.9816568,1.3878554
"Lognormal","SGTF",2.8995086,1.3638685
"Lognormal","SGTF",2.9798481,1.5028897
"Lognormal","SGTF",2.9229875,1.3831347
"Lognormal","SGTF",3.0049313,1.5512449
"Lognormal","SGTF",3.0262011,1.4497705
"Lognormal","SGTF",2.9202795,1.7090258
"Lognormal","SGTF",3.0307139,1.2459269
"Lognormal","SGTF",2.8336549,1.1200504
"Lognormal","SGTF",2.7210716,1.1797334
"Lognormal","SGTF",2.7036739,1.1725261
"Lognormal","SGTF",2.7081047,1.1841264
"Lognormal","SGTF",2.7246893,1.2695203
"Lognormal","SGTF",2.8083352,1.3280188
"Lognormal","SGTF",3.1120616,1.731244
"Lognormal","SGTF",3.05085,1.565347
"Lognormal","SGTF",3.0093783,1.5626537
"Lognormal","SGTF",2.8969611,1.418354
"Lognormal","SGTF",3.0187006,1.5993501
"Lognormal","SGTF",3.0540065,1.7421615
"Lognormal","SGTF",3.0475169,1.7211236
"Lognormal","SGTF",2.9723489,1.8043647
"Lognormal","SGTF",2.8341512,1.4733125
"Lognormal","SGTF",2.896804,1.6497575
"Lognormal","SGTF",2.9338503,1.1673105
"Lognormal","SGTF",2.9276724,1.2512297
"Lognormal","SGTF",2.9278901,1.2838975
"Lognormal","SGTF",3.0179751,1.6926536
"Lognormal","SGTF",2.8170801,1.4035082
"Lognormal","SGTF",2.8801183,1.0909082
"Lognormal","SGTF",2.9374429,1.3611353
"Lognormal","SGTF",3.1572279,1.7914718
"Lognormal","SGTF",2.9940337,1.4138228
"Lognormal","SGTF",3.0203048,1.5992685
"Lognormal","SGTF",3.2352917,1.7752397
"Lognormal","SGTF",2.9070144,1.5878435
"Lognormal","SGTF",3.0195981,1.596815
"Lognormal","SGTF",2.9395007,1.3691224
"Lognormal","SGTF",2.9227094,1.2231782
"Lognormal","SGTF",2.8882674,1.280961
"Lognormal","SGTF",2.8304256,1.119346
"Lognormal","SGTF",2.8364948,1.1089715
"Lognormal","SGTF",2.8305834,1.099509
"Lognormal","SGTF",3.0834996,1.5386455
"Lognormal","SGTF",3.0688879,1.672313
"Lognormal","SGTF",2.8383408,1.4402775
"Lognormal","SGTF",3.0422555,1.381616
"Lognormal","SGTF",2.9556836,1.3468226
"Lognormal","SGTF",2.9637788,1.6233143
"Lognormal","SGTF",3.006281,1.5223929
"Lognormal","SGTF",2.8978953,1.248951
"Lognormal","SGTF",3.0594411,1.6419752
"Lognormal","SGTF",2.9454571,1.4262898
"Lognormal","SGTF",3.0700813,1.4535017
"Lognormal","SGTF",2.9174236,1.6898875
"Lognormal","SGTF",2.917874,1.6340043
"Lognormal","SGTF",2.9715136,1.4915775
"Lognormal","SGTF",2.969523,1.3871141
"Lognormal","SGTF",3.1185047,1.8977938
"Lognormal","SGTF",2.9697316,1.6314675
"Lognormal","SGTF",3.0572019,1.4464133
"Lognormal","SGTF",3.0883711,1.4008143
"Lognormal","SGTF",2.8398176,1.2806501
"Lognormal","SGTF",2.8843928,1.2210164
"Lognormal","SGTF",2.8321844,1.2663151
"Lognormal","SGTF",2.9061968,1.4420003
"Lognormal","SGTF",2.9132681,1.5920832
"Lognormal","SGTF",3.0392126,1.5762111
"Lognormal","SGTF",3.0735573,1.6849335
"Lognormal","SGTF",2.8851566,1.4709045
"Lognormal","SGTF",3.017979,1.7367009
"Lognormal","SGTF",3.1117707,1.0809073
"Lognormal","SGTF",3.0909156,1.0602352
"Lognormal","SGTF",3.0943206,1.1595379
"Lognormal","SGTF",3.0934755,1.3246135
"Lognormal","SGTF",2.9824063,1.3366395
"Lognormal","SGTF",2.8902977,1.4072638
"Lognormal","SGTF",2.89499,1.0558515
"Lognormal","SGTF",2.7385272,0.92808786
"Lognormal","SGTF",2.7629506,1.1799379
"Lognormal","SGTF",2.9470692,1.1934786
"Lognormal","SGTF",3.0533874,1.6346088
"Lognormal","SGTF",3.0914824,1.6518021
"Lognormal","SGTF",3.02919,1.4912634
"Lognormal","SGTF",2.8690088,1.374281
"Lognormal","SGTF",3.0575917,1.5616737
"Lognormal","SGTF",3.1487046,1.6037411
"Lognormal","SGTF",2.7704244,1.6328715
"Lognormal","SGTF",2.9605212,1.030259
"Lognormal","SGTF",2.9982746,1.3023886
"Lognormal","SGTF",2.9505184,1.4839518
"Lognormal","SGTF",2.8806533,1.4462781
"Lognormal","SGTF",3.0687119,1.4404076
"Lognormal","SGTF",3.1105001,1.5819998
"Lognormal","SGTF",3.046425,1.6317542
"Lognormal","SGTF",3.1459781,1.6561929
"Lognormal","SGTF",2.8238778,1.6516692
"Lognormal","SGTF",3.0508724,1.5745207
"Lognormal","SGTF",2.9518022,1.4140485
"Lognormal","SGTF",3.0826054,2.0334811
"Lognormal","SGTF",2.83815,1.5245542
"Lognormal","SGTF",3.1530548,1.8963428
"Lognormal","SGTF",3.1462341,1.9004944
"Lognormal","SGTF",3.0034792,1.4708673
"Lognormal","SGTF",2.9940772,1.3707526
"Lognormal","SGTF",3.0219626,1.6149476
"Lognormal","SGTF",2.9199849,1.5204853
"Lognormal","SGTF",3.0134233,1.6306896
"Lognormal","SGTF",2.8547789,1.2293457
"Lognormal","SGTF",2.9906308,1.2500527
"Lognormal","SGTF",2.9025563,1.2881956
"Lognormal","SGTF",2.964104,1.2962547
"Lognormal","SGTF",2.8784823,1.1776323
"Lognormal","SGTF",3.0621837,1.7860765
"Lognormal","SGTF",3.0743504,1.8078011
"Lognormal","SGTF",3.0885063,1.5108082
"Lognormal","SGTF",3.0167088,1.6964614
"Lognormal","SGTF",2.9340805,1.5514994
"Lognormal","SGTF",3.007093,1.6298145
"Lognormal","SGTF",2.9953442,1.4258039
"Lognormal","SGTF",3.0774981,1.4888654
"Lognormal","SGTF",2.9694084,1.3990808
"Lognormal","SGTF",2.9690034,1.8445803
"Lognormal","SGTF",2.8955313,1.7247299
"Lognormal","SGTF",3.0071405,1.5578094
"Lognormal","SGTF",2.9155979,1.3635469
"Lognormal","SGTF",3.0755727,1.6825562
"Lognormal","SGTF",2.8510876,1.341484
"Lognormal","SGTF",2.9139112,1.3503461
"Lognormal","SGTF",2.9809778,1.5511956
"Lognormal","SGTF",2.876684,1.3184701
"Lognormal","SGTF",2.9754597,1.453563
"Lognormal","SGTF",2.9695793,1.6292992
"Lognormal","SGTF",3.0821308,1.5496642
"Lognormal","SGTF",2.798893,1.2145212
"Lognormal","SGTF",2.8356426,1.235894
"Lognormal","SGTF",2.8491229,1.2676308
"Lognormal","SGTF",3.0583273,1.4396231
"Lognormal","SGTF",3.3013129,1.892041
"Lognormal","SGTF",3.053802,1.5141243
"Lognormal","SGTF",2.7399978,0.82788783
"Lognormal","SGTF",2.8221918,0.8749559
"Lognormal","SGTF",3.0163364,1.2237051
"Lognormal","SGTF",3.0301837,1.9646271
"Lognormal","SGTF",3.1405747,1.9333135
"Lognormal","SGTF",3.0810999,1.470833
"Lognormal","SGTF",2.8547733,1.3337146
"Lognormal","SGTF",3.0073517,1.2453429
"Lognormal","SGTF",3.0568618,1.4142797
"Lognormal","SGTF",3.0641999,1.4108671
"Lognormal","SGTF",3.0182866,1.383511
"Lognormal","SGTF",2.9272071,1.6691081
"Lognormal","SGTF",2.7760388,1.361217
"Lognormal","SGTF",3.0157866,1.7248592
"Lognormal","SGTF",2.9520251,1.2720031
"Lognormal","SGTF",2.9604304,1.451215
"Lognormal","SGTF",2.7983585,1.2891627
"Lognormal","SGTF",3.0588642,1.7407473
"Lognormal","SGTF",2.9370856,1.7245593
"Lognormal","SGTF",2.9660877,1.4167445
"Lognormal","SGTF",2.9806933,1.3648592
"Lognormal","SGTF",2.9977203,1.8884441
"Lognormal","SGTF",3.047454,1.6638103
"Lognormal","SGTF",3.0531717,1.2327388
"Lognormal","SGTF",3.0406041,1.23906
"Lognormal","SGTF",2.9381906,1.6143871
"Lognormal","SGTF",2.8586073,1.1656505
"Lognormal","SGTF",2.7687858,1.0828951
"Lognormal","SGTF",2.7811574,1.1059585
"Lognormal","SGTF",2.9591335,1.3074006
"Lognormal","SGTF",2.8741886,1.0547918
"Lognormal","SGTF",2.947476,1.1891092
"Lognormal","SGTF",2.9317845,1.1495608
"Lognormal","SGTF",2.8983539,1.2176421
"Lognormal","SGTF",2.8832942,1.6042599
"Lognormal","SGTF",3.106663,1.5458214
"Lognormal","SGTF",2.9779037,1.3658793
"Lognormal","SGTF",3.0172847,1.208628
"Lognormal","SGTF",2.8528019,1.3383436
"Lognormal","SGTF",3.0424062,1.9443366
"Lognormal","SGTF",2.8432844,1.0747022
"Lognormal","SGTF",3.0303467,1.6356022
"Lognormal","SGTF",2.9358877,1.5515015
"Lognormal","SGTF",3.0046726,1.4339353
"Lognormal","SGTF",3.0956501,1.6778976
"Lognormal","SGTF",3.3311886,2.133516
"Lognormal","SGTF",3.2747253,1.9314483
"Lognormal","SGTF",3.0928516,1.7518559
"Lognormal","SGTF",3.0423837,1.6874046
"Lognormal","SGTF",3.0392496,1.6857049
"Lognormal","SGTF",2.8008043,1.2212347
"Lognormal","SGTF",3.0972199,1.5100588
"Lognormal","SGTF",2.8923677,1.4798277
"Lognormal","SGTF",2.9314701,1.4248898
"Lognormal","SGTF",3.0552363,1.6545812
"Lognormal","SGTF",3.014511,1.6047027
"Lognormal","SGTF",2.94853,1.3296572
"Lognormal","SGTF",2.9977944,1.3519762
"Lognormal","SGTF",2.7906006,1.2865883
"Lognormal","SGTF",2.8429724,1.6071709
"Lognormal","SGTF",2.9177089,1.4844665
"Lognormal","SGTF",2.9540029,1.6220732
"Lognormal","SGTF",3.0093894,1.8051584
"Lognormal","SGTF",2.9238011,1.6546223
"Lognormal","SGTF",3.0026209,1.7646228
"Lognormal","SGTF",3.0666224,2.1428969
"Lognormal","SGTF",3.00964,2.0115825
"Lognormal","SGTF",2.9385954,2.1629215
"Lognormal","SGTF",3.0627683,1.0368772
"Lognormal","SGTF",3.0178068,1.0327701
"Lognormal","SGTF",2.8602933,1.6585817
"Lognormal","SGTF",3.1351923,1.4805213
"Lognormal","SGTF",2.7681811,1.0124489
"Lognormal","SGTF",2.7859189,1.2514126
"Lognormal","SGTF",2.7188908,1.2495009
"Lognormal","SGTF",3.0068048,1.8153387
"Lognormal","SGTF",3.0029629,1.8021759
"Lognormal","SGTF",2.8293722,1.6299699
"Lognormal","SGTF",2.9560401,1.9235701
"Lognormal","SGTF",2.8901146,1.4497569
"Lognormal","SGTF",2.88554,1.4470472
"Lognormal","SGTF",2.8893399,1.6291757
"Lognormal","SGTF",2.9852913,1.8565427
"Lognormal","SGTF",2.9991247,1.8358978
"Lognormal","SGTF",2.9538205,1.8013438
"Lognormal","SGTF",2.873976,1.4730581
"Lognormal","SGTF",3.2227676,2.0125552
"Lognormal","SGTF",3.0033464,1.621109
"Lognormal","SGTF",2.9618977,1.5425192
"Lognormal","SGTF",2.9571449,1.6534474
"Lognormal","SGTF",3.0216011,2.0345488
"Lognormal","SGTF",2.924587,1.7399457
"Lognormal","SGTF",2.9878652,1.4317334
"Lognormal","SGTF",3.0802078,1.5978091
"Lognormal","SGTF",3.1906342,1.6610729
"Lognormal","SGTF",3.1305659,1.6365904
"Lognormal","SGTF",3.0367493,1.6851957
"Lognormal","SGTF",2.9456628,1.4257748
"Lognormal","SGTF",3.0117426,1.5044184
"Lognormal","SGTF",2.9574333,1.5867161
"Lognormal","SGTF",3.0500212,1.4930146
"Lognormal","SGTF",2.9555472,1.7842534
"Lognormal","SGTF",2.9635625,1.5910956
"Lognormal","SGTF",2.9937692,1.5576139
"Lognormal","SGTF",3.0317298,1.2269824
"Lognormal","SGTF",2.947294,1.4894754
"Lognormal","SGTF",2.9833266,1.703658
"Lognormal","SGTF",2.9491305,1.4242552
"Lognormal","SGTF",3.0599344,1.7351109
"Lognormal","SGTF",3.0585757,1.3052806
"Lognormal","SGTF",2.9469542,1.7608803
"Lognormal","SGTF",2.9153542,1.5385793
"Lognormal","SGTF",2.8573127,1.5723143
"Lognormal","SGTF",3.0367565,1.7263378
"Lognormal","SGTF",2.8949046,1.3203953
"Lognormal","SGTF",3.1796752,1.5326967
"Lognormal","SGTF",3.1046844,1.6527919
"Lognormal","SGTF",3.0562009,1.4887742
"Lognormal","SGTF",3.2564737,2.0296979
"Lognormal","SGTF",3.0198437,1.542975
"Lognormal","SGTF",3.1219575,2.0125551
"Lognormal","SGTF",3.1176314,2.0284588
"Lognormal","SGTF",3.1523132,2.1164989
"Lognormal","SGTF",2.839499,1.599888
"Lognormal","SGTF",3.1845823,1.8573124
"Lognormal","SGTF",2.860477,0.8053343
"Lognormal","SGTF",2.8149019,0.97207593
"Lognormal","SGTF",2.8174426,0.9922112
"Lognormal","SGTF",2.8682718,0.96845568
"Lognormal","SGTF",2.917321,0.9636744
"Lognormal","SGTF",2.8834672,0.97455789
"Lognormal","SGTF",2.7837771,0.77445822
"Lognormal","SGTF",2.7965677,0.80203844
"Lognormal","SGTF",3.1598428,1.7607134
"Lognormal","SGTF",3.0589048,1.64112
"Lognormal","SGTF",2.8925193,1.2428691
"Lognormal","SGTF",2.8456363,1.2176381
"Lognormal","SGTF",2.8680968,1.2519601
"Lognormal","SGTF",3.0484665,1.9027442
"Lognormal","SGTF",2.8815818,1.2958183
"Lognormal","SGTF",2.8752776,1.4767214
"Lognormal","SGTF",2.8958155,1.4792719
"Lognormal","SGTF",3.1487242,1.728767
"Lognormal","SGTF",3.0504502,1.6771005
"Lognormal","SGTF",2.952192,1.3690941
"Lognormal","SGTF",2.9610559,1.4968909
"Lognormal","SGTF",2.8779685,1.1531426
"Lognormal","SGTF",3.0453265,1.8434541
"Lognormal","SGTF",2.9515996,1.5709755
"Lognormal","SGTF",2.9088798,1.353588
"Lognormal","SGTF",3.0711853,1.8817768
"Lognormal","SGTF",3.1765756,1.9463114
"Lognormal","SGTF",2.9027429,1.3133428
"Lognormal","SGTF",3.1931066,1.6938937
"Lognormal","SGTF",2.8240645,1.1459459
"Lognormal","SGTF",2.8578559,1.3689395
"Lognormal","SGTF",2.9606782,1.5674115
"Lognormal","SGTF",3.0988671,1.8132372
"Lognormal","SGTF",2.9204543,1.3820557
"Lognormal","SGTF",2.8749714,1.3977215
"Lognormal","SGTF",3.0371136,1.56831
"Lognormal","SGTF",3.0391436,1.7019888
"Lognormal","SGTF",3.0981322,1.7862087
"Lognormal","SGTF",2.8168599,1.1263585
"Lognormal","SGTF",2.6988899,1.1133267
"Lognormal","SGTF",2.6704527,1.0950252
"Lognormal","SGTF",2.9503473,0.89562454
"Lognormal","SGTF",3.009683,1.1839143
"Lognormal","SGTF",3.0436901,1.9786666
"Lognormal","SGTF",2.8998268,1.3605545
"Lognormal","SGTF",3.1722332,1.8167429
"Lognormal","SGTF",2.7842466,1.0653941
"Lognormal","SGTF",3.2553409,1.9289041
"Lognormal","SGTF",3.0175404,1.2587341
"Lognormal","SGTF",3.0383777,1.1141797
"Lognormal","SGTF",2.9054217,1.6200672
"Lognormal","SGTF",3.0224429,1.9205979
"Lognormal","SGTF",3.0257929,1.7369089
"Lognormal","SGTF",3.0936259,1.5183646
"Lognormal","SGTF",2.9605544,1.5183335
"Lognormal","SGTF",2.8586362,1.4566422
"Lognormal","SGTF",2.9197157,1.5198142
"Lognormal","SGTF",2.9601089,1.6174705
"Lognormal","SGTF",2.8339597,1.1609208
"Lognormal","SGTF",2.7433154,1.0063707
"Lognormal","SGTF",2.8305596,1.1981912
"Lognormal","SGTF",3.2044503,1.9812579
"Lognormal","SGTF",3.2274934,2.0377831
"Lognormal","SGTF",3.3037799,2.2338717
"Lognormal","SGTF",2.8078899,1.3340999
"Lognormal","SGTF",2.7922306,1.304029
"Lognormal","SGTF",3.1550784,1.8997573
"Lognormal","SGTF",2.9594637,1.3998845
"Lognormal","SGTF",2.8450484,1.1698254
"Lognormal","SGTF",2.988152,1.2339276
"Lognormal","SGTF",2.9338543,1.1988812
"Lognormal","SGTF",2.9469904,1.2605688
"Lognormal","SGTF",3.0474252,1.6915853
"Lognormal","SGTF",2.9384044,1.3855877
"Lognormal","SGTF",3.0458852,1.6707777
"Lognormal","SGTF",3.0980266,1.621502
"Lognormal","SGTF",3.0471692,1.4434914
"Lognormal","SGTF",3.1304204,1.6753026
"Lognormal","SGTF",3.1304204,1.6753026
"Lognormal","SGTF",2.928071,1.5314208
"Lognormal","SGTF",2.74146,0.89426301
"Lognormal","SGTF",3.0383414,1.7011825
"Lognormal","SGTF",2.7013323,0.94640649
"Lognormal","SGTF",3.2980339,2.287489
"Lognormal","SGTF",3.1008802,1.8212205
"Lognormal","SGTF",2.9472908,1.6265591
"Lognormal","SGTF",2.9312951,1.5103698
"Lognormal","SGTF",2.9868294,1.4780286
"Lognormal","SGTF",3.0978804,1.7618078
"Lognormal","SGTF",2.9843336,1.6034746
"Lognormal","SGTF",2.906265,1.1794233
"Lognormal","SGTF",2.8238667,1.341464
"Lognormal","SGTF",3.0876695,1.5069571
"Lognormal","SGTF",3.0515,1.4633542
"Lognormal","SGTF",2.9772475,1.3987863
"Lognormal","SGTF",2.9250892,1.2947363
"Lognormal","SGTF",2.9416363,1.3075108
"Lognormal","SGTF",3.0939644,1.5903013
"Lognormal","SGTF",2.8749704,0.92524209
"Lognormal","SGTF",3.1966956,2.0742599
"Lognormal","SGTF",3.1149957,1.9005542
"Lognormal","SGTF",2.9393335,1.3040102
"Lognormal","SGTF",2.8592733,1.1207548
"Lognormal","SGTF",3.1189729,1.4894729
"Lognormal","SGTF",2.9250273,1.3208138
"Lognormal","SGTF",2.8943128,1.8356003
"Lognormal","SGTF",2.815947,1.2539336
"Lognormal","SGTF",2.8824435,1.1793044
"Lognormal","SGTF",2.8308418,1.147742
"Lognormal","SGTF",2.8840149,1.4652973
"Lognormal","SGTF",3.0258578,1.6245087
"Lognormal","SGTF",2.9482184,1.4149438
"Lognormal","SGTF",2.8767217,1.5055526
"Lognormal","SGTF",2.9144894,1.5530914
"Lognormal","SGTF",3.0345485,1.686419
"Lognormal","SGTF",2.7817144,1.3196902
"Lognormal","SGTF",3.1423979,1.4155583
"Lognormal","SGTF",3.0383626,1.3518103
"Lognormal","SGTF",3.1494903,1.9043916
"Lognormal","SGTF",2.8843522,1.2536651
"Lognormal","SGTF",3.0651229,1.693365
"Lognormal","SGTF",3.1516579,1.9336068
"Lognormal","SGTF",3.190435,2.0629423
"Lognormal","SGTF",3.1137598,1.9264884
"Lognormal","SGTF",3.0573755,1.4129535
"Lognormal","SGTF",3.0573755,1.4129535
"Lognormal","SGTF",3.0198446,1.5308551
"Lognormal","SGTF",3.0507722,1.4667285
"Lognormal","SGTF",3.1345286,1.726526
"Lognormal","SGTF",2.8475009,1.0004697
"Lognormal","SGTF",3.1956773,2.0591141
"Lognormal","SGTF",2.7657308,1.3085004
"Lognormal","SGTF",2.7467992,1.2671388
"Lognormal","SGTF",3.1709969,1.8806712
"Lognormal","SGTF",3.2325698,1.9235131
"Lognormal","SGTF",2.904267,1.3305156
"Lognormal","SGTF",2.8843625,1.3464676
"Lognormal","SGTF",2.9580093,1.5135878
"Lognormal","SGTF",2.8530976,1.5122812
"Lognormal","SGTF",3.1432464,1.4748506
"Lognormal","SGTF",2.9676532,1.144738
"Lognormal","SGTF",3.1289385,1.9039342
"Lognormal","SGTF",3.0275794,1.5352333
"Lognormal","SGTF",2.9532532,1.3482141
"Lognormal","SGTF",2.8941156,1.3037073
"Lognormal","SGTF",3.0946297,1.6091034
"Lognormal","SGTF",2.8811952,1.4352731
"Lognormal","SGTF",2.7113498,1.0960495
"Lognormal","SGTF",2.9594965,1.4493628
"Lognormal","SGTF",2.9137461,1.1254266
"Lognormal","SGTF",2.7959635,1.5917568
"Lognormal","SGTF",2.9260893,1.3285602
"Lognormal","SGTF",2.9762503,1.3749633
"Lognormal","SGTF",2.8681016,1.6862308
"Lognormal","SGTF",2.8409131,1.4358151
"Lognormal","SGTF",3.0104758,1.8292116
"Lognormal","SGTF",2.8777714,1.3954785
"Lognormal","SGTF",3.027031,1.5977443
"Lognormal","SGTF",3.0298372,1.6579341
"Lognormal","SGTF",3.0450263,1.2475654
"Lognormal","SGTF",3.089805,1.2673012
"Lognormal","SGTF",3.0204659,1.5660217
"Lognormal","SGTF",2.9620247,1.4325005
"Lognormal","SGTF",2.8841927,1.3789452
"Lognormal","SGTF",2.9540841,1.6556301
"Lognormal","SGTF",3.1090288,1.7727465
"Lognormal","SGTF",3.1195981,1.814047
"Lognormal","SGTF",2.9685491,1.189826
"Lognormal","SGTF",2.9847931,1.2504501
"Lognormal","SGTF",2.9450989,1.4175234
"Lognormal","SGTF",2.8339073,1.1186631
"Lognormal","SGTF",2.9697248,1.5204983
"Lognormal","SGTF",3.1350971,1.8128617
"Lognormal","SGTF",3.0469815,1.3902998
"Lognormal","SGTF",3.0183153,1.4847716
"Lognormal","SGTF",3.0451606,1.5367914
"Lognormal","SGTF",2.9558529,1.3785713
"Lognormal","SGTF",2.9273746,1.5932574
"Lognormal","SGTF",2.8419517,1.2338552
"Lognormal","SGTF",3.0683601,1.6221926
"Lognormal","SGTF",2.819896,1.1873349
"Lognormal","SGTF",2.9887809,1.5904559
"Lognormal","SGTF",3.0003104,1.4046202
"Lognormal","SGTF",3.0340123,1.4702648
"Lognormal","SGTF",2.888486,1.4288518
"Lognormal","SGTF",2.9490072,1.7485145
"Lognormal","SGTF",3.0387539,1.9535627
"Lognormal","SGTF",3.0051256,1.8365838
"Lognormal","SGTF",2.9989157,1.6428792
"Lognormal","SGTF",2.9417394,1.4619787
"Lognormal","SGTF",2.9328189,1.4834977
"Lognormal","SGTF",2.8968358,1.5981189
"Lognormal","SGTF",3.0090292,1.8611262
"Lognormal","SGTF",3.0094923,1.7333903
"Lognormal","SGTF",3.0700831,1.6457058
"Lognormal","SGTF",2.949533,1.3432426
"Lognormal","SGTF",3.027018,1.5688428
"Lognormal","SGTF",3.0289022,1.5572155
"Lognormal","SGTF",2.9909358,1.423282
"Lognormal","SGTF",2.9209949,1.2832751
"Lognormal","SGTF",3.0592416,1.5914994
"Lognormal","SGTF",2.966002,1.3553275
"Lognormal","SGTF",3.1250793,1.3046591
"Lognormal","SGTF",3.1282996,1.2594235
"Lognormal","SGTF",2.9791295,1.7269955
"Lognormal","SGTF",2.8577255,1.3434496
"Lognormal","SGTF",2.7823374,1.301076
"Lognormal","SGTF",3.1281551,1.9084992
"Lognormal","SGTF",2.7913647,1.1678376
"Lognormal","SGTF",3.0028571,1.3875635
"Lognormal","SGTF",3.0447492,1.4377279
"Lognormal","SGTF",3.1194796,1.9818473
"Lognormal","SGTF",2.9018149,1.1124945
"Lognormal","SGTF",2.9416703,1.7453471
"Lognormal","SGTF",3.0629294,1.2100866
"Lognormal","SGTF",3.0349472,1.1820638
"Lognormal","SGTF",3.0150587,1.2321894
"Lognormal","SGTF",2.604251,1.016196
"Lognormal","SGTF",2.5649128,1.0103827
"Lognormal","SGTF",2.624194,1.1741286
"Lognormal","SGTF",2.6593933,0.938163
"Lognormal","SGTF",2.7768358,0.84738998
"Lognormal","SGTF",3.0493343,1.4062689
"Lognormal","SGTF",3.0201063,1.5446873
"Lognormal","SGTF",2.9050804,1.297755
"Lognormal","SGTF",3.0645504,1.5463508
"Lognormal","SGTF",3.071313,1.6386544
"Lognormal","SGTF",2.9688456,1.3474223
